0,1,6,15,12,1.1,0.1,0.2,0.3,7,16,6.1,6.2,10,0.4,0.5,0.6,8,16.1,2,0.7,11,2.1,0.8,0.9,5,16.2,3,0.10,5.1,7.1,0.11,0.12,7.2,13,3.1,0.13,8.1,7.3,0.14,0.15,4,12.1,0.16,1.2,13.1,5.2,0.17,0.18,0.19,14,9,15.1,9.1,0.20,0.21,0.22,0.23,6.3,14.1,7.4,1.3,0.24,0.25,0.26
0.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,7.0,16.0,8.0,16.0,5.0,0.0,0.0,0.0,11.0,16.0,0.0,6.0,14.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,11.0,11.0,0.0,0.0,12.0,12.0,0.0,0.0,8.0,12.0,0.0,0.0,7.0,15.0,1.0,0.0,13.0,11.0,0.0,0.0,0.0,16.0,8.0,10.0,15.0,3.0,0.0,0.0,0.0,10.0,16.0,15.0,3.0,0.0,0.0,0.0
0.0,0.0,8.0,15.0,16.0,13.0,0.0,0.0,0.0,1.0,11.0,9.0,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,12.0,2.0,0.0,0.0,1.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,2.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0,3.0,11.0,16.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,13.0,7.0,0.0,0.0,3.0,15.0,8.0,1.0,15.0,6.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,1.0,4.0,4.0,13.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,4.0
0.0,0.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,9.0,2.0,0.0,0.0,0.0,4.0,16.0,3.0,4.0,11.0,2.0,0.0,0.0,0.0,14.0,3.0,0.0,4.0,11.0,0.0,0.0,0.0,10.0,8.0,4.0,11.0,12.0,0.0,0.0,0.0,4.0,12.0,14.0,7.0,0.0,0.0,6.0
0.0,0.0,11.0,16.0,10.0,1.0,0.0,0.0,0.0,4.0,16.0,10.0,15.0,8.0,0.0,0.0,0.0,4.0,16.0,3.0,11.0,13.0,0.0,0.0,0.0,1.0,14.0,6.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,5.0,15.0,15.0,8.0,8.0,3.0,0.0,0.0,10.0,16.0,16.0,16.0,16.0,6.0,2.0
0.0,0.0,1.0,11.0,13.0,11.0,7.0,0.0,0.0,0.0,9.0,14.0,6.0,4.0,3.0,0.0,0.0,0.0,16.0,12.0,16.0,15.0,2.0,0.0,0.0,5.0,16.0,10.0,4.0,12.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,5.0
0.0,0.0,8.0,10.0,8.0,7.0,2.0,0.0,0.0,1.0,15.0,14.0,12.0,12.0,4.0,0.0,0.0,7.0,15.0,12.0,5.0,0.0,0.0,0.0,0.0,5.0,14.0,12.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,6.0,7.0,14.0,5.0,0.0,0.0,0.0,0.0,4.0,13.0,8.0,0.0,0.0,0.0,5.0
0.0,0.0,15.0,2.0,14.0,13.0,2.0,0.0,0.0,0.0,16.0,15.0,12.0,13.0,8.0,0.0,0.0,2.0,16.0,12.0,1.0,6.0,10.0,0.0,0.0,7.0,15.0,3.0,0.0,5.0,8.0,0.0,0.0,5.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,5.0,12.0,0.0,7.0,15.0,5.0,0.0,0.0,5.0,16.0,13.0,16.0,6.0,0.0,0.0,0.0,0.0,10.0,12.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,13.0,13.0,2.0,0.0,0.0,0.0,6.0,16.0,12.0,10.0,8.0,0.0,0.0,0.0,9.0,15.0,12.0,16.0,6.0,0.0,0.0,0.0,10.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,12.0,14.0,4.0,0.0,0.0,0.0,11.0,8.0,0.0,3.0,12.0,0.0,0.0,0.0,13.0,11.0,8.0,13.0,12.0,0.0,0.0,0.0,3.0,15.0,11.0,6.0,0.0,0.0,8.0
