alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
14.228692313863911,1.7112845757158024,2.4257954474162204,15.555446587510048,126.86781191662972,2.805936249737974,3.0720870536533815,0.281137462618186,2.289252787887476,5.662448440197174,1.038539724154332,3.925008207089034,1068.3934942171995,-0.002837942470255683
13.21058648500275,1.7849552280841379,2.13997453598298,11.237822923923975,99.91207872318998,2.660153982052979,2.7566387187211627,0.2599030305148965,1.2835622721415294,4.337328969709297,1.0502345333708332,3.408144247961443,1047.2998644371523,0.0035165533054103268
13.160284495172036,2.340221328707753,2.668598088540624,18.59489752022855,100.92547352836806,2.7922524500574952,3.2293232062341075,0.2989040699730007,2.8156485858112688,5.653324188100127,1.035138859124939,3.1665354140220656,1185.2191967894998,-0.00994359197353889
14.378777707268863,1.9439147459307469,2.504660100771936,16.833654854554474,112.9936884341253,3.8483247228721558,3.481727687934094,0.24244355574022944,2.1732923696124504,7.798202960626257,0.8535512795107609,3.4460015327101328,1477.3361783537134,0.0008300002852614019
13.233545582734347,2.587835013585421,2.871463662372935,21.022515006505266,117.78645715583804,2.8016081541655735,2.696323750993623,0.3895281941550485,1.8203036046834993,4.287094509655318,1.0401892974653113,2.9236906640724336,732.1630231320946,0.0045109665714980285
14.207469156991767,1.761679668400026,2.448756923192159,15.215839688726138,112.13791188029904,3.2704278218106437,3.402046628732117,0.3405030488745115,1.967373318136767,6.779712608898153,1.0498071958316777,2.8522627289636864,1452.1423165710905,-0.02178498776930361
14.395596187512705,1.8656075687781428,2.444359367339536,14.615379721154532,95.88299292667105,2.4997425075447928,2.5199813509161233,0.299573492114951,1.9827723467074376,5.267480987853974,1.0205811312295918,3.5824172972121566,1290.2139729071898,-0.002132920529787988
14.065154094534188,2.148810272760965,2.6066800655875433,17.652285679183603,120.7993611031395,2.6034124996396852,2.493703366252462,0.3090586608619987,1.2538914745826402,5.056621695635131,1.0600686344234949,3.574468910754782,1296.7159932865802,-0.006450997231424144
14.831124739638907,1.6551423431129424,2.170437615858006,14.009205270843404,97.09844301272867,2.803606268832628,2.9674228589043836,0.29146225231871303,1.981806988311341,5.1792683217759485,1.0797528746659195,2.838445877727617,1049.3482658405217,-0.0027561527973184443
13.850822250266488,1.3558490790692388,2.2692404818421577,16.07522469280835,98.20222049990379,2.9776409121135683,3.154025544966466,0.2187171361578626,1.8521195577374956,7.208166799792625,1.0101246590876307,3.5539990751429915,1042.7694090342175,-0.0038037810246299604
14.098498767042773,2.1540967155621593,2.302555520682265,17.986208178229557,105.08542674631947,2.9473753643118226,3.32204518987775,0.21925606214517906,2.3931556786937938,5.745301890785677,1.2495137375340906,3.1684035207645556,1511.2744894276195,0.004575120378400986
14.123383401149628,1.4684719146226126,2.319696479548976,16.855953932542448,95.1926531681388,2.1860885477758303,2.4400026726052952,0.2607150594119781,1.5651884082863186,5.011293613010055,1.1694227694462034,2.7994390934192785,1277.7399771420394,-0.006145212667711815
13.746000151841088,1.733548826172076,2.407120587644481,16.01838447932227,89.01172116024536,2.597859534684257,2.754981179273531,0.28984199436324554,1.8095324128242014,5.655310887153433,1.1500537135302904,2.8976764345305637,1320.178026102691,0.0066652562747841326
14.756593738826494,1.748043174252945,2.3883141916393025,11.429877369464146,91.02234209253074,3.099469365060433,3.683635615420886,0.4272431762148182,2.8220496969435356,5.37080100610592,1.2535017133545119,2.7357199478065946,1155.4636589876,0.005521405420981652
14.384790888555033,1.8677716863482487,2.3797810140157534,12.025804262040571,102.00007804760274,3.296336482771627,3.6519688056867503,0.2894795677733442,2.9630813510603753,7.51305923164521,1.2003345739099835,2.9947203842589007,1546.7509671316263,0.007471155242404877
13.621001175759826,1.7936753062483428,2.699809889104531,17.189558912606945,112.13906055260425,2.850019383998948,2.901131179166014,0.300064503728174,1.4650636110824506,7.290309265758292,1.2798631773042628,2.8726257603967906,1312.8722423159281,-0.0029537980067440737
14.294725922108285,1.9231533920987371,2.723870005073334,19.997350400954776,120.08074165741246,2.7959399221641563,3.140433563408641,0.3306301715009567,1.9787892492512151,6.155220182035715,1.0687174533454022,2.648084635822766,1277.3720492420102,-0.01430069977502367
13.830063223517158,1.5690786755079689,2.622961677724747,20.01027515283905,115.03479180432814,2.960550185052303,3.4082201565284542,0.3988146470181032,1.7193910564203987,6.567415139440512,1.1314177440629634,2.571497658689024,1129.838782412182,-0.007150719655788814
14.183965792508952,1.6121632244675512,2.4838113748574595,16.513414140793437,108.2322314684407,3.307154021830658,3.920920156475708,0.3214731992813115,1.8679312049932313,8.682897986189296,1.2279592351414745,2.812190210782921,1677.865200204166,0.011331532688215282
13.645489350857162,3.094305335429338,2.5575587599959446,15.163218654870118,116.1042738742466,2.7085538881723963,3.016052234251239,0.17038546158243623,1.6610274576116206,5.075721541499787,0.9585367924059084,3.363905596958804,844.6296923366832,0.012363206041347385
14.069086250349846,1.655611895968667,2.274553128297302,16.006943016513763,126.01389388130329,2.997281338218225,3.1788397925490384,0.24255803808816603,2.0995609242791806,5.643004333770175,1.09117258960682,3.707398052205564,781.5353008433411,0.006776524112739735
