1,1.1,1.2,1.3,B
1.0,1.0,1.0,2.0,R
1.0,1.0,1.0,3.0,R
1.0,1.0,1.0,4.0,R
1.0,1.0,1.0,5.0,R
1.0,1.0,2.0,1.0,R
1.0,1.0,2.0,2.0,R
1.0,1.0,2.0,3.0,R
1.0,1.0,2.0,4.0,R
1.0,1.0,2.0,5.0,R
1.0,1.0,3.0,1.0,R
1.0,1.0,3.0,2.0,R
1.0,1.0,3.0,3.0,R
1.0,1.0,3.0,4.0,R
1.0,1.0,3.0,5.0,R
1.0,1.0,4.0,1.0,R
1.0,1.0,4.0,2.0,R
1.0,1.0,4.0,3.0,R
1.0,1.0,4.0,4.0,R
1.0,1.0,4.0,5.0,R
1.0,1.0,5.0,1.0,R
1.0,1.0,5.0,2.0,R
1.0,1.0,5.0,3.0,R
1.0,1.0,5.0,4.0,R
1.0,1.0,5.0,5.0,R
1.0,2.0,1.0,1.0,L
1.0,2.0,1.0,2.0,B
1.0,2.0,1.0,3.0,R
1.0,2.0,1.0,4.0,R
1.0,2.0,1.0,5.0,R
1.0,2.0,2.0,1.0,B
1.0,2.0,2.0,2.0,R
1.0,2.0,2.0,3.0,R
1.0,2.0,2.0,4.0,R
1.0,2.0,2.0,5.0,R
1.0,2.0,3.0,1.0,R
1.0,2.0,3.0,2.0,R
1.0,2.0,3.0,3.0,R
1.0,2.0,3.0,4.0,R
1.0,2.0,3.0,5.0,R
1.0,2.0,4.0,1.0,R
1.0,2.0,4.0,2.0,R
1.0,2.0,4.0,3.0,R
1.0,2.0,4.0,4.0,R
1.0,2.0,4.0,5.0,R
1.0,2.0,5.0,1.0,R
1.0,2.0,5.0,2.0,R
1.0,2.0,5.0,3.0,R
1.0,2.0,5.0,4.0,R
1.0,2.0,5.0,5.0,R
1.0,3.0,1.0,1.0,L
1.0,3.0,1.0,2.0,L
1.0,3.0,1.0,3.0,B
1.0,3.0,1.0,4.0,R
1.0,3.0,1.0,5.0,R
1.0,3.0,2.0,1.0,L
1.0,3.0,2.0,2.0,R
1.0,3.0,2.0,3.0,R
1.0,3.0,2.0,4.0,R
1.0,3.0,2.0,5.0,R
1.0,3.0,3.0,1.0,B
1.0,3.0,3.0,2.0,R
1.0,3.0,3.0,3.0,R
1.0,3.0,3.0,4.0,R
1.0,3.0,3.0,5.0,R
1.0,3.0,4.0,1.0,R
1.0,3.0,4.0,2.0,R
1.0,3.0,4.0,3.0,R
1.0,3.0,4.0,4.0,R
1.0,3.0,4.0,5.0,R
1.0,3.0,5.0,1.0,R
1.0,3.0,5.0,2.0,R
1.0,3.0,5.0,3.0,R
1.0,3.0,5.0,4.0,R
1.0,3.0,5.0,5.0,R
1.0,4.0,1.0,1.0,L
1.0,4.0,1.0,2.0,L
1.0,4.0,1.0,3.0,L
1.0,4.0,1.0,4.0,B
1.0,4.0,1.0,5.0,R
1.0,4.0,2.0,1.0,L
1.0,4.0,2.0,2.0,B
1.0,4.0,2.0,3.0,R
1.0,4.0,2.0,4.0,R
1.0,4.0,2.0,5.0,R
1.0,4.0,3.0,1.0,L
1.0,4.0,3.0,2.0,R
1.0,4.0,3.0,3.0,R
1.0,4.0,3.0,4.0,R
1.0,4.0,3.0,5.0,R
1.0,4.0,4.0,1.0,B
1.0,4.0,4.0,2.0,R
1.0,4.0,4.0,3.0,R
1.0,4.0,4.0,4.0,R
1.0,4.0,4.0,5.0,R
1.0,4.0,5.0,1.0,R
1.0,4.0,5.0,2.0,R
1.0,4.0,5.0,3.0,R
1.0,4.0,5.0,4.0,R
1.0,4.0,5.0,5.0,R
1.0,5.0,1.0,1.0,L
1.0,5.0,1.0,2.0,L
1.0,5.0,1.0,3.0,L
1.0,5.0,1.0,4.0,L
1.0,5.0,1.0,5.0,B
1.0,5.0,2.0,1.0,L
1.0,5.0,2.0,2.0,L
1.0,5.0,2.0,3.0,R
1.0,5.0,2.0,4.0,R
1.0,5.0,2.0,5.0,R
1.0,5.0,3.0,1.0,L
1.0,5.0,3.0,2.0,R
1.0,5.0,3.0,3.0,R
1.0,5.0,3.0,4.0,R
1.0,5.0,3.0,5.0,R
1.0,5.0,4.0,1.0,L
1.0,5.0,4.0,2.0,R
1.0,5.0,4.0,3.0,R
1.0,5.0,4.0,4.0,R
1.0,5.0,4.0,5.0,R
1.0,5.0,5.0,1.0,B
1.0,5.0,5.0,2.0,R
1.0,5.0,5.0,3.0,R
1.0,5.0,5.0,4.0,R
1.0,5.0,5.0,5.0,R
2.0,1.0,1.0,1.0,L
2.0,1.0,1.0,2.0,B
2.0,1.0,1.0,3.0,R
2.0,1.0,1.0,4.0,R
2.0,1.0,1.0,5.0,R
2.0,1.0,2.0,1.0,B
2.0,1.0,2.0,2.0,R
2.0,1.0,2.0,3.0,R
2.0,1.0,2.0,4.0,R
2.0,1.0,2.0,5.0,R
2.0,1.0,3.0,1.0,R
2.0,1.0,3.0,2.0,R
2.0,1.0,3.0,3.0,R
2.0,1.0,3.0,4.0,R
2.0,1.0,3.0,5.0,R
2.0,1.0,4.0,1.0,R
2.0,1.0,4.0,2.0,R
2.0,1.0,4.0,3.0,R
2.0,1.0,4.0,4.0,R
2.0,1.0,4.0,5.0,R
2.0,1.0,5.0,1.0,R
2.0,1.0,5.0,2.0,R
2.0,1.0,5.0,3.0,R
2.0,1.0,5.0,4.0,R
2.0,1.0,5.0,5.0,R
2.0,2.0,1.0,1.0,L
2.0,2.0,1.0,2.0,L
2.0,2.0,1.0,3.0,L
2.0,2.0,1.0,4.0,B
2.0,2.0,1.0,5.0,R
2.0,2.0,2.0,1.0,L
2.0,2.0,2.0,2.0,B
2.0,2.0,2.0,3.0,R
2.0,2.0,2.0,4.0,R
2.0,2.0,2.0,5.0,R
2.0,2.0,3.0,1.0,L
2.0,2.0,3.0,2.0,R
2.0,2.0,3.0,3.0,R
2.0,2.0,3.0,4.0,R
2.0,2.0,3.0,5.0,R
2.0,2.0,4.0,1.0,B
2.0,2.0,4.0,2.0,R
2.0,2.0,4.0,3.0,R
2.0,2.0,4.0,4.0,R
2.0,2.0,4.0,5.0,R
2.0,2.0,5.0,1.0,R
2.0,2.0,5.0,2.0,R
2.0,2.0,5.0,3.0,R
2.0,2.0,5.0,4.0,R
2.0,2.0,5.0,5.0,R
2.0,3.0,1.0,1.0,L
2.0,3.0,1.0,2.0,L
2.0,3.0,1.0,3.0,L
2.0,3.0,1.0,4.0,L
2.0,3.0,1.0,5.0,L
2.0,3.0,2.0,1.0,L
2.0,3.0,2.0,2.0,L
2.0,3.0,2.0,3.0,B
2.0,3.0,2.0,4.0,R
2.0,3.0,2.0,5.0,R
2.0,3.0,3.0,1.0,L
2.0,3.0,3.0,2.0,B
2.0,3.0,3.0,3.0,R
2.0,3.0,3.0,4.0,R
2.0,3.0,3.0,5.0,R
2.0,3.0,4.0,1.0,L
2.0,3.0,4.0,2.0,R
2.0,3.0,4.0,3.0,R
2.0,3.0,4.0,4.0,R
2.0,3.0,4.0,5.0,R
2.0,3.0,5.0,1.0,L
2.0,3.0,5.0,2.0,R
2.0,3.0,5.0,3.0,R
2.0,3.0,5.0,4.0,R
2.0,3.0,5.0,5.0,R
2.0,4.0,1.0,1.0,L
2.0,4.0,1.0,2.0,L
2.0,4.0,1.0,3.0,L
2.0,4.0,1.0,4.0,L
2.0,4.0,1.0,5.0,L
2.0,4.0,2.0,1.0,L
2.0,4.0,2.0,2.0,L
2.0,4.0,2.0,3.0,L
2.0,4.0,2.0,4.0,B
2.0,4.0,2.0,5.0,R
2.0,4.0,3.0,1.0,L
2.0,4.0,3.0,2.0,L
2.0,4.0,3.0,3.0,R
2.0,4.0,3.0,4.0,R
2.0,4.0,3.0,5.0,R
2.0,4.0,4.0,1.0,L
2.0,4.0,4.0,2.0,B
2.0,4.0,4.0,3.0,R
2.0,4.0,4.0,4.0,R
2.0,4.0,4.0,5.0,R
2.0,4.0,5.0,1.0,L
2.0,4.0,5.0,2.0,R
2.0,4.0,5.0,3.0,R
2.0,4.0,5.0,4.0,R
2.0,4.0,5.0,5.0,R
2.0,5.0,1.0,1.0,L
2.0,5.0,1.0,2.0,L
2.0,5.0,1.0,3.0,L
2.0,5.0,1.0,4.0,L
2.0,5.0,1.0,5.0,L
2.0,5.0,2.0,1.0,L
2.0,5.0,2.0,2.0,L
2.0,5.0,2.0,3.0,L
2.0,5.0,2.0,4.0,L
2.0,5.0,2.0,5.0,B
2.0,5.0,3.0,1.0,L
2.0,5.0,3.0,2.0,L
2.0,5.0,3.0,3.0,L
2.0,5.0,3.0,4.0,R
2.0,5.0,3.0,5.0,R
2.0,5.0,4.0,1.0,L
2.0,5.0,4.0,2.0,L
2.0,5.0,4.0,3.0,R
2.0,5.0,4.0,4.0,R
2.0,5.0,4.0,5.0,R
2.0,5.0,5.0,1.0,L
2.0,5.0,5.0,2.0,B
2.0,5.0,5.0,3.0,R
2.0,5.0,5.0,4.0,R
2.0,5.0,5.0,5.0,R
3.0,1.0,1.0,1.0,L
3.0,1.0,1.0,2.0,L
3.0,1.0,1.0,3.0,B
3.0,1.0,1.0,4.0,R
3.0,1.0,1.0,5.0,R
3.0,1.0,2.0,1.0,L
3.0,1.0,2.0,2.0,R
3.0,1.0,2.0,3.0,R
3.0,1.0,2.0,4.0,R
3.0,1.0,2.0,5.0,R
3.0,1.0,3.0,1.0,B
3.0,1.0,3.0,2.0,R
3.0,1.0,3.0,3.0,R
3.0,1.0,3.0,4.0,R
3.0,1.0,3.0,5.0,R
3.0,1.0,4.0,1.0,R
3.0,1.0,4.0,2.0,R
3.0,1.0,4.0,3.0,R
3.0,1.0,4.0,4.0,R
3.0,1.0,4.0,5.0,R
3.0,1.0,5.0,1.0,R
3.0,1.0,5.0,2.0,R
3.0,1.0,5.0,3.0,R
