Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,target
2011-12-31 23:00:00,313.925,314.788,313.925,314.788,0.0,316.075,316.075,315.172,315.172,0.0,False
2012-01-01 23:00:00,313.573,315.417,312.994,313.014,2660.5,313.767,316.423,313.417,315.316,3349.68,True
2012-01-02 23:00:00,312.317,316.302,312.077,315.995,29676.2098,315.803,316.783,312.718,316.545,28377.4997,True
2012-01-03 23:00:00,315.998,321.528,314.397,320.045,40646.1806,316.262,322.023,315.46,321.055,38688.3094,False
2012-01-04 23:00:00,320.201,324.09,317.605,318.345,37369.9803,320.395,324.523,318.044,319.255,35332.8999,False
2012-01-05 23:00:00,318.534,319.492,311.261,313.345,37193.2302,318.81,320.013,312.409,315.155,36108.9402,True
2012-01-08 23:00:00,313.968,316.044,312.447,315.155,29948.42,314.578,316.422,312.713,315.955,30858.6399,False
2012-01-09 23:00:00,315.183,315.973,308.144,309.944,39494.2301,315.539,317.06,309.154,310.956,38876.0301,True
2012-01-10 23:00:00,310.086,312.868,309.298,310.745,33578.8301,310.4,313.272,310.259,311.055,34487.7694,False
2012-01-11 23:00:00,310.509,312.028,305.467,307.918,45430.5008,310.783,312.843,306.042,308.182,48352.7804,True
2012-01-12 23:00:00,307.576,311.165,306.733,310.044,40170.2702,307.842,311.672,307.55,311.056,39342.78,True
2012-01-15 23:00:00,310.427,312.782,308.857,312.224,30786.52,310.693,313.647,309.422,313.106,31004.9499,False
2012-01-16 23:00:00,311.99,312.978,307.312,308.644,26279.4197,312.969,313.933,308.212,309.506,25706.6699,False
2012-01-17 23:00:00,308.493,308.99,303.615,303.944,34474.8799,309.285,309.9,304.408,305.806,37764.59,False
2012-01-18 23:00:00,304.379,304.988,301.428,303.244,42579.7299,305.241,305.813,301.752,304.156,41550.1201,True
