feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
-4.0951047849619835,-2.564505808339463,-5.498268676999015,-7.422456560556298,-1.3416420272103369,-7.7559594525071045,-9.28979724663091,-5.84565211551948,-6.319208717977419,6.314901256484422,7.906569033688917,-7.670827428328234,-4.21862748911765,4.989030285980735,-7.333048834457647,-9.895113034005767,-8.390202887641506,8.864003446964574,-8.579340532107203,-1.6151927475151688,-7.12950304460814,1
9.629270502397231,-1.7570897467721076,7.042716976956149,2.699871584793137,-0.667088433312933,4.238113670039223,4.882193909650915,-4.267374375933046,1.3326503720956042,0.4489790561308198,1.414198612885355,0.061738013495311383,-4.59221910292348,0.2467522143598454,0.8209992962818481,-4.294140724867299,4.725242901895956,-0.6535535333133713,-1.904196513147258,9.207221970551279,0.3391201342440391,2
-6.1450768611997395,0.618107134477093,5.383073936636573,-6.1437187101379775,7.077224815955493,4.267621574869434,2.271179531162774,3.7406512442761155,3.899058727879249,-3.5621585223570724,-4.263900372814021,-4.652643175331189,-2.9278707824352135,7.780368535661504,-1.1883599652711514,2.3183996822431987,-2.812442271434091,6.8140409209026735,1.5514453156627916,7.429102007958548,-4.443250356245791,5
8.108370413162895,7.5240998993035335,-4.843457779038237,-8.334392437480734,8.685217868634647,-8.725167353868002,-8.14697504788605,-5.597681486104512,-4.230518271428794,2.5651718211832164,-2.374530909128336,5.172813550414261,-2.8365455680107616,2.1841227929961327,-0.9751556577877156,-9.464063432876957,-0.6580473615722091,0.29985736444645317,-10.223680819251205,7.156379184027646,2.614827455314639,3
9.437159186273064,-2.6784954768619764,8.482513324978186,1.0363871486695224,-1.2499492478970065,5.134358389146978,5.207829234634693,-2.881228899495981,0.12840712168759072,-0.26829840738334615,2.552774601152694,-1.1104859107281708,-3.1009032251343194,-0.41117051137207006,3.658136690934059,-5.504105385361984,3.559203852224069,-4.269794368073292,-0.4068211844667948,7.323157806311279,-1.195831223353572,2
-9.334097021660508,-1.5807411313656146,7.685882277691967,-6.2490557492494165,7.302980439301022,2.3586356922030784,-1.4078122106187592,4.545752353165119,2.2073469303060214,-3.359145460219967,-4.570857347448754,-3.711385534904207,-3.994990122102042,7.597588966398474,-0.5563139397055448,2.1821780632978918,-4.669663293985133,5.572628644862685,3.7499582951850137,6.685127272914682,-4.259595826375119,5
10.163038487661975,-4.553014065479289,9.529921219898519,5.295973043329749,-1.324861355442396,6.066492340622758,4.8256971879881405,-2.4431279802419423,-0.8116464909032658,-1.6521436078728886,1.197897440382196,-1.94268753678161,-2.951959685796278,-1.0989746237978715,1.144075198081632,-4.401225574618677,4.38802288137838,-1.7938169429479678,-0.9672590439929947,7.636278067824086,-1.1868361442744706,2
-9.07624450786356,-9.661775925287593,-2.665109743485551,-1.0293264304531113,2.7210072104368064,-4.530014718548331,-5.894007098188395,10.779568524508004,-1.2507663608668116,-9.151544835334954,-8.561300131807762,2.376620627034525,-2.082460037044721,3.818553456348298,-8.67534801707276,-2.875342070091474,-4.748001200512109,-4.304106043303968,9.20125567551055,-0.23832037482246937,6.695767951116248,0
-5.427700320437046,-4.656675087014705,-8.212293020249975,-8.543010097694925,1.7031601420124907,-5.5345110043131935,-10.774677749141366,-3.6224119973596465,-8.815716783784975,5.109778713468747,7.479620571865271,-6.65280719104733,-4.6047514064196005,3.860772748884518,-9.222052447343719,-9.324189685925788,-10.36482837910999,10.588563189893609,-10.23387397717711,-2.972484270657193,-9.60885328032407,1
-7.002903022899938,0.14844479231529017,8.040603961339661,-8.207603116426421,7.309016770442604,2.6610930196000298,-0.3648429901469667,3.639377793307935,3.2907088084927967,-3.726896451722849,-5.705216441406027,-3.384550182946454,-1.8772954718125079,7.720398075018908,-1.8366141362781483,2.996543211178639,-5.127022716257666,5.524877356993471,3.0258200554675785,5.310025972167109,-3.5566821370860042,5
