attribute_0,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,target
0.0101175652318377,0.85436183361425,0.877144753884642,0.00425183901890114,0.288754956532023,0.0597566360112308,0.972215474183717,0.0201837671467571,0.974615891032766,0.807651316744649,0.845560807717496,0.960148865716365,0.383243481500988,0.0233866102627721,0.0822710825369938,0.0686735179485956,0.295497172763329,0.957616145353051,0.0229811103071407,0.341040863045861,0.762686168191933,1
0.576578641043128,0.30025263700271,0.182536710811972,0.157220241218636,0.577388487674379,0.0311753957796921,0.112436586032564,0.642755124536845,0.329840144663399,0.344874352166988,0.258657654854438,0.230086269337722,0.958339599905485,0.0733768024495333,0.953868051693278,0.889723384155392,0.812492505448718,0.212072239285816,0.673274498206424,0.616679174918068,0.301395230760215,0
0.223330901239126,0.0142899722954728,0.699711650630396,0.810474790279978,0.0598326242477552,0.886703481945031,0.538148913002436,0.217554147611684,0.770166314354042,0.978230327445006,0.991575953541075,0.0982562602145503,0.143694098445397,0.869970411263401,0.634620277526132,0.492959261134254,0.431656156122709,0.764577733178969,0.400178873059469,0.146312494265676,0.884817565555453,1
0.316950278715236,0.509361740108437,0.600387243451252,0.540300405903369,0.416651569112873,0.448538609575065,3.20147813317674e-06,0.854171658490716,0.148136612200577,0.745645090845661,0.564744882230987,0.0877820715252075,0.357255344342886,0.48320769481962,0.656538021882132,0.38916651665595,0.442568457269431,0.250705950407381,0.707080418029486,0.26164334614982,0.405191691940122,0
0.892079293737158,0.302473094713584,0.851831261564979,0.534305396875637,0.919836197322377,0.278789176100694,0.411608820118211,0.838876143608226,0.637784359637224,0.0389872595490176,0.0483535995559956,0.0344950191632748,0.180804769185777,0.47127103016347,0.544047509769252,0.939738898933922,0.485225782272489,0.767693705564869,0.891803731360307,0.796892215683117,0.151115397694282,0
0.0340242074464369,0.80877591786424,0.332583534482867,0.872533017797529,0.123937789363554,0.92110501895287,0.992857961827198,0.0523409664210288,0.966496926249811,0.0401635635533656,0.0287106427954203,0.907042517903216,0.125025028217088,0.929397881131801,0.00046815004620066,0.0261913202773153,0.0120614383207516,0.561642555998179,0.132423287879766,0.0292616023913548,0.0186497804623609,0
0.576571410323216,0.282875894279203,0.523196603034649,0.824799715655977,0.233023219589409,0.761369392902619,0.417626113155096,0.785686216873925,0.978947367931801,0.604549033723034,0.192682310743157,0.340212182952471,0.535879300734001,0.873379763523188,0.36091784814743,0.248149380968343,0.156614162796778,0.240285620709405,0.898490589893441,0.258623712884659,0.0983957725940407,0
0.551787749228093,0.948274614723138,0.713889022722887,0.597695448674341,0.474421235924215,0.803663987742933,0.651522888768778,0.214538700446256,0.538171081105815,0.35852633029279,0.12154967677432,0.788243564472915,0.0104593429367371,0.673798835715353,0.0488623769650202,0.236551957304528,0.467351299934854,0.814845085628206,0.323403535206772,0.288253018109741,0.28437129815506,1
0.553474185247656,0.954392638981322,0.46520805544507,0.601252656264921,0.764719878988014,0.295341862901389,0.506272178182325,0.435257702281106,0.0772011232214288,0.411779226752531,0.914689491013248,0.606021178215572,0.581379061309827,0.432578671802683,0.742815678921785,0.344278760690568,0.672223049413821,0.926790760314206,0.383162702917001,0.623727559615975,0.684842435687109,1
0.279424175581078,0.318533459591824,0.56005662207366,0.24997628005265,0.090724177783445,0.431762422949354,0.718884868489329,0.403914120706428,0.76980701698421,0.366476786995101,0.276246024012327,0.850841586670711,0.651197142187258,0.270372781335294,0.57974370718594,0.510421507612775,0.103265932198687,0.266585364714486,0.380783916364283,0.0514491082101055,0.404050430631462,0
0.281527671996476,0.170532475076339,0.179248800264832,0.137797696107049,0.545837077833423,0.133149977400143,0.202793573055625,0.0573630135276005,0.103081673291743,0.305549580286264,0.491555846104864,0.0935315297287384,0.942314855610563,0.194661829334655,0.93990237210995,0.762561714786084,0.606486359740806,0.455071335118252,0.062132467450754,0.652147961569482,0.395565489892943,0
0.0570121404257881,0.601072526740719,0.608520185500577,0.51695860866111,0.506956035687392,0.344881102806814,0.50736616461924,0.0414039794891754,0.834571394305415,0.849778244329995,0.696521698901402,0.548014311615724,0.535879300734001,0.405606873234653,0.488834762994167,0.590859856924962,0.364723871069098,0.772261308389563,0.031775307287575,0.515157088732386,0.724231585199457,0
0.59191400983196,0.893005129146755,0.868114712182037,0.424374608667016,0.0907280475393536,0.534648487209502,0.455814171503796,0.505908631937058,0.622331737521706,0.413339419057217,0.629734613015136,0.370240034001405,0.265484265771858,0.508525335374294,0.494500904136473,0.689461728638539,0.198863978046465,0.961386356279857,0.555516624370004,0.21090288790711,0.608748334893043,1
0.297980524236291,0.285514820243046,0.288481033368167,0.681938626066813,0.781735022679994,0.904908683287442,0.150754725492781,0.656987518233523,0.0244842465277281,0.956663452512841,0.155592473556317,0.223469763777893,0.986024021240619,0.693629377870101,0.83214279727448,0.283218774508351,0.722840484762935,0.204596204028541,0.429554564781733,0.000121713107147737,0.27082786143728,0
0.873787862347295,0.634138053821882,0.475084184250584,0.93982766212261,0.332075772778064,0.514488982713517,0.435683185093918,0.729604419191242,0.271312956499269,0.816947469416732,0.650060958953643,0.566930865732512,0.481032570885667,0.613734987713328,0.582690625551111,0.363960661379561,0.262705463646102,0.250705950407381,0.383554145219518,0.0805222233719652,0.533981564802359,0
0.3526695802233,0.369528595401998,0.219923183704412,0.00485834361300269,0.692923841426149,0.407268973549977,0.648752446009714,0.399655520154379,0.398007443471474,0.216653759935397,0.263918079652836,0.626825513856034,0.895536394514997,0.379932803844211,0.851095002623105,0.470892649147736,0.897463361599838,0.490173375128731,0.44971882323981,0.838018581841365,0.220123400315691,0
0.97907086158843,0.0948652714478502,0.0931355138030969,0.0220519058900783,0.87636367406015,0.233052491622619,0.0160633935560985,0.929409398648963,0.0366920683653144,0.253140606775694,0.288234150373504,0.0188940345296492,0.919246103501782,0.272921118187033,0.870632410754863,0.9899037363856,0.922352704857907,0.119923291842385,0.67182177521932,0.998885025660528,0.637922372251584,0
0.164509324130964,0.669455349975126,0.815330249540055,0.403525590223665,0.793676460185143,0.666266079056194,0.635211143227162,0.314488887337229,0.5775165987375,0.396343075353544,0.701106489028699,0.296703086307976,0.411028259362198,0.615741754301762,0.234922285158707,0.283218774508351,0.951223838437366,0.710317881340925,0.203757586673368,0.863170137224813,0.519530217131238,0
