open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,truerange,atr_7,atr_14,date_year,date_month,date_day,date_weekday,target
19.845715,19.893929,19.715,19.754642,234684800.0,44.149613923838366,50.99617500814269,-105.07163697066576,-42.411877164517726,19.28223562,19.26506036021697,18.37260357,18.48471279099762,0.1946365998224166,19.97926765,0.3214280000000009,0.305722419319433,0.3163014344666262,2014.0,1.0,2.0,2.0,bearish
19.745001,19.775,19.301071,19.320715,392467600.0,33.094332451293155,43.88352854378321,-152.1509986405939,-124.51198329280182,19.2973142,19.26724297943566,18.39889643,18.50137088446704,0.1328868566841663,19.9363748,0.4739289999999982,0.3297519308452281,0.3275605463657038,2014.0,1.0,3.0,0.0,bullish
19.194643,19.52857,19.057142,19.426071,412610800.0,37.52566102573004,45.858019026536944,-132.30648973794658,-130.1223502556744,19.3108642,19.273471760472752,18.418310700000003,18.519794080305697,0.0913975153804784,19.893571200000004,0.4714279999999995,0.3499913692959097,0.3378367931176559,2014.0,1.0,6.0,1.0,bearish
19.440001,19.498571,19.21143,19.287144,317209200.0,34.05562434655792,43.67570769542832,-89.58700901612744,-108.0890186268538,19.31667136,19.2740079458513,18.43314642,18.535080464411525,0.046767558372565,19.85789275,0.2871409999999983,0.3410127451107795,0.3342156650169512,2014.0,1.0,7.0,3.0,bullish
19.243214,19.484285,19.23893,19.409286,258529600.0,39.76849736719852,46.1041072276652,-58.52553941423009,-82.15003241790555,19.32917136,19.27931314936817,18.44941429,18.5524934474926,0.0210116255562695,19.8168749,0.245355,0.3273473529520967,0.3278684746246258,2014.0,1.0,8.0,4.0,bearish
19.52857,19.530714,19.119642,19.161428,279148800.0,33.00021739904459,42.13418839865661,-73.951974818261,-95.41076594147606,19.3339142,19.274690050133504,18.461625,18.56462117926021,-0.0191791209143659,19.7650356,0.4110720000000007,0.3393080168160831,0.3338115836095467,2014.0,1.0,9.0,2.0,bearish
19.279642,19.314285,18.968214,19.033571,304976000.0,29.93419658795078,40.21069862590191,-132.25236643591066,-113.59541786438014,19.3455285,19.265234102010183,18.47062499,18.573959863423937,-0.0606484507950497,19.7142856,0.346071000000002,0.3402741572709286,0.3346872562129061,2014.0,1.0,10.0,0.0,bullish
18.925358,19.375,18.924286,19.133215,378492800.0,35.3920016088162,42.41698056069352,-97.18696590252895,-91.9998753575602,19.35326422,19.260056724981457,18.48300357,18.58509564316256,-0.0844987069743581,19.6699821,0.4507140000000014,0.3560512776607961,0.3429748808046422,2014.0,1.0,13.0,1.0,bullish
19.222143,19.526072,19.202143,19.513929,332561600.0,52.04351576926664,50.007549563326265,92.90648250519892,-37.81016099193791,19.37018568,19.270012791174835,18.49872857,18.60358836171872,-0.0718515093671534,19.655625,0.3928569999999993,0.361309237994968,0.3465378893327743,2014.0,1.0,14.0,3.0,bullish
19.768572,20.007143,19.702143,19.905714,391638800.0,63.37607658591734,56.37990697573287,204.3097689960237,61.00116068770434,19.39684996,19.29494294972229,18.51815715,18.62951039727204,-0.0298704114707746,19.65537505,0.4932139999999982,0.380152775424258,0.357014754419145,2014.0,1.0,15.0,4.0,bearish
19.817858,19.887501,19.702856,19.794643,229278000.0,58.78173982948657,54.26798926107603,105.70149834598207,56.87434085930416,19.41649282,19.31453955831957,18.53716786,18.65270280047552,-0.0054991990153112,19.6540536,0.2028579999999991,0.3548249503636497,0.3460035576371402,2014.0,1.0,16.0,2.0,bearish
