V1,V6,V10,V12,V13,V14,V15,target
29.0,590.0,25.0,124.0,1.0,-1.0,0.0,2.0
41.0,2823.0,14.0,858.0,1.0,-1.0,0.0,2.0
40.0,1558.0,20.0,44.0,15.0,-1.0,0.0,1.0
23.0,377.0,28.0,7.0,1.0,-1.0,0.0,1.0
55.0,127.0,21.0,1130.0,8.0,-1.0,0.0,2.0
43.0,511.0,30.0,67.0,7.0,-1.0,0.0,1.0
56.0,5496.0,3.0,330.0,3.0,-1.0,0.0,1.0
27.0,168.0,12.0,123.0,1.0,196.0,1.0,2.0
30.0,697.0,28.0,545.0,2.0,181.0,8.0,2.0
48.0,83.0,13.0,1101.0,1.0,-1.0,0.0,2.0
42.0,765.0,27.0,78.0,8.0,-1.0,0.0,1.0
40.0,0.0,29.0,245.0,3.0,-1.0,0.0,1.0
60.0,174.0,15.0,241.0,1.0,364.0,1.0,1.0
60.0,493.0,18.0,671.0,4.0,-1.0,0.0,2.0
39.0,0.0,20.0,286.0,4.0,-1.0,0.0,1.0
67.0,2048.0,16.0,452.0,5.0,195.0,4.0,2.0
29.0,872.0,21.0,173.0,2.0,-1.0,0.0,1.0
35.0,331.0,14.0,857.0,2.0,-1.0,0.0,2.0
38.0,0.0,13.0,531.0,2.0,-1.0,0.0,2.0
57.0,5961.0,14.0,166.0,3.0,-1.0,0.0,1.0
43.0,983.0,26.0,97.0,1.0,-1.0,0.0,2.0
51.0,0.0,15.0,177.0,4.0,99.0,2.0,1.0
57.0,202.0,20.0,207.0,1.0,346.0,2.0,1.0
57.0,63.0,25.0,1448.0,17.0,-1.0,0.0,2.0
27.0,1820.0,17.0,1027.0,1.0,-1.0,0.0,2.0
43.0,14646.0,23.0,210.0,1.0,-1.0,0.0,2.0
47.0,1110.0,23.0,329.0,3.0,-1.0,0.0,1.0
35.0,515.0,29.0,114.0,3.0,-1.0,0.0,1.0
57.0,2038.0,9.0,628.0,1.0,182.0,2.0,2.0
38.0,367.0,20.0,128.0,2.0,-1.0,0.0,1.0
39.0,171.0,8.0,153.0,1.0,353.0,1.0,1.0
45.0,-33.0,28.0,198.0,3.0,-1.0,0.0,1.0
40.0,60.0,20.0,325.0,2.0,-1.0,0.0,1.0
30.0,1320.0,5.0,122.0,3.0,362.0,1.0,1.0
30.0,2166.0,12.0,316.0,2.0,-1.0,0.0,2.0
45.0,1251.0,21.0,126.0,4.0,-1.0,0.0,1.0
66.0,0.0,12.0,701.0,1.0,-1.0,0.0,1.0
57.0,0.0,6.0,355.0,1.0,-1.0,0.0,2.0
29.0,1934.0,29.0,271.0,1.0,-1.0,0.0,2.0
80.0,155.0,12.0,290.0,1.0,93.0,2.0,2.0
32.0,623.0,6.0,335.0,3.0,194.0,2.0,2.0
41.0,542.0,11.0,64.0,2.0,347.0,1.0,1.0
34.0,158.0,9.0,278.0,2.0,132.0,4.0,2.0
55.0,1938.0,18.0,193.0,1.0,386.0,3.0,2.0
35.0,126.0,16.0,472.0,1.0,-1.0,0.0,1.0
29.0,818.0,5.0,61.0,1.0,-1.0,0.0,1.0
30.0,0.0,10.0,1399.0,1.0,-1.0,0.0,2.0
27.0,4661.0,8.0,114.0,1.0,-1.0,0.0,2.0
25.0,329.0,14.0,158.0,2.0,-1.0,0.0,1.0
53.0,261.0,14.0,154.0,2.0,336.0,2.0,1.0
29.0,0.0,15.0,218.0,1.0,-1.0,0.0,1.0
54.0,0.0,18.0,144.0,2.0,-1.0,0.0,1.0
46.0,11385.0,24.0,269.0,3.0,-1.0,0.0,2.0
39.0,8.0,29.0,1028.0,2.0,-1.0,0.0,1.0
49.0,293.0,28.0,452.0,1.0,-1.0,0.0,2.0
55.0,-196.0,20.0,210.0,2.0,-1.0,0.0,1.0
