V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,target
0.0,0.0,0.0,178.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,132.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,72.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,183.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,312.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,197.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
