V1,V6,V10,V12,V13,V14,V15,target
35.0,-203.0,11.0,1649.0,2.0,-1.0,0.0,2.0
55.0,169.0,5.0,618.0,2.0,-1.0,0.0,2.0
53.0,-725.0,27.0,1205.0,1.0,-1.0,0.0,2.0
35.0,1227.0,30.0,1005.0,5.0,134.0,10.0,2.0
36.0,1352.0,19.0,2028.0,1.0,-1.0,0.0,2.0
52.0,48.0,17.0,591.0,1.0,-1.0,0.0,1.0
46.0,633.0,12.0,236.0,10.0,-1.0,0.0,1.0
37.0,13156.0,21.0,240.0,1.0,-1.0,0.0,1.0
32.0,0.0,5.0,550.0,4.0,-1.0,0.0,2.0
51.0,603.0,25.0,122.0,3.0,-1.0,0.0,1.0
31.0,217.0,30.0,1776.0,2.0,-1.0,0.0,2.0
51.0,3984.0,20.0,7.0,12.0,-1.0,0.0,1.0
28.0,328.0,26.0,471.0,1.0,-1.0,0.0,1.0
42.0,3780.0,19.0,104.0,3.0,-1.0,0.0,1.0
34.0,91.0,17.0,144.0,1.0,281.0,1.0,1.0
36.0,532.0,29.0,391.0,1.0,241.0,1.0,1.0
55.0,2204.0,22.0,261.0,1.0,264.0,1.0,2.0
38.0,88.0,8.0,282.0,2.0,186.0,4.0,2.0
59.0,2308.0,30.0,815.0,1.0,87.0,1.0,2.0
32.0,1102.0,8.0,194.0,1.0,-1.0,0.0,2.0
46.0,36.0,16.0,250.0,1.0,-1.0,0.0,1.0
28.0,386.0,25.0,867.0,1.0,-1.0,0.0,2.0
31.0,2.0,12.0,703.0,4.0,-1.0,0.0,2.0
34.0,-1.0,18.0,1057.0,6.0,355.0,1.0,2.0
59.0,2074.0,21.0,467.0,1.0,186.0,2.0,2.0
40.0,68.0,30.0,170.0,19.0,-1.0,0.0,1.0
57.0,3109.0,15.0,107.0,2.0,105.0,2.0,2.0
31.0,1804.0,23.0,206.0,1.0,-1.0,0.0,1.0
25.0,154.0,2.0,382.0,1.0,183.0,3.0,2.0
50.0,636.0,6.0,127.0,2.0,254.0,23.0,1.0
40.0,89.0,9.0,148.0,6.0,-1.0,0.0,1.0
59.0,3000.0,6.0,25.0,1.0,-1.0,0.0,1.0
48.0,1949.0,13.0,683.0,2.0,-1.0,0.0,2.0
46.0,587.0,2.0,186.0,1.0,-1.0,0.0,1.0
27.0,1.0,30.0,764.0,4.0,-1.0,0.0,2.0
31.0,37.0,8.0,669.0,2.0,-1.0,0.0,2.0
43.0,705.0,3.0,80.0,4.0,-1.0,0.0,1.0
46.0,9328.0,5.0,725.0,3.0,-1.0,0.0,2.0
49.0,1377.0,5.0,935.0,1.0,-1.0,0.0,2.0
53.0,980.0,3.0,352.0,1.0,-1.0,0.0,2.0
54.0,0.0,1.0,174.0,1.0,81.0,2.0,2.0
31.0,3511.0,6.0,311.0,1.0,96.0,1.0,2.0
21.0,423.0,18.0,287.0,5.0,285.0,5.0,2.0
25.0,109.0,16.0,306.0,1.0,-1.0,0.0,1.0
34.0,-30.0,21.0,1360.0,3.0,-1.0,0.0,2.0
44.0,0.0,30.0,76.0,3.0,-1.0,0.0,1.0
33.0,2637.0,28.0,583.0,17.0,-1.0,0.0,2.0
61.0,997.0,10.0,106.0,1.0,-1.0,0.0,2.0
30.0,8089.0,18.0,232.0,2.0,294.0,2.0,2.0
30.0,3340.0,3.0,238.0,3.0,-1.0,0.0,2.0
32.0,483.0,8.0,580.0,3.0,-1.0,0.0,2.0
57.0,0.0,5.0,58.0,8.0,-1.0,0.0,1.0
24.0,387.0,4.0,340.0,8.0,-1.0,0.0,2.0
58.0,630.0,9.0,443.0,2.0,-1.0,0.0,1.0
39.0,116.0,26.0,182.0,3.0,-1.0,0.0,1.0
40.0,405.0,20.0,87.0,3.0,-1.0,0.0,1.0
34.0,428.0,7.0,221.0,2.0,267.0,3.0,1.0
31.0,338.0,2.0,155.0,2.0,-1.0,0.0,1.0
31.0,5205.0,9.0,529.0,2.0,-1.0,0.0,2.0
25.0,380.0,12.0,167.0,1.0,-1.0,0.0,1.0
25.0,304.0,26.0,226.0,2.0,-1.0,0.0,2.0
