V1,V6,V10,V12,V13,V14,V15,target
56.0,401.0,20.0,26.0,1.0,-1.0,0.0,1.0
37.0,2642.0,25.0,591.0,3.0,-1.0,0.0,1.0
64.0,588.0,16.0,574.0,1.0,179.0,3.0,2.0
45.0,396.0,17.0,266.0,4.0,-1.0,0.0,1.0
32.0,1271.0,20.0,51.0,1.0,-1.0,0.0,1.0
44.0,532.0,16.0,141.0,2.0,-1.0,0.0,1.0
44.0,624.0,14.0,552.0,2.0,-1.0,0.0,2.0
34.0,899.0,9.0,627.0,2.0,141.0,7.0,1.0
24.0,53.0,28.0,226.0,1.0,-1.0,0.0,1.0
57.0,363.0,25.0,195.0,6.0,-1.0,0.0,1.0
39.0,0.0,22.0,864.0,4.0,-1.0,0.0,2.0
32.0,781.0,20.0,305.0,1.0,-1.0,0.0,1.0
57.0,2038.0,9.0,628.0,1.0,182.0,2.0,2.0
43.0,3049.0,28.0,383.0,2.0,-1.0,0.0,1.0
56.0,72.0,7.0,263.0,1.0,357.0,4.0,1.0
32.0,438.0,21.0,318.0,5.0,-1.0,0.0,1.0
40.0,2854.0,18.0,354.0,2.0,169.0,1.0,1.0
47.0,290.0,22.0,1352.0,2.0,-1.0,0.0,2.0
31.0,2929.0,20.0,237.0,3.0,150.0,3.0,1.0
29.0,887.0,4.0,343.0,1.0,-1.0,0.0,1.0
55.0,387.0,6.0,918.0,1.0,-1.0,0.0,2.0
30.0,536.0,15.0,244.0,1.0,105.0,1.0,2.0
27.0,372.0,25.0,728.0,2.0,-1.0,0.0,2.0
49.0,0.0,3.0,51.0,9.0,-1.0,0.0,1.0
39.0,2939.0,6.0,608.0,1.0,99.0,3.0,2.0
37.0,189.0,16.0,162.0,2.0,-1.0,0.0,2.0
38.0,238.0,4.0,139.0,1.0,92.0,3.0,2.0
33.0,752.0,11.0,104.0,4.0,-1.0,0.0,1.0
52.0,-779.0,17.0,709.0,1.0,-1.0,0.0,2.0
55.0,19.0,16.0,56.0,3.0,-1.0,0.0,1.0
60.0,12039.0,12.0,261.0,1.0,187.0,1.0,2.0
37.0,141.0,6.0,848.0,1.0,364.0,3.0,2.0
39.0,0.0,20.0,286.0,4.0,-1.0,0.0,1.0
54.0,2206.0,11.0,449.0,1.0,91.0,3.0,2.0
38.0,2454.0,14.0,373.0,2.0,-1.0,0.0,1.0
33.0,543.0,7.0,244.0,2.0,-1.0,0.0,1.0
47.0,2306.0,6.0,239.0,4.0,-1.0,0.0,2.0
59.0,0.0,5.0,812.0,1.0,-1.0,0.0,2.0
58.0,1257.0,5.0,1536.0,1.0,-1.0,0.0,2.0
36.0,107.0,31.0,134.0,2.0,-1.0,0.0,1.0
50.0,71.0,6.0,678.0,1.0,-1.0,0.0,1.0
27.0,1187.0,26.0,232.0,1.0,101.0,1.0,2.0
60.0,2408.0,20.0,102.0,4.0,-1.0,0.0,1.0
57.0,9103.0,20.0,1098.0,2.0,-1.0,0.0,2.0
30.0,277.0,8.0,166.0,1.0,42.0,1.0,1.0
44.0,712.0,6.0,740.0,3.0,-1.0,0.0,2.0
48.0,1949.0,13.0,683.0,2.0,-1.0,0.0,2.0
52.0,1416.0,10.0,436.0,2.0,182.0,1.0,2.0
46.0,624.0,18.0,420.0,1.0,276.0,1.0,2.0
36.0,1177.0,15.0,330.0,1.0,311.0,4.0,2.0
34.0,1076.0,8.0,70.0,2.0,-1.0,0.0,1.0
32.0,2016.0,13.0,232.0,1.0,348.0,1.0,2.0
25.0,-559.0,14.0,189.0,3.0,-1.0,0.0,1.0
49.0,-471.0,20.0,77.0,3.0,185.0,7.0,1.0
25.0,715.0,26.0,217.0,1.0,-1.0,0.0,1.0
30.0,399.0,20.0,282.0,2.0,-1.0,0.0,1.0
36.0,72.0,8.0,80.0,1.0,-1.0,0.0,1.0
32.0,252.0,25.0,148.0,4.0,-1.0,0.0,1.0
60.0,979.0,15.0,295.0,3.0,347.0,1.0,2.0
70.0,2575.0,20.0,216.0,2.0,-1.0,0.0,2.0
35.0,366.0,29.0,480.0,9.0,-1.0,0.0,1.0
54.0,2693.0,22.0,222.0,1.0,188.0,6.0,2.0
28.0,113.0,13.0,204.0,3.0,105.0,1.0,2.0
41.0,1020.0,19.0,882.0,1.0,-1.0,0.0,2.0
35.0,31.0,19.0,131.0,3.0,133.0,3.0,1.0
31.0,-309.0,26.0,269.0,1.0,-1.0,0.0,1.0
31.0,4041.0,30.0,1034.0,2.0,-1.0,0.0,2.0
32.0,1905.0,16.0,709.0,2.0,-1.0,0.0,2.0
45.0,1971.0,21.0,182.0,3.0,-1.0,0.0,1.0
43.0,667.0,7.0,228.0,3.0,-1.0,0.0,1.0
31.0,1979.0,6.0,1205.0,1.0,-1.0,0.0,2.0
22.0,216.0,6.0,178.0,1.0,179.0,2.0,2.0
33.0,7.0,20.0,203.0,1.0,-1.0,0.0,1.0
31.0,98.0,12.0,159.0,3.0,-1.0,0.0,1.0
36.0,12.0,12.0,587.0,2.0,-1.0,0.0,2.0
35.0,11.0,25.0,294.0,1.0,-1.0,0.0,1.0
57.0,2112.0,12.0,1134.0,2.0,-1.0,0.0,2.0
38.0,2467.0,2.0,192.0,1.0,-1.0,0.0,2.0
32.0,-46.0,18.0,1373.0,4.0,-1.0,0.0,2.0
60.0,957.0,8.0,246.0,1.0,184.0,3.0,2.0
26.0,620.0,17.0,104.0,1.0,-1.0,0.0,2.0
59.0,1.0,19.0,335.0,1.0,-1.0,0.0,2.0
33.0,1697.0,3.0,179.0,1.0,-1.0,0.0,2.0
32.0,4612.0,24.0,937.0,4.0,-1.0,0.0,1.0
45.0,4466.0,3.0,110.0,1.0,-1.0,0.0,1.0
43.0,3186.0,16.0,380.0,1.0,88.0,1.0,2.0
27.0,12956.0,29.0,789.0,3.0,-1.0,0.0,2.0
32.0,0.0,13.0,440.0,2.0,-1.0,0.0,2.0
44.0,148.0,6.0,211.0,1.0,-1.0,0.0,1.0
30.0,270.0,30.0,437.0,1.0,80.0,1.0,2.0
45.0,226.0,15.0,91.0,4.0,185.0,6.0,2.0
39.0,1757.0,28.0,125.0,1.0,-1.0,0.0,2.0
36.0,2178.0,30.0,74.0,2.0,-1.0,0.0,1.0
37.0,3770.0,18.0,106.0,1.0,110.0,4.0,1.0
38.0,613.0,30.0,242.0,1.0,86.0,1.0,2.0
45.0,419.0,5.0,420.0,1.0,-1.0,0.0,1.0
71.0,653.0,3.0,471.0,1.0,189.0,1.0,2.0
31.0,180.0,26.0,222.0,1.0,70.0,2.0,1.0
51.0,482.0,14.0,178.0,1.0,-1.0,0.0,1.0
37.0,62.0,2.0,428.0,2.0,272.0,8.0,2.0
24.0,638.0,7.0,792.0,3.0,-1.0,0.0,2.0
31.0,229.0,29.0,184.0,1.0,-1.0,0.0,1.0
22.0,691.0,30.0,260.0,5.0,103.0,1.0,2.0
41.0,15302.0,19.0,121.0,4.0,-1.0,0.0,1.0
53.0,1624.0,5.0,158.0,3.0,-1.0,0.0,2.0
40.0,92.0,13.0,92.0,1.0,-1.0,0.0,1.0
30.0,1268.0,8.0,105.0,4.0,320.0,8.0,2.0
50.0,161.0,18.0,642.0,1.0,-1.0,0.0,1.0
59.0,5397.0,23.0,244.0,1.0,92.0,3.0,2.0
67.0,2027.0,15.0,161.0,2.0,-1.0,0.0,2.0
37.0,255.0,24.0,562.0,2.0,183.0,10.0,2.0
38.0,7005.0,7.0,370.0,1.0,412.0,1.0,2.0
55.0,0.0,4.0,1110.0,1.0,-1.0,0.0,2.0
45.0,328.0,12.0,174.0,4.0,-1.0,0.0,1.0
35.0,496.0,18.0,135.0,3.0,-1.0,0.0,1.0
44.0,275.0,17.0,1077.0,1.0,-1.0,0.0,2.0
47.0,1060.0,6.0,83.0,3.0,-1.0,0.0,1.0
31.0,302.0,23.0,40.0,8.0,-1.0,0.0,1.0
39.0,1367.0,9.0,53.0,4.0,-1.0,0.0,1.0
67.0,2301.0,16.0,124.0,1.0,-1.0,0.0,1.0
36.0,376.0,13.0,193.0,1.0,92.0,1.0,2.0
62.0,2557.0,10.0,404.0,1.0,57.0,8.0,2.0
32.0,291.0,28.0,223.0,6.0,275.0,5.0,1.0
60.0,824.0,9.0,265.0,1.0,181.0,8.0,2.0
42.0,0.0,9.0,331.0,1.0,140.0,4.0,2.0
36.0,569.0,9.0,265.0,1.0,323.0,5.0,1.0
32.0,415.0,23.0,76.0,2.0,-1.0,0.0,1.0
29.0,580.0,17.0,1311.0,2.0,-1.0,0.0,2.0
57.0,-12.0,12.0,80.0,8.0,-1.0,0.0,1.0
39.0,51.0,20.0,140.0,2.0,-1.0,0.0,1.0
38.0,427.0,18.0,253.0,1.0,182.0,1.0,1.0
71.0,1311.0,10.0,301.0,2.0,91.0,1.0,2.0
57.0,589.0,11.0,167.0,1.0,190.0,5.0,2.0
46.0,-121.0,8.0,214.0,4.0,-1.0,0.0,1.0
50.0,1580.0,14.0,111.0,3.0,-1.0,0.0,1.0
22.0,104.0,18.0,509.0,1.0,185.0,3.0,2.0
