feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,target
-2.0622954452802,-0.5306690569402736,1.4933110910812963,-4.717625694010616,-1.5924830800918575,-3.881199784650443,-3.2628622946531762,-6.495886884063462,6.007622522929035,-6.178251599267908,-7.331687048367582,1.0307619349028556,-1.4055209619273914,5.831081421953385,-4.817135897028577,-4.05683285677366,4.37205004027242,-5.443496475336829,1.4816501780085325,0.4907641825450211,3.8781321885644724,6.7883397880581455,-6.41549497087776,10.46802592710955,-0.46975085268167255,-0.9258171149523036,1.2426589862803306,-2.5032294721151462,1.5741418444881397,-7.480836889025127,-10.57679576773417,-0.05217799799177847,8.85628884170653,-8.041080940115135,-11.047657950608441,-3.313232794733614,-5.034710757472141,-9.411229130344344,-4.787295760846218,-5.83576619068782,1.9841003182893016,-2.305329544041556,8.614418319190102,-2.440748069831967,-7.914989011097925,5.185516686177843,-2.240071366969068,-7.3575900096632125,11.140491501519591,-4.815813810025812,6.462961970515415,10.02677959823649,1.794543779031858,0.12904478318311682,-10.092673791654377,2
-10.813319549236642,-3.3987817617123817,7.514478877063932,5.552806994835791,9.080287489130193,0.25333406545355164,-9.178406842976035,-5.70043439306592,8.067720869550874,-0.8455500465798046,4.01742916257299,5.221136999059237,2.9038755212564067,7.236782697917821,6.593948389546317,-6.7331080070356535,-5.372654488067724,-2.0972232162196174,-8.078902982063829,0.05430286284532726,1.063052209645349,-8.573923304643033,1.0189797521803237,-3.9475735162711727,8.386679010035264,-5.681395775644094,5.190420838335439,7.1935040496839155,-5.013601977696719,-4.901545128215278,5.478048298814468,-9.176073280557965,-7.731978759056627,7.934212919741673,-2.223871910515204,-3.1516660373216445,-0.8164470469140015,6.409505089839687,6.77940132888134,-1.3606984744940123,7.1557364501048175,6.425209547828233,1.1563370025361208,-3.97118154923489,-4.383555663663485,8.155293341134447,-9.923083222535352,-3.945169389150427,7.522864470073639,7.104831727667522,6.474314259108986,-8.136175696793757,8.938361202838541,9.395917166613607,9.122335352285585,0
-7.8569517335885966,0.7650209284214305,-4.188507938408389,7.553420606846856,3.024366728275324,-5.343029253302561,1.8473756651669335,4.02753786892765,-9.889228610431196,3.781117112107135,-8.565274806194534,-4.209517061372383,-5.684520264932143,-3.0234223636052766,-9.032213091211785,-5.259204689221121,1.645073272625182,-6.446429235195536,5.031786967310021,4.7431428272039895,7.332007071731461,0.6065803426091764,3.01081879371109,6.162473474357072,2.1331721613859917,-0.2555810104664546,9.312309930496859,-8.054588766098997,8.27920100140116,-4.403351232645941,-5.864795868028679,7.524426394216252,-0.5029781107460061,-2.8946150894424942,-1.3085790076182302,-3.7835233426336603,-2.1287037538496287,8.670887803877438,-4.038626249617139,-5.177011726460589,7.8673139046477125,-1.5138359890459134,6.692748410851743,-10.325730620865706,0.29788701081393365,7.296192843162752,0.40539072812903365,-4.905882049565923,7.461339090927089,6.546311967031191,-2.6958465134196055,8.688539502493748,1.5851895402665606,9.139637624462795,-5.51775666405185,1
5.455221943873305,-3.3022616362403907,2.731432951951796,2.183051548899366,-7.6738067269427965,3.2251884435988285,-7.632520215527424,-6.301169307256168,5.24526592386695,-1.315066379819166,8.18175820132997,8.031573592379944,-3.0398895927683394,2.782094384909297,-9.668132886591483,-2.785611047501291,6.033274460802417,-0.10806467847587509,-2.3619089230761525,-4.5294698780943925,3.912200900152484,0.905221329666781,-3.92114855300395,-7.648141006309345,-3.7893172347362265,3.5409133478112356,1.2715844079011358,0.9839847668607956,-0.6493828598945613,-0.7660828826367934,1.830186741474762,3.762594083834639,-0.6688414003753154,9.552104605943397,-9.726040932256344,10.029870915793506,7.606477613848751,-1.9249084234564338,8.513421111146968,-3.8784414379690735,-9.151126771121353,-10.493975646707451,7.898326349416684,5.0419149930415035,-6.602160490087374,2.940167300058264,-0.2264665620199675,-3.1902288933543335,5.877919656199066,-9.578069611386523,-9.851287541847066,-9.561882952345018,-4.1223502799363745,3.3592103480257576,-7.297190841725416,3
5.844959921578857,-3.956805167471759,2.466766353565419,2.9794136888345797,-8.837758916109985,5.00711495811904,-7.491077042898141,-7.278845112607274,4.479697766277687,-1.4278715291048685,4.750623389426156,7.127890372459393,-0.42804618693740415,2.3394889069305647,-6.859851694047155,-2.376158619014641,7.70809087968897,-0.41946747668149365,-3.0964379003059403,-1.946106977640928,5.037934169784944,3.5318779850835957,-6.311687171000717,-6.416941788983376,-3.4048551684316672,2.592491169979234,0.38841324122613075,0.8330053294531143,0.7357121764854433,1.4392006957068115,3.8378170047821976,2.147897244474944,-0.8748190712177889,8.361357756909399,-9.308938878906595,10.531161638345457,6.54355473709878,-2.5424661816012657,8.079301558159086,-3.9075195158193483,-8.143738908805187,-6.754611174195591,7.219458621337096,9.322356280565113,-9.424773843653789,5.316804806941905,2.2752562207308786,-4.335934877087195,5.618520375949343,-10.577780806000032,-8.288490564277271,-10.688836023812854,-3.856536538288025,2.3052585161630015,-8.21993690524096,3
-2.9237032595953236,-1.254063365977157,2.638398627891731,-3.5579242398464306,-1.8167636040648527,-4.3312721179188385,-5.9345097155628235,-5.20379224388261,5.077579065241822,-5.550766825051204,-7.0190793334986585,1.906959035563594,0.6807465133854447,4.345808376509182,-6.4883561472948985,-3.191045638650919,3.261400218862211,-3.1522383850263846,1.9944765729922105,0.7223176846037347,4.9210511260535394,4.415297070164086,-6.696182359682025,8.191445866997363,-2.187137756885993,-2.5575622271502754,2.938786413677895,-3.0338877838339364,2.9972035916557056,-6.376384118016742,-8.754962464159265,2.3443643652421664,9.485195500694996,-8.628057013438502,-7.344706678677927,-2.6266203236786936,-5.622816432387117,-8.914057031771241,-7.028946879490621,-4.076890595591334,3.7180938807016526,-2.2345512312746285,7.729613256732126,-5.756372234612152,-10.721266478411355,3.1777618361280098,-0.37330674919991247,-4.43412393126088,9.523587035439427,-4.687674141943711,6.595785698757865,6.612877755930694,0.09571848169906519,0.9443972813435026,-8.698274551722768,2
6.219041979011755,-2.3565356200595096,1.289121300424883,2.6083210958951986,-7.222829520172732,6.050494843241715,-5.9989622258179285,-7.732881337804121,2.8361826125395377,0.40805671588631887,6.50104319459296,6.472814683673391,-2.5049180158246056,2.5567026867640372,-7.205590719631701,-2.781848079923168,7.313486486846844,-1.0444986239224083,-1.3460182617496959,-2.55856336390577,5.097540081330404,-0.7758560323785162,-4.975284936595301,-7.446025917468217,-3.41549702514737,4.247927864613185,2.2809152626593554,1.9533437606199193,-1.411946490591058,-0.7525675992309455,1.0253556908699872,3.225208234724992,-1.94550606063038,8.681628914808808,-8.494260998899586,10.201776920976448,8.444618417051295,-2.661718169563874,8.17635608591062,-3.306950310574734,-10.268441324192384,-8.231385883986523,8.458228928260707,7.664120965760167,-9.056503703815723,4.589417291934681,1.612699040758352,-3.458794078123531,7.261285496902834,-10.282147946578394,-8.89407663181871,-8.929205184137539,-5.288312077983299,3.834744746878483,-7.477895451490525,3
5.616394518323669,-3.622688886088701,1.9335900047911045,3.3743844660476077,-6.191628527722598,5.29444965120492,-5.721980971970888,-7.990538384123885,3.986158506587886,-0.8079162549910355,6.374638413429664,6.921432453755106,-0.9952983646064348,2.4213550093848415,-7.721966750888201,-2.3671354175438566,8.086840826429292,-1.5316848638873808,-4.7385958552054115,-3.3068891997611347,3.8085423002911747,-0.30394099832638033,-5.389557034308941,-6.571605380192452,-4.191207055010377,5.808996672102679,0.8266558293343071,0.6629896506112156,-0.03863392048228148,0.959317081229777,1.234466070844599,3.23916565026078,-0.32332378261399386,7.377781762318355,-10.350525353483658,10.53261362992182,9.572009549642335,-2.6888418717999816,7.973430636009616,-3.3666835586230963,-10.994468133108553,-6.649190225997526,7.217536936046579,8.868450511118741,-8.61811534717608,4.422500995924696,1.145334830819618,-4.408535846688412,6.1651360289941515,-9.120470699271552,-7.778999610645159,-9.774559637275093,-4.393802176063798,4.003977206740128,-8.583574786858026,3
-10.811654101383969,-2.434823831750109,7.684171934579753,5.431209555085306,9.642213950878253,2.741048224180159,-7.620460824764962,-3.7120207055383063,7.626987692582074,-0.6464430981527679,2.8901553874929284,4.061998620514072,2.3356415122972236,7.089729496695246,7.173781167942101,-4.8546729425540684,-5.272072694881179,-0.9225684402470007,-6.572006661365144,0.579657837119734,0.9673271376252837,-8.129167413081761,-0.784862504816632,-2.731491502951227,8.308470888942333,-6.123835911400738,7.83723180749722,5.430759978659996,-2.811285371765521,-6.399233116457554,5.10178712125005,-7.398231928284996,-7.367361846454518,8.81836846568947,-0.6235481428184062,-2.7424050415808043,-2.4267295584993955,8.769004780241016,4.314512433068086,-3.6693602083353536,10.179318259480759,6.350568291662924,-0.9530139273484002,-3.5903920334757315,-7.199674101537761,6.5083837939283855,-9.46393261729317,-4.2500564711356175,6.9132193569829585,9.700091843291972,3.641807647672297,-5.9489485422870905,8.202311494214722,7.906794528592208,8.648486328638331,0
-11.416600725332504,-3.672302323406622,6.6326439656872465,5.143210037252314,8.294281957854858,2.109328205645313,-8.711624766899769,-5.88215085554941,8.091299957694357,0.1751077167851886,2.454070597568932,3.570170784880872,3.4032258921953957,5.620605743489082,5.25568391655582,-5.428214701626403,-5.107165023279074,-0.5612019089241098,-9.188268636751719,0.7300133296791188,3.655385240386904,-9.449757267468263,1.62146474541417,-3.1126028883415935,6.7170517855155705,-4.76314442286382,6.3086075690813175,5.848235831686285,-4.697544851583771,-3.1158226864597474,5.50070726134697,-8.163761439679188,-5.267746581254398,8.671286568249823,0.16643845744664598,-4.907261960501549,-2.8014268764483905,7.884553371103671,6.126865403215842,-2.436907561695463,8.724527781876782,6.136873013706056,-1.43297897585281,-5.004203325283525,-6.33174124945177,7.421563956945358,-7.646038279309318,-4.124876183580948,8.491583188053065,8.93166796624186,4.48340784212298,-5.9796671754297375,12.824321581641009,8.364962537276458,8.217218352128377,0
