feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
-5.654994834599819,-0.883784189349766,8.093067347631896,4.787657101650589,6.04500933458468,-3.988099351637426,7
-5.282845203000998,-1.0746564736001578,8.451755551305741,5.173094510000712,5.627391492600219,-4.7723307711028715,7
9.751599088772442,-1.2593140222063652,-3.5999498072083225,-4.018730810903216,-8.754896595385636,-4.248905882067948,6
0.1182508681294101,-9.353025318617462,-0.008421629105598294,7.97800284502701,2.655777799312773,-10.851531165793821,3
6.418969499552764,-0.46983750940467084,-3.8500416021499806,-8.15053785410797,6.753931576428126,-3.0180583676783734,2
8.549045249306571,-1.4259368335926546,-5.081611163314537,-5.511286112559034,-11.644060051576101,-5.386726678398169,6
8.574319743709406,0.5340543441360008,-5.274475623264558,-5.933365507558969,-8.506246974501666,-5.2242802766756595,6
-3.9420600090550915,1.226510839991555,8.06657764398497,4.711216303951682,-0.37273451402905944,6.856934093773702,0
-3.5010700304794735,-1.810988756875774,-2.638331872470003,5.194179263160771,4.445948378965947,9.074158408807541,5
7.025338443454774,0.47313398304530174,-3.1423615408029533,-9.206124239704497,5.104670225411245,-5.823828106826072,2
-5.08531311885281,-2.0272481164717866,9.111013188067222,4.076860447552167,6.48608730633683,-4.183937755811439,7
-5.723075811639819,-2.6912452422002797,-4.9361697633106,3.221234548620794,4.507366251183223,10.387622769111866,5
0.6626542339208236,-9.650606818047532,0.15662821433824248,5.676244063555102,1.7010991167743812,-10.130273429955059,3
-3.898049821772975,-1.9501202852513344,6.362899815130723,2.1195603693927287,6.758495384948422,-3.752470634788775,7
-3.231517568099373,1.5657498701901331,9.224013633430594,5.410812908655807,-0.2866182689328909,4.963415240942005,0
9.737163144834927,-2.3938509267578487,-4.784345078525221,-4.842837535294922,-10.130398036826586,-3.6459469666003894,6
10.736512981585681,-0.9064630855859493,-4.793402912060191,-5.536445452432984,-8.232293750119247,-4.408652937067991,6
8.30129010165662,-2.5710248808077276,3.742996959844109,2.8500266253203264,-2.245765660737903,2.646411909926755,4
-11.497833135606363,-4.154119350372976,-3.691039433711069,-6.461968005424125,-4.6155188219547565,4.219332576312164,1
-2.6069974207985522,2.769267465343277,8.556251012134194,7.634448898347909,0.14760120043134017,6.469365342913164,0
-10.823443272846685,-3.069154061556686,-3.378409395143531,-5.254880699475671,-4.613068606801316,2.5056722367581883,1
-3.610889153072598,2.084012329688428,8.779925302723491,6.066244465610919,-0.9218805854094412,7.813647762596863,0
-0.2823122842174631,-8.262679269524373,-0.7039752618208371,7.913876877303299,2.8704799112460813,-9.046783838588077,3
0.15983982939053865,-10.470138762497339,-0.9308687730829273,6.351260183028029,1.7595898276787938,-11.248397101851774,3
6.8958540462822615,-0.31492985035793003,-5.424371704185831,-7.93083672082356,7.229944836938032,-2.8379744298904965,2
-3.809110616725735,-2.274104996546926,9.024549870850544,5.326343622160683,7.785300791024964,-5.595368859999912,7
9.033587614213,-0.5882843579084712,-4.066805682554099,-6.761183058503072,-7.473991278811372,-4.273114607716903,6
-9.731221505136435,-3.426141410978675,-2.699626905427367,-5.884851347526287,-5.971301004400159,2.4584037500663976,1
-0.6484566346640723,-8.938163778368278,-0.3769446031457523,6.074834604320834,2.5233000747152152,-9.925698306762765,3
6.4511990689309,-2.701064745291859,5.2218052084258995,3.198561621581531,-2.6187598742828007,2.402768435026342,4
1.4539978767943262,-11.785317774381996,0.06591520642859927,5.389507358994356,2.152804085245468,-10.424459421448049,3
9.962880120089846,-2.9114827514492623,-4.54841398531939,-5.699881068196634,-8.774343462319836,-4.153216381449986,6
-2.8051966306202987,1.250919263440299,7.393392141991702,5.509464941568905,-0.5200926563049069,7.3689816602040255,0
9.134407733551647,-1.1021655033584603,-5.24696948999112,-3.6777232378638613,-8.877088319028571,-6.526209101221168,6
-3.168733110352564,-1.3964897686030158,7.278829017025002,6.387340411843641,6.834337279093197,-3.828681122982524,7
7.396911499866385,-0.5068652735211319,-3.704971562744387,-7.744500231120461,8.350376419296165,-2.6720252380409786,2
6.75983107530461,-2.3578840319190215,3.3222133914784884,2.9348063176400156,-0.9978612844467586,2.055162152718336,4
-4.64909193019588,-1.1403342342533653,7.954258884698339,5.608347843216876,7.068144606051881,-4.902816672689865,7
-4.092142963316843,-1.3159411976052877,-6.434573743773148,4.92864955936527,5.361356249791617,9.251504125221308,5
-0.1147011360654322,-10.441968302367513,-1.701034671393627,4.958731326840306,3.395643419949605,-7.273706180611196,3
-0.4871207383699867,-9.994967217442476,-0.35991329261114163,6.430681502252152,1.9577500181157519,-9.203186893332896,3
-5.773765754719584,-1.9849275659359955,-2.8448085177538154,4.204969789671778,4.679773939060737,8.654247439312494,5
-3.837974909578984,3.1730316165733394,6.998129770374828,6.105295915036891,-0.025412770758962533,5.628966696654897,0
-12.13170304030854,-3.0591372941704567,-4.467967379842868,-7.2768418063482585,-5.575590549583542,2.791555679746572,1
-9.01121364694043,-4.479375450632376,-3.248665962625604,-8.761311658140322,-3.2904237669467973,2.152608140523682,1
8.651755465971632,0.7384468069025227,-3.118827428644379,-5.6652691853676735,-8.652304527761011,-3.5442820243514546,6
6.515001090705348,-3.352527852430578,4.8836054793636565,3.658462719265058,-0.21790005265290047,1.1820093067860546,4
1.1928784322651482,-9.112821108613819,-1.8777230296242522,6.7554538373556605,3.077514596748548,-9.82326696705933,3
-10.84472425849684,-4.404487226520325,-4.985786005141919,-4.66463902965996,-4.660539238647221,1.2794659198857734,1
-5.627693388545975,-2.7374337037862615,-4.509594108477502,2.889038750979978,7.7556829060014465,9.861768634225783,5
-4.031423959346502,-2.6915153535237177,7.51662680624787,5.1778300012984015,6.722112156003192,-4.5567568694658185,7
6.772361633720174,-1.5317708554052645,-2.3632782031757436,-7.7072376574619055,7.1560866534290986,-3.4035698496314413,2
8.282191185637622,0.2040730752968366,-4.982598850939068,-6.478751575854622,6.168726804272776,-2.5975268030617613,2
-8.65823107526723,-3.4699601674267506,-3.3953285306472107,-6.309255256943314,-5.505804607774544,1.631566518634321,1
5.568290797127349,-1.9587563443896374,3.711257740175082,3.3538596190146226,-2.7717318779803137,-0.36868379800158513,4
-2.2249430675240562,1.7713609376042743,9.034090597106266,6.299478034418387,-2.0097338114273127,4.604606667709828,0
7.329413635869116,-0.7640711356920241,-4.52405662330829,-7.44118515756727,8.412116248028992,-2.3354940276886786,2
-3.9861102315304224,2.2638632314972096,8.359295988139744,5.8766444469369,-0.604173028988973,6.824392367555249,0
0.1128909213366649,-9.681657852204605,-0.38114536092789764,6.741177281946744,2.936323672646484,-8.456592430226593,3
-9.116986299846559,-2.208806584612863,-3.264742510530125,-8.000579641960059,-4.524233465736158,1.846961200552495,1
-3.5431311140969335,-2.7254085450017183,8.780571264344237,5.04742821627154,7.293457210221509,-3.8197977096286015,7
-5.165787033094959,-1.963096112261208,-3.2668934309100064,5.536714895165504,5.352962961465188,9.262742805895439,5
-10.422174037263657,-3.872793148457235,-3.542644480205597,-6.980662950423098,-4.826877809207134,1.375459402577727,1
-2.9455108689300946,1.7987162093140747,7.832008523690058,5.654563987369589,-0.6898009480875085,6.642061607840682,0
-3.9252011330598027,2.202525651643274,7.086559916743503,6.195917324156784,0.33346792705443207,5.834149511827007,0
7.134176707758168,-2.7838604683882853,3.577266328327159,1.4137275056438077,-1.4438412059257322,-0.45818940388532525,4
-0.6349245040954088,-10.012257918104588,0.39021410916337973,4.998548367367204,0.512029680489793,-7.9628452542567345,3
-8.015087871804823,-2.7851736153987607,-5.875109268818418,-6.135845026797436,-5.348542290458518,1.1172010609511294,1
0.7451018541315957,-10.258679246735023,-0.8676018574763872,6.479013079554611,2.5021061134195137,-9.090767566713906,3
-1.9741296868269735,2.2458188368304848,9.67231167564115,4.507701930876009,-0.5545593703822986,5.390473063513446,0
6.61546845408979,-3.338149513958684,3.328269240070729,5.3105255300015575,-1.9108605924875588,0.6693034910842213,4
0.29272178801094195,-10.408846093691146,-1.1895185525190568,7.09754895808335,1.9276834092940365,-10.363925805589764,3
4.8824660402283016,-2.8815612660829464,3.745155300541093,2.893928863885165,-1.0349185354032757,1.5713231070558733,4
7.799476927774382,0.016228198521865078,-3.7635078427207422,-5.09000374913537,-10.830205714272022,-3.319249354144735,6
-2.775970479658117,-2.069789328661032,7.289776450065092,7.400767587671442,6.333561516511428,-3.7677210403090466,7
-3.619808906881282,-1.0979738020379404,7.40481534027772,5.4518208856990125,6.577994450200255,-4.790974953033473,7
-3.695186905376496,-1.7356169574403206,-2.9008998171388827,6.135290871482425,5.376486033986125,8.24502418137691,5
1.0850136790589489,-9.193388600287623,-1.9537914217553554,8.207261397841096,2.7890634195395023,-8.634063345309917,3
-2.30335688609225,3.7805117647008126,8.943331516933831,6.314897406128934,0.09955583457743611,4.392421985000483,0
