feature_0,feature_1,feature_2,feature_3,target
8.440874037614641,-7.140836338704378,-6.5891621005109755,0.47201673833722957,1
1.4524738533887571,9.169015436742548,4.849003783281451,-6.4678922572558015,2
6.794356354503302,-8.851483395597732,-7.459668653138123,1.6270253405080821,1
3.84833837555047,8.641851666528673,4.1403038634627505,-6.684742864788103,2
0.005671398433958474,-9.220179974954435,4.122707161653938,4.1664135734145775,0
8.714432415169561,-7.706840496354389,-7.513056630216268,0.6679661715522429,1
0.01572807180716118,-7.6377017519244,2.505898169149508,5.750103235176061,0
7.763714074641357,-7.069115904415973,-6.319030721845085,-0.16555603060513846,1
2.2041716696750657,6.329196627145434,3.1183649345556743,-6.26864998507297,2
1.0462881108507387,7.902194918681554,4.808923028923133,-5.998148315628941,2
2.509303012107524,6.27978699809713,3.6639303448979406,-6.342879781974454,2
2.148044317353741,6.2121557130088,4.8931136008651315,-7.520793695380198,2
9.317080168886308,-7.083495287633364,-6.34713049929755,1.135050409365099,1
0.7038790806930466,-6.9857399865189915,3.939292836620144,4.301511231415234,0
1.8953268230903093,7.405988144547362,1.7090039079943253,-7.541923531982259,2
1.4332044348733322,-11.151188709794953,5.252301039566531,4.587743904013836,0
0.5434433034202343,-9.029808535468794,4.743088449932268,3.5695891420285575,0
-0.5047140958042844,-8.230108963070405,3.629896715873198,1.959789679610577,0
2.2871717129364013,7.144501333852018,3.2435010597769893,-7.749221384913177,2
2.1174617407671854,8.328017811438094,4.196884721831883,-7.058918947165949,2
7.368162251604718,-9.35826135830332,-6.029645688024378,1.3347076527393353,1
-1.529737933338132,-12.277912730717853,3.3145610261814293,5.659733134137758,0
1.9758546382493298,7.742552655022927,3.852600245030576,-6.8154608314172105,2
8.132947491194916,-7.545093477058286,-5.839713196949022,0.3696402177415148,1
-0.38662065418583313,-7.299471547772468,5.206946238777707,5.6184244163611705,0
9.676973650976404,-8.942120597761848,-4.228650823387313,4.1430804980944425,1
8.118969622219458,-8.624421332019907,-4.7991623037554305,2.460157076266517,1
2.0514764597585224,7.325353301033219,3.170660215668081,-6.777262866397208,2
1.8427241267656858,5.733713989012622,3.107124143999557,-7.172670658527527,2
2.513321280807295,7.680393656277511,3.1990266120518784,-8.11501508652456,2
9.109957479774945,-9.09569363200447,-4.8529611332656,2.49181837255575,1
8.57638809915673,-8.153777185263397,-6.244894897611686,3.717899106776327,1
2.6521496918878382,8.039394709856127,3.213722737159271,-5.977481737053631,2
-0.4111085213914984,-9.535871913641465,4.147323037609363,4.192586673159523,0
8.869565608910632,-7.839764387288874,-3.528791649765986,1.2651614838230119,1
-1.548140953174388,-7.9283836069491365,3.4353200939608235,5.132084587205638,0
2.714043357428495,5.905316414633308,3.9522128789132753,-7.494783195649068,2
7.152325961142316,-7.877746753523132,-2.5587190325547415,2.6181636300425746,1
0.23632186106673791,-9.071379929797077,2.064808017357673,5.079153662277561,0
7.74137378961185,-7.174627888182405,-5.025230607254925,2.065756192471076,1
-1.1750396475696823,-9.347248281188797,4.507175672081852,3.70659604959675,0
-1.2807844822133831,-8.696315747827763,3.549068546569135,5.06565221188516,0
-0.4262159690364268,-9.229054063851244,4.795570994148188,4.142803205953024,0
3.0031440105269644,9.182104948020584,4.416581167000006,-5.388982266069506,2
2.875551036693988,6.724997552102352,4.412043648101967,-5.8479079481645275,2
1.0293196662393165,9.919287194979365,2.6771531588863153,-7.045477666697103,2
8.20865709456621,-7.395492126352494,-5.016288794105221,1.2926766921651531,1
7.336837156945825,-9.602203397257055,-5.292785841260044,2.2794116789390206,1
1.935344716081056,7.917260554647304,2.646361231277467,-6.321783685803272,2
6.0258781360447,-8.75815333115636,-4.076879727334599,1.8533603405083796,1
7.850630054187643,-6.605135611833527,-5.7732367790843755,3.689941758829448,1
1.4049018877529797,8.302878494293147,4.113424061092012,-6.774767800904386,2
0.06016515188210991,-8.192808342733505,4.397270145675215,5.601627775109247,0
-1.375654461957311,-8.823751003302718,3.7442077899805937,5.9819847266150425,0
-1.9539018893697344,-10.045113126668126,2.792462755277746,5.371003259526248,0
6.426846761926765,-8.73140985768445,-5.7768500961378715,2.0048756656553506,1
2.126764032698676,6.64696110318878,2.820708060473661,-6.998472569747593,2
1.3522993775008394,-10.45768514445898,3.381436096079792,6.481007395848097,0
7.927575291698983,-7.371845139058791,-5.885417143303521,-0.06663485169898586,1
6.109027614838418,-8.336235199484474,-4.195065375260304,1.1901252230907178,1
2.957835375376968,5.839577846475435,3.4147908621615137,-5.184337369962105,2
1.703069671784351,-9.179729966280043,3.2962445179863704,4.5027407470660235,0
0.5697127408045551,-8.538277524951322,3.668683969566093,3.907491370270909,0
-0.20497672971400116,-9.740881126307602,2.5215010022740163,2.914696958242937,0
1.8808029432813707,8.923527535115706,2.896249356508221,-6.152406699977081,2
7.287068155958719,-9.140628475902343,-5.129194704110193,1.0569151089290965,1
-0.33286606436539834,-11.638482590703802,4.202384814938327,3.9024335055805226,0
8.22978554342817,-9.03457878973329,-6.715817932645935,3.2888892678398745,1
8.024838281490442,-8.771534013805093,-3.8923144857722156,1.6575326658384106,1
10.125402796906636,-6.040730935594926,-4.253728613644066,2.8985722896244592,1
-0.2519486880920681,-8.851861288341711,5.085034903736057,3.159393754675309,0
7.462244277494042,-7.090574768750459,-5.549059145046135,2.1547384722071072,1
2.5105484075608544,9.181064680825882,2.1949703736724264,-5.497184472450762,2
-1.5560196067748147,-9.039763895237913,4.705317837308579,3.0207093961120437,0
1.2914437097201064,9.94821278565507,3.5735237837971994,-7.988047307466731,2
0.5911768911377626,8.390791481693592,2.9029720671290438,-6.916544471422566,2
2.800767379801853,7.567275247400391,3.6748345371570226,-7.282275661074397,2
-1.2702207633366345,-7.84326652858757,3.582940730925821,4.6966519011030465,0
-0.7325572725536846,-10.271882154454666,4.6195954175963205,2.918778662700972,0
7.527636283731051,-9.326924076908906,-3.4948695639110277,1.4191408290872256,1
2.2762130310875217,6.955139582877577,3.8031045459575497,-6.93638201290936,2
0.40813061981013277,-9.40320304048732,4.332248842198205,3.5947562436983285,0
1.2395090784974898,5.773270916717578,3.510245637435405,-7.7769885948268564,2
0.02815110848829938,-8.292106713847334,2.4376804593662014,4.1185560906271865,0
1.7841814516191852,10.753394778099231,3.8091293730769324,-7.270878739354632,2
0.9018154445978601,7.369740795661984,3.243275489890034,-7.142725132504587,2
1.0133998064217347,7.563029139705452,3.712556135974833,-7.983364979814895,2
1.5615944959720705,7.400397960166961,3.692948285953019,-5.590200846606755,2
-0.40809569115078315,-9.275068629845851,3.3594765908767075,3.8742345182289375,0
-1.9918870624363307,-9.70065060225425,1.6064918968449393,4.163019843273742,0
-0.5203636844944846,-9.055220541198283,4.570492090416076,4.397479402616427,0
-1.019769088728351,-9.736298142105463,4.334377461791585,4.336684925907344,0
-0.6876288184861102,-7.624601256762054,3.502021351343114,4.013853205492447,0
1.365713818210156,7.422954565206365,1.625739970319141,-6.624151776292997,2
2.541244796381924,6.8381553613690755,3.3203573527355896,-7.768899516614546,2
7.0426639807897065,-6.711883612072218,-4.6340525911272135,2.432508774321125,1
-0.8942925437993369,-8.841187962468053,5.020707712520412,2.327712492662559,0
6.759402089957536,-7.184296959582791,-5.031564934523142,0.5437462452143441,1
1.296485899795092,-9.897955370855529,2.0039057701762966,3.3562690585877313,0
1.1849997513067296,5.458411418692022,3.951651319631323,-5.906488097394803,2
2.0258502644192684,7.960657320506056,2.669719358543796,-5.540496286519975,2
2.761845387445093,8.094591956269543,3.6854816846495995,-7.7063579730050416,2
2.3061791184492453,8.267120533705736,2.596117812562818,-8.344464064331055,2
2.0914464051994854,7.243751429389274,2.4607039651389937,-7.10843299298459,2
0.5506609256897197,-9.735389174873436,4.697286728778229,3.5594757693069563,0
8.186433477865128,-8.40266017340658,-6.145868832137574,2.180859836950173,1
