MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
2.8981,26.0,3.0994318181818183,1.0,1638.0,2.3267045454545454,37.31,-121.93,True
3.8281,3.0,7.980769230769231,1.3942307692307692,272.0,2.6153846153846154,33.52,-116.8,False
5.1952,19.0,6.471810089020772,1.1869436201780414,1272.0,3.774480712166172,33.92,-117.92,True
3.676,12.0,4.790322580645161,0.9863523573200992,2129.0,2.641439205955335,38.28,-122.04,False
2.7,14.0,4.097744360902255,1.0576441102756893,870.0,2.180451127819549,36.31,-119.34,False
2.1875,34.0,4.453947368421052,1.069078947368421,922.0,3.0328947368421053,35.35,-119.01,False
2.125,45.0,6.213235294117647,1.1397058823529411,343.0,2.522058823529412,39.14,-121.91,False
3.5735,16.0,5.080419580419581,1.0454545454545454,904.0,3.160839160839161,39.79,-121.97,False
4.8088,32.0,5.285546415981199,1.0129259694477086,1818.0,2.136310223266745,37.9,-122.05,True
2.9016,25.0,5.339080459770115,1.1513409961685823,1247.0,2.388888888888889,38.65,-121.27,False
5.1641,33.0,6.191869918699187,1.0130081300813008,1784.0,2.9008130081300814,34.18,-118.64,True
3.375,46.0,5.24223602484472,0.9130434782608696,423.0,2.627329192546584,32.66,-117.09,False
5.0969,4.0,5.729942693409742,1.1540114613180517,3596.0,2.5759312320916905,38.06,-122.32,False
3.5812,12.0,4.4271457085828345,1.1307385229540918,2176.0,2.1716566866267466,33.78,-118.15,True
2.6962,36.0,4.096997690531178,1.1039260969976905,1648.0,1.9030023094688224,32.74,-117.25,True
10.2811,34.0,8.127371273712738,0.989159891598916,927.0,2.5121951219512195,37.45,-122.25,True
15.0001,52.0,8.461538461538462,1.2307692307692308,55.0,2.1153846153846154,37.19,-121.59,False
4.005,7.0,4.966767371601208,1.0211480362537764,1143.0,3.4531722054380665,36.84,-121.44,True
3.35,18.0,5.7106382978723405,1.0184397163120569,1731.0,2.4553191489361703,40.49,-122.31,False
4.8523,36.0,5.941666666666666,0.9791666666666666,698.0,2.908333333333333,33.96,-118.12,True
4.5746,13.0,5.500819672131148,1.0295081967213116,3683.0,3.0188524590163937,32.97,-117.04,False
3.6897,25.0,4.1437125748503,0.874251497005988,504.0,3.0179640718562872,38.57,-121.32,False
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.288315629742033,37.79,-122.22,False
3.0187,16.0,5.796791443850268,1.1871657754010696,782.0,2.090909090909091,35.41,-120.87,True
3.5192,9.0,4.863716814159292,0.9221238938053096,1663.0,2.943362831858407,38.57,-121.31,False
5.3344,12.0,7.594235033259423,1.2172949002217297,1357.0,3.008869179600887,38.58,-121.0,True
4.5606,31.0,4.437598736176935,1.052132701421801,1316.0,2.0789889415481837,33.71,-118.29,True
1.4552,52.0,1.902086677367576,1.059390048154093,1007.0,1.6163723916532906,37.79,-122.4,True
4.1514,10.0,5.4706439393939394,1.053030303030303,2917.0,2.762310606060606,34.32,-118.46,True
1.0217,33.0,3.609375,1.078125,598.0,3.114583333333333,37.64,-121.01,False
2.5179,45.0,4.938837920489297,1.033639143730887,823.0,2.516819571865444,38.24,-122.63,False
4.4094,39.0,5.127345844504021,1.227882037533512,1378.0,1.8471849865951744,34.11,-118.27,True
4.1151,22.0,5.297491039426523,1.1505376344086022,1342.0,2.4050179211469533,33.77,-117.83,True
2.6397,29.0,4.469026548672566,1.0,411.0,3.637168141592921,33.91,-118.1,False
3.5,43.0,4.507874015748032,0.905511811023622,586.0,2.307086614173228,37.53,-122.27,True
2.6611,11.0,5.441441441441442,1.1182432432432432,2190.0,2.466216216216216,36.75,-119.72,False
6.1274,11.0,6.75,1.0875,386.0,2.4125,34.17,-118.54,True
2.3295,42.0,5.46749226006192,1.065015479876161,1084.0,3.3560371517027865,36.97,-120.55,False
0.9914,10.0,3.637450199203187,1.0557768924302788,508.0,2.0239043824701195,36.68,-121.66,False
2.5208,31.0,5.891156462585034,1.129251700680272,979.0,3.329931972789116,36.54,-119.83,False
0.8952,9.0,4.0,1.1403508771929824,438.0,3.842105263157895,33.94,-118.28,False
5.0365,52.0,4.884057971014493,1.036231884057971,925.0,1.6757246376811594,37.8,-122.43,True
3.8194,5.0,5.94015748031496,0.9748031496062992,2097.0,3.302362204724409,34.54,-117.18,False
3.7426,19.0,6.129287598944591,1.0474934036939314,963.0,2.54089709762533,39.18,-121.08,False
3.1058,32.0,3.936333699231614,1.0109769484083424,2249.0,2.468715697036224,37.62,-122.4,True
2.0179,11.0,4.140608604407135,1.0262329485834207,2814.0,2.9527806925498425,37.36,-120.59,False
4.2222,24.0,5.323308270676692,1.0526315789473684,3118.0,3.907268170426065,33.74,-117.94,True
4.869,35.0,5.372596153846154,0.9375,1148.0,2.7596153846153846,34.27,-118.5,True
4.1372,33.0,4.91120218579235,1.0724043715846994,1621.0,2.21448087431694,33.66,-117.89,True
3.375,10.0,5.975138121546961,1.0828729281767957,1174.0,3.243093922651933,34.5,-117.35,False
4.119,28.0,5.075614366729679,1.0982986767485825,1243.0,2.349716446124764,33.86,-118.37,True
3.625,37.0,5.325892857142857,0.9151785714285714,488.0,2.1785714285714284,34.03,-118.44,True
4.5769,35.0,5.891447368421052,1.0592105263157894,988.0,3.25,37.73,-122.42,True
1.8152,17.0,4.22365988909427,1.024029574861368,1412.0,2.6099815157116453,34.06,-117.16,False
3.1979,36.0,4.543478260869565,1.0391304347826087,1165.0,5.065217391304348,33.93,-118.04,False
4.6389,34.0,4.736111111111111,0.9166666666666666,491.0,3.4097222222222223,33.91,-118.12,False
5.5456,18.0,36.075471698113205,5.273584905660377,241.0,2.2735849056603774,39.19,-120.1,True
5.2088,52.0,5.76008064516129,0.9455645161290324,1431.0,2.8850806451612905,37.73,-122.46,True
5.2881,17.0,6.573389651531151,0.9904963041182682,3064.0,3.235480464625132,38.56,-121.36,False
2.9375,31.0,4.514705882352941,1.0852941176470587,1291.0,3.797058823529412,33.79,-118.27,False
2.3333,25.0,5.84516129032258,1.0838709677419356,1257.0,2.703225806451613,36.8,-119.75,False
5.409,16.0,8.151960784313726,1.2254901960784317,597.0,2.926470588235294,33.7,-117.78,True
2.3882,21.0,5.625766871165644,1.231083844580777,1496.0,3.0593047034764824,36.16,-119.35,False
3.3005,12.0,5.92018779342723,1.0985915492957747,1970.0,3.082942097026604,40.39,-122.37,False
5.64,27.0,5.833865814696486,0.987220447284345,1016.0,3.246006389776358,37.62,-122.08,True
3.8571,52.0,5.044943820224719,1.0192616372391654,1350.0,2.1669341894061,37.77,-122.47,True
2.0536,9.0,3.950704225352113,1.0211267605633805,662.0,2.330985915492957,36.81,-119.71,False
1.0208,38.0,3.345890410958904,1.0102739726027397,1073.0,3.6746575342465753,33.96,-118.27,False
4.6452,45.0,5.689138576779026,0.9850187265917604,681.0,2.550561797752809,33.79,-118.14,True
6.838,34.0,6.473591549295775,1.0088028169014085,1598.0,2.813380281690141,34.26,-118.36,True
4.0,49.0,4.361702127659575,0.9787234042553192,1008.0,3.0638297872340425,37.73,-122.43,True
4.9716,16.0,14.851851851851851,2.651851851851852,1749.0,3.238888888888889,34.26,-117.22,False
3.7813,36.0,6.634615384615385,1.0480769230769231,316.0,3.0384615384615383,33.84,-118.1,True
3.2143,25.0,4.989293361884369,0.9892933618843684,1215.0,2.601713062098501,36.82,-119.79,False
6.4285,29.0,6.9495694956949565,1.004920049200492,2098.0,2.5805658056580567,37.28,-121.91,True
4.5294,18.0,5.348457350272232,1.014519056261343,1820.0,3.3030852994555358,33.82,-118.0,True
3.9028,25.0,5.470967741935484,0.9870967741935484,436.0,2.812903225806452,39.52,-121.49,False
5.7373,12.0,5.6594827586206895,0.9956896551724138,731.0,3.1508620689655173,38.63,-120.84,True
4.3403,38.0,5.068,1.36,442.0,1.768,32.77,-117.28,True
3.0139,35.0,3.606060606060606,1.2121212121212122,377.0,3.808080808080808,37.34,-121.92,True
5.2336,34.0,6.382758620689655,1.0034482758620689,784.0,2.703448275862069,33.88,-117.91,True
5.1194,18.0,6.477037037037037,1.0903703703703704,1473.0,2.1822222222222223,33.12,-117.2,True
2.2721,40.0,4.62890625,0.86328125,676.0,2.640625,36.32,-119.72,False
6.1359,14.0,22.823529411764707,6.352941176470588,35.0,2.0588235294117645,40.12,-121.78,False
5.3812,10.0,5.316037735849057,1.1462264150943395,1584.0,2.490566037735849,33.84,-117.87,True
4.6389,17.0,5.6683168316831685,1.034653465346535,499.0,2.4702970297029703,33.94,-118.17,False
2.0161,11.0,3.82312925170068,1.1156462585034013,504.0,3.4285714285714284,34.64,-120.46,False
6.1592,46.0,6.889361702127659,1.1574468085106382,1293.0,2.751063829787234,37.75,-122.47,True
4.7932,22.0,5.29665071770335,0.986842105263158,3152.0,3.770334928229665,34.28,-118.38,False
1.7301,5.0,3.1649122807017545,1.08187134502924,3148.0,3.68187134502924,32.56,-117.06,False
2.7155,36.0,4.196774193548387,1.029032258064516,2780.0,4.483870967741935,34.28,-118.45,False
2.3725,30.0,4.803059273422562,1.1414913957934991,1390.0,2.6577437858508604,34.12,-117.22,False
3.4032,31.0,4.147761194029851,0.953731343283582,2259.0,3.371641791044776,34.09,-117.97,False
2.6458,50.0,3.209183673469388,0.9591836734693876,742.0,3.7857142857142856,37.79,-122.25,False
3.0319,49.0,4.402272727272727,1.0113636363636365,1339.0,3.043181818181818,33.87,-118.17,False
5.928,6.0,5.739922694643843,1.0574268360022088,4783.0,2.6410822749861955,33.65,-117.68,True
5.1335,29.0,5.146883005977797,1.0204953031596926,2687.0,2.294619982920581,37.4,-122.13,True
15.0001,14.0,8.35423197492163,1.037617554858934,964.0,3.0219435736677114,33.72,-118.06,True
2.8125,52.0,5.022988505747127,1.206896551724138,194.0,2.2298850574712645,37.79,-122.47,True
3.0777,23.0,4.941714285714285,1.1817142857142855,1844.0,2.107428571428571,36.97,-121.96,True
3.4118,25.0,4.998175182481752,1.0364963503649636,3062.0,2.7937956204379564,34.05,-118.14,True
2.1205,36.0,4.833333333333333,1.0352564102564104,1283.0,4.112179487179487,36.45,-119.23,False
4.8194,45.0,5.197860962566845,0.9679144385026738,554.0,2.962566844919786,34.21,-118.4,True
5.2719,46.0,5.406698564593301,1.0956937799043065,698.0,3.339712918660287,34.07,-118.11,True
1.925,20.0,5.549618320610687,1.2442748091603053,624.0,2.381679389312977,33.57,-114.57,False
4.6937,26.0,5.484011627906977,1.0087209302325582,2103.0,3.056686046511628,34.13,-117.84,True
1.3654,47.0,5.6,1.2894736842105263,603.0,3.173684210526316,39.51,-121.56,False
6.9553,35.0,7.307392996108949,1.198443579766537,598.0,2.326848249027237,32.81,-117.29,True
1.8971,41.0,5.261333333333333,1.064,1107.0,2.952,36.76,-119.82,False
3.7147,32.0,3.430913348946136,0.9754098360655736,5116.0,5.990632318501171,33.73,-117.9,False
5.1045,14.0,7.395498392282958,1.0771704180064308,1001.0,3.2186495176848875,33.87,-117.33,False
3.6181,34.0,6.446902654867257,1.0575221238938053,557.0,2.4646017699115044,36.96,-120.07,False
4.027,31.0,4.387628865979382,1.0721649484536082,1049.0,2.162886597938144,33.06,-117.3,True
8.0073,39.0,7.266791044776119,1.046641791044776,1271.0,2.371268656716418,34.12,-118.31,True
5.1984,36.0,5.533333333333333,1.0,943.0,3.143333333333333,33.83,-118.36,True
3.1534,20.0,5.444976076555024,1.0574162679425838,459.0,2.196172248803828,38.83,-122.21,False
3.7321,20.0,3.916091954022989,1.0172413793103448,1883.0,2.164367816091954,34.16,-118.26,True
5.1806,45.0,5.046511627906977,0.9496124031007752,621.0,2.4069767441860463,36.97,-122.04,True
4.1836,36.0,5.574175824175824,0.9642857142857144,1327.0,3.645604395604396,34.12,-117.88,False
4.2986,36.0,6.036734693877551,1.0244897959183674,741.0,3.024489795918367,34.08,-117.92,True
2.3912,34.0,5.652960526315789,1.144736842105263,1783.0,2.932565789473684,35.16,-119.45,False
2.8235,32.0,5.101321585903084,1.0748898678414096,598.0,2.6343612334801763,39.03,-121.37,False
