X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,target
0.00039858,-0.00173149,7.65e-06,-0.00520276,0.00212241,-0.00117912,-0.00014152,-0.00095774,2.781e-05,-0.00497554,0.00299236,-0.00094925,6.663e-05,1.418e-05,-4.1e-07,-0.00138207,0.00148958,-0.00023975,8.49e-06,6.478e-05,1.8e-07,-0.00149288,0.00119672,-0.00023135,0.00177679,0.0057414,0.00096854,0.00588314,6.812e-05,0.00204608,6.533e-05,0.00192727,D
5.405e-05,-0.00028747,0.00010181,-0.00087935,-4.48e-06,0.00120151,0.00040101,0.00134039,-0.00021152,-0.00345478,0.00259676,0.00077332,3.777e-05,-1.156e-05,2.36e-06,-0.00386587,0.0008259,-0.00046539,-1.048e-05,9.56e-06,4.5e-07,-0.00428313,0.00117359,-0.00034768,0.00030972,0.00148893,0.00141499,0.00439052,3.957e-05,0.00398041,1.419e-05,0.00445459,P
-0.00050969,-0.00049551,-0.00020775,-0.0005002,-0.00057907,-8.024e-05,-5.517e-05,-0.00044134,-0.00011463,0.00032833,-0.00141478,0.00013654,-0.00017091,-9.22e-06,-1.857e-05,0.00019219,-9.262e-05,-4.22e-06,-6.865e-05,-5.492e-05,6.1e-07,-0.00073179,0.00016603,-0.00020076,0.00074059,0.00076939,0.00045931,0.00145878,0.00017216,0.00021339,8.792e-05,0.00077678,D
0.00022889,0.00072875,3.171e-05,0.00044584,2.001e-05,1.658e-05,0.00034309,0.00016977,-1.266e-05,0.00020298,7.756e-05,-4.28e-06,-1.528e-05,-6.339e-05,1.56e-06,-2.914e-05,9.51e-06,-2.22e-06,1e-07,-4.323e-05,6.41e-06,-1.72e-05,-2.094e-05,3.79e-06,0.00076451,0.0004466,0.000383,0.00021733,6.522e-05,3.073e-05,4.37e-05,2.736e-05,D
-0.00284301,-0.0012645,-0.03215569,-0.00158267,0.01230214,0.01892227,-0.00305423,-0.00065959,-0.01871473,-0.00127731,0.00500428,0.02360767,-0.00021837,0.00122301,0.00116849,0.00128415,0.00046847,-0.00012379,-0.0003219,0.00057259,0.00124385,0.00089224,-0.00083841,0.00273668,0.03230588,0.02262521,0.01897378,0.02416602,0.00170553,0.00137252,0.00140664,0.00299807,P
-0.00020074,-0.0006055,-0.00015061,0.00085354,-0.00021374,-9.529e-05,-8.15e-06,-0.00057927,-0.00011064,0.00043982,-0.0001075,-6.702e-05,-3.4e-07,-2.29e-06,2.03e-06,-3.5e-06,8.92e-06,2.7e-07,-6.7e-07,-4.2e-07,2.69e-06,2.04e-06,6.45e-06,-2e-07,0.00065544,0.00088504,0.0005898,0.0004577,3.07e-06,9.59e-06,2.8e-06,6.77e-06,H
0.00038657,0.00022156,4.34e-06,-0.00055882,-0.00033965,1.892e-05,0.00065077,0.00020542,-2.467e-05,-0.00039011,-0.00031219,4.82e-06,-5.031e-05,-3.923e-05,-1.136e-05,-7.373e-05,-1.743e-05,1.07e-06,2.229e-05,-8.4e-06,2.46e-06,-4.776e-05,-1.532e-05,1e-07,0.00044558,0.00065422,0.00068287,0.00049968,6.48e-05,7.577e-05,2.395e-05,5.015e-05,D
0.0002385,-0.00034431,-0.00014723,-0.00466461,-0.00471128,0.0001945,0.00076965,-0.00032704,-0.00021178,-0.00499466,-0.00366358,0.00012586,2.912e-05,0.00020974,-2.772e-05,-0.00081201,-0.00051085,-6.017e-05,-2.13e-06,0.00021197,-2.184e-05,-0.00073821,-0.00041248,-3.032e-05,0.00044397,0.00663269,0.00086265,0.00619551,0.00021356,0.00096122,0.0002131,0.00084618,S
0.00198783,0.00010531,-0.00018496,-0.00165377,0.0072749,-0.0014737,0.00193909,0.0001506,4.824e-05,-0.0016773,0.00720675,-0.00147681,-0.00015146,8.004e-05,-1.25e-06,-0.001307,0.0004148,3.479e-05,-0.00010856,-1.08e-05,-1.161e-05,-0.00130852,0.00041041,3.459e-05,0.00199919,0.00760466,0.00194552,0.0075453,0.00017132,0.00137168,0.00010971,0.00137181,S
0.00054271,-0.00016545,-1.031e-05,-0.00013909,-6.074e-05,-2.777e-05,6.04e-06,3.639e-05,-9.1e-06,-0.00011601,-5.326e-05,-1.747e-05,3.1e-06,-6.43e-06,-3.21e-06,2.646e-05,3.324e-05,5.48e-06,-2.6e-06,6.1e-07,-1.41e-06,1.763e-05,2.425e-05,3.15e-06,0.00056746,0.00015429,3.8e-05,0.00012885,7.82e-06,4.284e-05,3.02e-06,3.014e-05,D
