feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
-1.7156074123339058,0.13700728635995185,-1.2050365444206754,-0.42122896504526103,0.1677426456463496,0.6267828708742774,-0.8177875929204672,0.5777173642183809,-0.4959180370834053,-0.8053490824477553,-0.27207644646577933,-0.1348168525809658,0.9706327440922548,0.4951288306114497,0.1432849212508513,1.993227139984185,0.7830788763996435,2
-0.43781551889597164,0.2287708004568476,-1.4376237062984785,-0.9349140020330087,-1.3356487532048145,0.32790103108872026,0.395451228018578,0.12031276007113079,1.1881765969959643,-1.2136599566524637,-0.309116212002571,3.0628515039926305,1.596401125218832,0.9630889036302246,1.408673132262265,0.092119985165356,1.016056631106412,7
-0.0816393752322697,-1.6918486940566717,0.1541818634054306,-0.27702455992171643,-0.6115633622012439,-1.0337104270635031,-1.1574772574950662,2.252162785603064,0.29551368355387714,0.1481042985812189,-0.1327893281294113,0.20472357625590834,-0.85788445942905,0.35827152638039567,-0.10323010623156108,-0.6771976853578945,-0.06764236106131499,1
0.31869002531307256,0.334172780832398,-0.8582164991935464,0.29993904205798066,1.4129359752693447,0.06733576754290546,1.143032433008035,-0.9420717214832964,0.24841410142187187,-1.9104388334104954,0.5331336778009009,-0.5894906393180228,-3.7786530259889277,-0.01641314714993409,-1.0744691223052445,1.0297628590006203,0.820863888619402,7
0.9928158535794297,-0.6602502799627921,-0.7580449008212773,-0.17717962761722128,0.7831103367217448,1.0184489241463077,-0.7469598222771183,1.0595696121006888,-0.6038548321063942,-1.8000389681223354,-0.8865780400331328,-0.3517123205179599,-0.4749309990624281,0.00538214714286238,-0.33017028703644846,-1.9171069989978748,-1.141654914619642,3
0.2155582556477043,1.5955022374668681,0.538186293309828,-0.7136487772556027,1.0244302453703402,-0.10190025113578133,-1.6340944471216492,-1.1986362049280834,0.8215387265265243,-0.23241269395738312,1.452621771142494,0.09782726382747198,-0.1795054152548143,1.5558882180054046,0.1566734056275841,0.6554529794378361,0.42396860417427285,2
-0.7576704250945843,2.721497142452439,-0.8871360572905828,-0.34463860129271306,-0.19318208334418405,-0.5085259424886802,1.720200101885059,0.5312385899679589,-0.1846521499460128,-1.7234483796693707,-0.22745891617032865,-1.100262693430514,1.2093495569748551,1.605895361402891,1.1523727957671825,-0.2693366144915839,-0.9514611283096052,6
-0.3500625876851145,0.14691908335000892,-0.8754739157461752,-1.1896937801004075,-1.5889290494726493,-1.6633298531959497,-0.6923233827490076,0.17024690261637054,-0.2920669282402178,-0.28697077398757276,-0.7210546080841223,1.0492017980763428,1.0708260624831996,0.3772267543058194,-0.3728297622176452,2.1691234544432705,-1.48414770634257,5
-1.1720283485093812,0.4055557933110949,-0.23120311055741188,0.548339435063715,-0.2393485634553045,-0.31215993403120956,0.4964098487527043,-2.315893790746124,-1.2898178751512508,-1.5771840044437024,-0.8294940725330016,0.17953669137397454,-0.5768974815034854,-0.5114764642540326,1.0164966762304515,-0.4882461324744297,-0.4733603081986265,3
-0.13052688465502807,-0.016564092946837767,0.7162675617066943,1.9583739386359005,1.1740551692910035,-0.587342509513411,0.5814890716164363,0.308390898587068,0.9049861010032146,0.9687073515129913,-1.8651952366016396,0.6349751722147307,0.15661864410516851,1.0544738641309632,-0.8880912854328845,-2.2406855953637024,-0.04933461264024392,5
