f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
56,77,76,76,97,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,P
109,97,76,71,94,0,63,16,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,150,76,71,94,0,0,0,0,0,40,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,N
81,77,76,71,94,0,37,30,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,71,94,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
56,135,97,74,94,46,0,0,0,0,0,0,0,15,60,0,0,0,2,1,0,1,0,0,0,0,N
59,100,118,71,94,37,9,2,1,0,0,0,0,0,0,39,19,0,0,0,0,0,0,0,0,0,N
37,148,76,71,94,0,0,0,0,0,4,36,16,42,0,0,0,0,0,0,0,0,0,0,0,0,N
66,77,76,71,94,23,24,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,87,143,25,38,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,N
90,77,76,71,94,0,47,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,84,121,72,94,50,12,0,0,0,0,0,0,0,0,0,29,14,0,0,0,0,0,1,0,0,N
63,96,76,71,94,1,4,7,0,0,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
88,105,76,71,94,0,0,2,57,6,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,N
60,91,76,76,98,0,0,0,2,4,57,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,P
16,77,76,98,130,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,N
75,78,76,71,94,0,3,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,82,80,71,94,0,0,30,33,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,P
80,77,76,71,94,2,1,56,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,79,79,71,94,0,0,2,13,50,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,P
116,90,76,71,94,0,0,50,12,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,77,76,71,94,0,30,25,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
96,83,76,71,94,0,0,37,11,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,79,76,71,94,0,6,56,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,86,76,71,94,0,8,1,0,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
120,77,76,71,94,14,35,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
17,78,76,85,156,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,3,N
88,97,76,71,94,0,0,0,0,32,58,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,P
15,99,120,72,96,0,1,2,0,0,0,0,0,0,0,35,23,0,0,0,0,0,0,1,1,0,N
90,86,76,71,94,0,0,41,5,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,117,76,71,94,0,0,6,57,2,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,N
94,98,78,71,94,0,0,0,0,53,27,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,P
82,77,76,71,94,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
147,78,76,71,94,0,1,0,12,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,77,76,71,94,2,2,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,92,76,71,94,0,0,0,0,5,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
42,128,80,71,94,0,14,6,0,0,0,0,41,19,0,5,1,0,0,0,0,0,0,0,0,0,N
53,81,117,84,94,0,0,0,0,30,16,1,0,0,0,0,0,6,35,0,0,0,0,0,0,0,N
75,77,76,77,94,0,3,0,31,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,P
22,123,92,71,94,0,0,1,2,3,5,0,0,8,50,0,0,0,0,0,0,0,0,0,0,0,N
18,97,105,71,94,0,0,3,0,2,1,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,N
58,77,76,71,94,37,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
55,131,84,135,97,0,1,0,0,0,52,9,0,18,26,0,0,0,0,0,0,38,7,0,0,0,N
76,78,78,71,94,0,0,5,31,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,P
61,106,76,71,94,0,0,0,2,2,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,56,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
29,121,76,81,99,0,0,0,0,3,0,0,58,2,0,0,0,0,0,0,0,1,7,2,0,0,N
57,85,76,71,94,0,0,0,28,18,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,P
92,77,76,71,94,55,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,98,78,71,94,0,4,1,0,0,43,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,P
61,111,105,71,94,2,1,14,35,0,0,0,0,0,24,34,0,0,0,0,0,0,0,0,0,0,N
20,87,136,71,94,0,0,4,3,1,0,0,0,1,1,0,37,20,0,0,0,0,0,0,0,0,N
87,104,76,71,94,0,0,37,9,0,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
66,77,78,80,94,27,27,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,P
60,78,159,79,94,37,9,0,2,1,0,2,0,0,0,0,0,50,21,0,0,0,0,0,0,0,N
130,77,76,71,94,6,56,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,95,79,71,94,0,17,64,0,0,0,0,0,14,5,0,0,0,1,0,0,0,0,0,0,0,P
74,77,76,72,94,56,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P
97,98,77,71,94,0,9,37,0,36,9,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,N
72,114,83,71,94,12,50,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,0,0,0,P
40,106,76,71,94,0,5,8,1,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,N
79,117,77,81,94,62,0,1,3,0,0,0,10,34,0,0,0,0,0,0,3,5,0,0,0,0,P
54,82,122,71,94,17,6,16,6,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,N
62,92,77,72,94,0,0,0,0,13,48,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,P
59,83,76,71,94,1,2,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,82,84,78,94,0,0,41,23,2,0,0,0,0,5,3,0,0,0,5,3,0,0,0,0,0,P
74,106,93,71,94,0,0,50,13,3,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0,P
59,77,76,97,131,0,1,2,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,N
61,111,87,71,94,0,37,10,1,2,0,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0,P
58,77,97,74,94,0,0,5,42,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,P
99,77,76,71,94,32,14,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,84,148,71,94,0,0,23,23,0,0,0,0,1,0,0,27,36,0,0,0,0,0,0,0,0,N
60,95,76,71,94,0,0,0,4,2,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,121,94,71,94,0,34,15,0,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,N
74,77,76,71,94,0,0,1,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
37,128,128,71,94,0,2,0,0,0,0,33,28,0,0,5,52,0,0,0,0,0,0,0,0,0,N
77,81,76,71,94,0,0,0,23,31,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,78,77,71,94,2,32,31,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
33,150,85,71,94,0,0,0,0,0,0,42,3,30,29,0,0,0,0,0,0,0,0,0,0,0,N
90,77,76,74,97,0,0,32,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,P
56,77,77,77,94,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,P
59,93,128,72,94,0,3,33,14,0,0,0,0,0,0,8,50,0,0,0,1,0,0,0,0,0,N
64,130,76,71,94,1,2,0,46,0,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,0,N
76,77,76,75,95,0,1,1,37,26,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,P
66,89,76,71,94,3,5,0,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
135,91,76,71,95,0,6,56,2,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
117,77,76,71,94,5,42,6,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,112,76,71,94,0,0,32,14,30,15,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,N
98,98,76,71,94,0,2,1,1,63,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
44,107,76,71,94,0,1,2,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
53,91,76,71,94,0,0,0,4,13,32,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,P
57,118,116,73,94,0,0,0,0,2,59,0,0,0,0,51,7,0,0,0,2,0,0,0,0,0,N
74,77,85,73,94,0,9,56,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,P
46,95,76,71,94,0,0,0,0,3,35,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,P
97,99,76,71,94,0,4,1,56,6,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
85,137,77,72,94,37,25,0,0,0,0,0,59,17,0,0,0,0,0,0,1,0,0,0,0,0,N
