MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
2.3424,31,4.0852713178294575,0.9767441860465116,1032.0,4.0,34.07,-118.09,True
3.0042,28,5.677067082683307,1.171606864274571,2362.0,3.6848673946957877,38.01,-121.89,False
4.175,14,5.604698672114402,1.0459652706843718,2823.0,2.8835546475995915,37.14,-121.64,True
4.8229,20,5.571428571428571,1.0,149.0,3.0408163265306123,37.78,-121.23,False
5.9915,23,6.315412186379929,0.956989247311828,1132.0,4.057347670250896,34.04,-117.2,False
2.1908,37,3.6699029126213594,0.8932038834951457,503.0,4.883495145631068,34.05,-117.75,False
5.6762,16,6.833119383825418,1.0205391527599486,2493.0,3.2002567394094994,34.23,-119.03,True
15.0001,52,8.0,1.0,13.0,13.0,37.79,-122.5,True
4.0827,8,5.484751203852327,0.9695024077046549,1703.0,2.7335473515248796,38.58,-120.88,False
2.3812,21,3.725,1.075,686.0,1.715,33.88,-118.31,True
3.0469,20,5.656,1.008,337.0,2.696,39.74,-122.16,False
3.1397,52,4.636871508379889,1.0223463687150838,479.0,2.6759776536312847,34.16,-118.27,True
3.4698,17,7.347014925373134,1.1082089552238805,717.0,2.675373134328358,39.13,-121.68,False
2.2982,45,5.5,1.06,1980.0,3.6,32.74,-117.21,False
3.8333,32,6.079787234042553,1.1063829787234043,454.0,2.4148936170212765,39.15,-123.1,False
2.4348,44,4.868263473053892,1.1467065868263473,1063.0,3.182634730538922,34.07,-118.15,True
4.0882,12,5.36036036036036,1.0705705705705706,3321.0,4.986486486486487,32.85,-116.98,False
1.7292,31,5.2987551867219915,1.0912863070539418,600.0,2.4896265560165975,41.46,-122.9,False
4.9,12,6.56648451730419,1.0491803278688525,1556.0,2.8342440801457194,38.72,-121.24,True
4.6065,22,5.3895348837209305,1.0135658914728682,1291.0,2.501937984496124,37.23,-121.97,True
2.1955,34,4.136482939632546,0.9553805774278216,1153.0,3.026246719160105,32.62,-117.09,False
3.6771,24,4.538461538461538,1.1153846153846154,3003.0,2.9615384615384617,33.81,-117.94,False
