feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
-0.09501179622319422,-0.5028623366743807,0.14548143972814143,-0.0688725969542962,0.06437517526062286,1.4272935170492336,-0.02639261630841359,-1.940512427834251,3.0278346109872794,1.488984131258229,1.1397027708036342,-0.742748988909149,0.10553563045066353,-0.3457072195433231,1
0.9785324378526674,-0.6312071672063011,0.8170054653857326,2.4582264007034142,-0.6741529479425263,-1.00990296623175,0.15087991698375802,0.48211434871820513,-0.08483884575309239,-0.17824630244879047,0.6252884552384139,0.9982832627110283,2.113544613604064,-0.7292600508679152,0
0.5123728220212116,0.8072269694092693,1.9405619223045745,-0.19156451531953025,0.6426419643700713,0.7964482435035838,0.23138124048477415,-1.159684328427907,-1.6301784198503442,-0.5937437602113101,-0.08115786540421704,0.579776981749277,-0.36100747145744516,1.3000927314552295,0
-0.14983460177921396,-0.9414197845434574,-0.9937362630746722,-1.292854040511576,-0.03788334741092755,-0.1978684609915425,-0.417633542220777,0.7983353926305569,-0.9633549610358814,0.16615143565897666,1.1831733704042124,-0.143833368969576,0.9004508042483079,-1.2823723095254733,0
0.8603977931646467,0.5863427745434447,0.689301933731407,1.527842672687356,-0.6889900978792419,0.1677238677259017,-0.23712853852491117,0.25443801362827834,2.1956150995975525,-0.17787120049092858,-1.0782524016522153,0.5685993734805951,-0.16512464808458072,-1.2722956696412446,0
-0.995539722887265,-0.47749537991158847,-0.8043406754746416,-1.6621533640356347,0.9804880391650733,-1.5579688946857992,0.002832626928270195,1.924047915005099,-0.27741367195374533,0.3004563515370863,1.1087299581703636,0.7112401024214977,0.3098901868475718,0.253826088504432,0
-0.25105902947350767,-0.29729601300526265,-1.0696679948931513,0.03722383426619691,-0.16078356034562838,0.8358325335079303,0.7242965157634726,0.5380900630530642,-0.27872074061470187,1.6284087425870866,-0.27528486288948195,0.20319893463417832,-0.47119512833672667,2.0223029818924974,1
-1.193255767301689,0.032368670919297265,0.49847265254633305,-0.44806774198740335,-1.107814608585938,0.30203812364046506,-0.7165367380528899,-1.322210404018754,1.397910095402529,0.20485897055764504,0.27105137950957126,-0.2512085012628901,-1.1832592958460295,0.38475759490788547,0
0.6190242666081445,0.31383314353222685,-0.7233402026246012,0.9770073557535536,-0.49310714575939685,-0.5233865133800326,-1.4488608632114706,-0.9315481219352166,1.7028774068767536,-0.8998080328738847,-0.2001456265806139,-1.5717771147249582,0.5852666914807465,-1.2067096650465678,1
-1.0892253249930814,-0.05396158626968575,-0.7854462776542871,1.3899360172037925,-0.352137259899275,-1.609073721188067,1.5239842345065084,0.14700415572051456,-1.1572726442017345,0.8988361392504116,0.9783690014706267,0.19845607285893702,-0.23038533924846133,-0.25364553530351863,0
