MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
5.4786,18,6.488921713441655,0.948301329394387,2095.0,3.0945347119645494,33.11,-117.05,True
1.1296,34,4.356502242152466,1.1210762331838564,1078.0,2.4170403587443947,34.7,-118.13,False
3.2052,21,4.056049822064057,1.0346975088967971,5124.0,4.5587188612099645,37.32,-121.83,False
3.494,31,4.508637236084453,1.034548944337812,2028.0,3.892514395393474,34.05,-117.95,False
2.5395,35,4.297520661157025,0.9545454545454546,1040.0,4.297520661157025,34.12,-117.99,False
4.6591,27,6.4964200477326965,1.1169451073985681,1164.0,2.7780429594272076,34.26,-118.49,True
3.2331,33,5.987421383647798,1.0817610062893082,369.0,2.3207547169811322,37.63,-122.04,True
5.4604,24,5.83289817232376,0.9738903394255874,1325.0,3.4595300261096606,34.26,-118.75,True
3.0729,37,5.396491228070175,1.0456140350877192,867.0,3.042105263157895,32.62,-117.09,False
2.7875,30,4.707423580786026,1.0633187772925765,1023.0,2.2336244541484715,36.99,-122.02,True
3.0432,29,5.301824212271973,1.0480928689883913,1722.0,2.855721393034826,33.94,-116.97,False
2.8056,35,5.262295081967213,1.1639344262295082,157.0,2.5737704918032787,33.93,-116.61,False
2.2208,52,4.565789473684211,1.095029239766082,1695.0,2.4780701754385963,37.87,-122.3,False
1.8362,36,4.7250608272506085,1.0072992700729928,1051.0,2.557177615571776,35.36,-119.04,False
1.2864,40,2.5520702634880803,1.1279799247176914,1257.0,1.5771643663739021,33.77,-118.2,False
2.7039,34,6.780254777070064,1.1146496815286624,969.0,3.0859872611464967,38.95,-121.47,False
4.3864,35,5.415637860082304,0.9197530864197531,1349.0,2.7757201646090537,37.68,-122.15,True
4.9042,52,6.356223175965665,1.0042918454935623,1364.0,2.927038626609442,34.19,-118.3,True
5.6431,52,5.8173515981735155,1.0730593607305936,558.0,2.547945205479452,37.85,-122.25,True
1.5089,47,3.9046153846153846,0.9938461538461538,1628.0,5.009230769230769,34.01,-118.26,False
3.8047,45,4.911475409836066,1.0262295081967212,1003.0,3.2885245901639344,37.72,-122.18,False
3.05,20,4.216216216216216,1.054054054054054,171.0,4.621621621621622,36.02,-119.8,True
4.6875,18,6.346570397111913,1.032490974729242,987.0,3.563176895306859,32.72,-117.07,False
3.4784,17,4.510532837670384,1.0285006195786865,3537.0,4.382899628252788,34.08,-117.98,False
2.1603,28,4.808172531214529,0.9954597048808173,2008.0,2.279228149829739,38.74,-120.78,False
1.5372,23,3.7603092783505154,0.961340206185567,1148.0,2.9587628865979383,32.99,-115.54,False
2.8622,26,4.516501650165017,1.0132013201320131,1877.0,3.097359735973597,33.79,-117.92,True
5.223,33,5.584126984126984,0.9873015873015873,943.0,2.9936507936507937,34.2,-118.57,True
2.3929,15,4.493796526054591,1.0074441687344913,718.0,1.781637717121588,38.46,-122.68,False
5.7705,25,6.494755244755245,1.0052447552447552,1640.0,2.867132867132867,33.78,-118.04,True
1.74,28,6.158892128279883,1.217201166180758,1908.0,2.7813411078717203,41.86,-121.93,False
4.5769,35,5.711267605633803,1.0633802816901408,845.0,2.9753521126760565,33.93,-118.1,True
2.6098,13,5.042553191489362,1.1045328399629972,2957.0,2.7354301572617947,38.07,-122.24,False
2.5509,26,5.245746691871456,1.0897920604914935,2372.0,2.2419659735349717,33.18,-117.36,True
5.0044,38,6.0251572327044025,1.2720125786163523,1332.0,2.0943396226415096,33.48,-117.76,True
4.0656,27,6.09375,0.990625,950.0,2.96875,32.81,-117.02,False
3.8565,39,4.962795941375423,1.007891770011274,2941.0,3.3156708004509583,37.65,-122.42,True
3.9722,47,5.739130434782608,1.1331521739130435,1161.0,3.154891304347826,33.96,-118.3,False
2.4635,41,4.312,1.128,1110.0,2.96,34.04,-118.35,False
8.338,52,8.297101449275363,0.9637681159420289,334.0,2.420289855072464,38.54,-121.5,True
1.0333,18,3.6513761467889907,1.0412844036697249,547.0,2.5091743119266057,34.04,-118.2,False
3.3478,42,5.795081967213115,1.1229508196721312,629.0,2.5778688524590163,37.69,-122.08,True
3.0,31,5.2772277227722775,1.0495049504950495,794.0,2.6204620462046204,39.76,-121.65,False
2.4348,31,2.6780575539568345,1.1942446043165467,1793.0,3.2248201438848922,34.07,-118.3,True
6.1551,11,7.25615763546798,1.0307881773399015,2327.0,2.8657635467980294,36.58,-121.67,True
