feature_0,feature_1,target
-0.06120056527334136,1.0498803972846364,0
1.0455772344918106,0.01745755725207704,0
0.8189998983124241,-0.34972286173350986,1
-0.10343580323996274,0.5642817279845829,1
0.17012519109320146,-0.22604601746179037,1
-0.08865383138104355,1.1733508138117696,0
0.4364361603165426,-0.30033720399914965,1
0.7887681532095311,-0.42203747047850587,1
1.743367596128576,-0.4333964831720463,1
0.27033062151495474,0.004383137072284077,1
2.1393243677293112,0.37662638439265306,1
0.3322325061380055,-0.12796951266680584,1
0.2612510572485866,-0.13924884296178264,1
-0.7376861631115401,0.6645631722296026,0
1.0467578741007397,0.41037672428656924,0
-0.8753520669915537,-0.14695259732137916,0
1.1633221313016384,-0.60180736778807,1
0.699629500840657,-0.572962839010133,1
1.6840941728783403,-0.37716823281455125,1
-0.20424947502448515,1.024903890445004,0
0.4202397774937271,-0.15318419932450972,1
1.904035484244086,0.20348552397679448,1
0.1851023492784755,-0.010420117512621174,1
-0.7761019318143174,0.5605256397006007,0
-0.9272780001905504,0.22467950719145513,0
-0.9069515240975192,0.2591702541651189,0
1.673728164791006,-0.16302833569364852,1
1.6465353799140001,-0.3022968466987001,1
-1.0236911157159851,0.27768122538381224,0
2.207861021966793,0.4678223961460057,1
0.19549925621047154,-0.15369724898610548,1
-0.22588370508206773,0.9481640571031429,0
1.385779493715606,-0.4258979068255294,1
0.40737795558607076,-0.08986293907288459,1
0.24422199765286784,0.8548628957740699,0
-1.0120122543475796,0.055497054354839696,0
0.7511712753614199,0.4972546620291836,0
1.5276130403468107,-0.46215975138907717,1
-0.06731032472216705,0.1405156296718594,1
-0.9721456144465791,0.14020232329561888,0
-1.0970208713897736,0.20378337923460035,0
0.1714002401658637,0.08550891476130423,1
0.7130847410999953,0.6495852587445282,0
0.1336615820581112,0.8411816562286187,0
-0.9028380983278212,0.29080955693107485,0
-0.9031452507636651,0.5627315258431663,0
-0.706696847953579,0.33908231210810813,0
0.42004432498417904,-0.0767694025182291,1
0.4819291553769925,0.9049158785614937,0
-0.1313148422586896,1.1416726565160082,0
0.5337585398221556,0.7235905080143186,0
0.8221205015791627,0.7001545038492414,0
-1.12111734319855,0.2939681793125146,0
0.6316021276015679,-0.41042383879136085,1
0.3323811649058405,-0.4248659726184447,1
-0.6967567589930206,0.8470341890259988,0
-0.8833446423601247,0.5190933986548438,0
0.9271797692188608,-0.4368861955978411,1
-0.42669957728723995,0.8601674752471862,0
1.3274397977021786,-0.33684195207175655,1
0.344443611723334,-0.31718280792094,1
1.6170994821478728,-0.16120538015631702,1
0.017710864115290003,0.5551085277626555,1
0.13767928615956654,0.14037847677050388,1
0.24618354693283664,-0.028610719514147773,1
0.031665855673497355,0.2337984486352358,1
1.347226625325785,-0.49717679983361107,1
0.0699837585686042,-0.142096141273666,1
-0.9316246000913249,0.5460952207251664,0
1.1876818569814744,-0.5468521685039609,1
0.21252957057247254,-0.22145255195950314,1
0.7847723999587933,-0.47093504982752216,1
-0.594814033417772,0.8104249264879727,0
0.354882217115727,-0.1607982904762136,1
-0.31331814740234354,0.8850669637715685,0
-0.5868852451267736,0.9416916013834171,0
-0.7665358341715367,0.7050185783876111,0
-0.7991670370859132,0.4996550459473958,0
0.3935496180294345,0.8097778211527434,0
1.8212644434395628,-0.26290520058690103,1
0.5326197835733135,0.8572661771785465,0
0.2033596943528169,-0.013462226395106885,1
0.7084012649310383,0.7683042005337388,0
-0.661354761196403,0.397637535449762,0
-0.5315405691290147,0.6185877435601379,0
1.0060754229007016,0.33247482437690856,0
2.127931904847009,0.14649336573364832,1
0.8404528495490269,0.44440433601590795,0
1.489167313888288,-0.17882987443398946,1
-0.4097476631822994,0.9663953728874513,0
0.9901037415548648,-0.4330584004933428,1
2.044059963851438,0.5991582101356,1
1.3989820819491048,-0.5715366235124074,1
1.7714028975332494,-0.41498070629322326,1
0.5448618002297265,0.8864868624169215,0
1.6115421462381936,-0.24793254314801316,1
0.36996596154082695,-0.2300987541118563,1
0.4925561015697443,0.9367611413023449,0
0.5800593435075785,0.7392383093419505,0
0.05623372057328252,1.1032997230645243,0
0.27306213045089045,0.820391253187208,0
0.07701661166608895,0.3104175653216223,1
0.49931519281595993,1.0737708353878679,0
0.3475648067902991,-0.10309565990340926,1
-1.0629273298595974,0.3263731719111382,0
2.029788511475754,0.4706888509556211,1
0.32981033543851623,1.01502802432893,0
-0.5385982475361686,0.8352211887006267,0
0.26187855196448073,0.8584908150505293,0
0.8112181968948622,0.4137370208605275,0
-0.2773737448832348,0.9359903848555097,0
-0.9240154849757134,-0.18855974777098455,0
0.23544424916998163,1.1444562989868796,0
0.13183910432592105,0.004241537222818566,1
1.8762998415000625,0.22187092303836337,1
0.957368572927786,-0.43352474445117317,1
1.5756066069146983,-0.35080286301379116,1
0.9353254080945657,0.18961654951264575,0
