feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
11.26106729136321,-4.187667976494738,-10.327966248892686,4.7694830216723165,2.9401183972545706,1.7603619203780525,-0.21171917872134105,1.8806128162760256,7.320589287440799,-3.3632632660214155,8.085370956576188,10.69472096970117,3.02683012630922,10.56679381036995,-8.696789620746303,1
-4.384263763319167,8.691431760646074,-9.134822512340314,8.72886353396743,7.173576595798116,-1.872454805315166,-2.975952037103001,-3.762536542086406,3.302597986038413,2.823404714643708,8.216052690237314,8.078823371993119,7.434638430436154,5.53696977512177,-9.258581943825403,2
5.769852220813099,2.511650617228576,1.616789415098271,2.1945137256392373,0.03306672989317558,6.894161262161402,-1.9937403309075161,-4.7412572468426895,-12.121512358785965,-3.3610855767959693,3.7551578888570427,-3.0289206547365213,-5.763057288061181,-0.5857890815193287,0.5169514181256268,7
7.277353127546436,8.800203502426825,8.06426445046391,-9.391689641056052,3.866578603586163,8.315185290802589,8.2605506816958,10.909905362365961,6.9474756359130625,-5.82215906392709,-0.3698636530894796,2.1348272055420567,1.591487409346875,6.4348094048520075,1.0439223467652854,5
-6.223845809915642,-2.0423796458504695,0.841987270988599,-8.87920392535796,-4.294440233446709,1.7434123601917606,-8.175820092048466,2.200055006553854,-7.3201352313248425,8.752815501950968,0.5403155052792589,2.316347181428071,-9.39659523408007,-3.372369918784344,2.399308263852975,6
-3.9811589795729128,6.961334187395182,-8.26645090539712,4.883282739054769,6.498159012028036,-1.6041953643036424,-2.166366539986043,-4.656997160812809,3.6998622816463262,2.0485730293322835,6.191172844694612,9.282958265633312,9.016640187990866,5.455699683187707,-6.919355640165995,2
-4.361766920951479,7.253679015780619,-9.801673574134666,7.8805429988188305,6.8174505085983155,-2.2058196756233883,-3.0925048260564307,-6.353671526978289,5.3304362422629215,1.8600052302198873,5.86887468556098,8.106890300599535,6.675675481038469,5.401289002808329,-9.9818568482572,2
-1.22237043412158,7.233918687942073,3.064972434792958,3.126186409032373,4.698949937112387,-7.106852207702398,-8.171730639898756,4.311652253494085,-7.622365487888715,-1.3558399251787687,3.545645486452965,-1.9609658447426952,9.815332047271092,4.432912988524724,-0.45949046292389906,4
8.25505056894839,-7.716233702952252,-3.6424926879143684,-5.737501166047498,-0.6764949623963609,0.3708020475392906,-0.7519767187434756,-8.539458251355256,-3.19892256419942,-2.2583629624062294,0.11615323221402629,-9.819064189543035,0.2307605878732274,-9.881280581029095,-3.8869521940709255,3
6.575581913602669,5.683314478395086,9.851606691675888,-8.990337547472846,2.580929108855005,7.636181337752227,6.812530645596106,9.444546890124334,7.5198114435739,-5.949254889668469,-1.8280737755264174,0.8398385241223987,0.8667866150613238,7.082132078390824,-0.6237785996513894,5
1.2767798607199299,3.6501654580011813,6.478630649831462,7.522930244371887,-8.995797993011575,8.114835873769799,7.668131010745741,3.770449857763748,2.0932719899796477,5.656616108906733,-3.5965347529677305,2.1619148203840908,1.0719916069772228,9.017711551903508,-7.507316724410684,0
0.6944602869646946,8.014403739230637,0.7183898334172953,3.4179642327613013,6.206193998980247,-7.049495235376379,-9.674361300748018,4.809725480891549,-7.49106963877754,-1.3309845101366884,2.3979805773729175,-2.7913219929581015,10.772641576693657,2.8332891592922107,-1.5082795419364712,4
1.3048582450936004,2.023000064415421,7.9405487474734535,7.761967270768534,-7.638745107199619,7.515837993670619,10.175043427815893,3.0834300520274875,1.641515651663242,7.65382131210265,-3.2533485797324353,3.365927656842997,2.0351793571330687,8.164535985910858,-6.33484737028033,0
11.210632463906368,-6.744308642629317,-4.192710698787007,-7.2842728337159075,-2.116817676270495,0.5243679333616549,-1.744670484087728,-8.76811502398129,-2.096587359022548,-4.034528694232641,0.07628043761774075,-7.804724092985627,-1.1470034546032042,-9.085264822350442,-1.4305252185649804,3
