Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,target
2011-12-31 23:00:00,4.45697,4.45891,4.45697,4.45891,0.0,4.47553,4.47553,4.46169,4.46169,0.0,True
2012-01-01 23:00:00,4.44647,4.4755,4.44208,4.46347,4393.96,4.47933,4.48722,4.45698,4.47363,4056.82,True
2012-01-02 23:00:00,4.45867,4.47566,4.43772,4.46999,10546.29,4.47353,4.48898,4.44543,4.47201,10832.52,True
2012-01-03 23:00:00,4.46242,4.50675,4.43896,4.4938,15134.88,4.47728,4.51489,4.45359,4.4992,14304.19,True
2012-01-04 23:00:00,4.49454,4.52349,4.47336,4.50394,14731.99,4.4957,4.52468,4.48734,4.50605,12011.1202,False
2012-01-05 23:00:00,4.49587,4.51144,4.46447,4.49807,11113.73,4.51073,4.52476,4.46742,4.49993,11319.83,False
2012-01-08 23:00:00,4.47857,4.49761,4.46888,4.48972,9986.54,4.51143,4.51143,4.47804,4.49128,9440.32,False
2012-01-09 23:00:00,4.48483,4.49353,4.44702,4.45388,12137.22,4.49323,4.4999,4.44772,4.45552,11082.87,False
2012-01-10 23:00:00,4.4497,4.47282,4.44348,4.45967,10296.36,4.4581,4.47848,4.45197,4.46983,10908.2,False
2012-01-11 23:00:00,4.45899,4.46935,4.38661,4.39763,13801.6799,4.4674,4.47682,4.39627,4.40137,14419.53,False
2012-01-12 23:00:00,4.39536,4.43188,4.39138,4.40616,15629.47,4.40376,4.43373,4.39472,4.41234,14484.2699,False
2012-01-15 23:00:00,4.41304,4.42934,4.38397,4.40131,12209.77,4.42147,4.43353,4.38566,4.40269,11467.23,False
2012-01-16 23:00:00,4.39931,4.40378,4.34422,4.35425,34013.8496,4.40114,4.40873,4.34748,4.35609,33394.2701,False
2012-01-17 23:00:00,4.35513,4.35974,4.32744,4.33441,29566.0601,4.35685,4.3626,4.32971,4.33947,29422.7198,False
2012-01-18 23:00:00,4.33569,4.35143,4.29696,4.30277,28204.6903,4.34003,4.35357,4.30029,4.30783,26616.0798,False
2012-01-19 23:00:00,4.30359,4.32888,4.29915,4.3079,29943.0299,4.30865,4.33033,4.30232,4.3131,30041.8999,False
2012-01-22 23:00:00,4.3136,4.31436,4.27173,4.27478,22579.8499,4.31561,4.31576,4.27452,4.27642,23077.3499,False
2012-01-23 23:00:00,4.2759,4.3069,4.26672,4.26935,26981.8001,4.27863,4.30923,4.26943,4.27131,26400.58,False
2012-01-24 23:00:00,4.27052,4.30211,4.25183,4.25364,24056.3701,4.27218,4.3041,4.25482,4.25554,23920.66,False
2012-01-25 23:00:00,4.25442,4.25688,4.22518,4.23476,32099.9099,4.25596,4.26073,4.22723,4.23867,32482.69,False
2012-01-26 23:00:00,4.23614,4.24659,4.21143,4.22225,26905.3199,4.23811,4.24863,4.215,4.22614,31329.78,True
2012-01-29 23:00:00,4.23024,4.26348,4.21832,4.25402,23949.8603,4.23196,4.26558,4.22237,4.25718,24041.38,False
2012-01-30 23:00:00,4.25252,4.25451,4.20511,4.21793,28031.96,4.25568,4.25831,4.20715,4.21937,30821.7103,False
2012-01-31 23:00:00,4.2167,4.2379,4.18157,4.18472,30746.8801,4.22134,4.24143,4.18538,4.1894,27891.12,False
2012-02-01 23:00:00,4.18704,4.2031,4.1816,4.18437,24935.8299,4.18851,4.20506,4.18313,4.18952,25385.8401,False
2012-02-02 23:00:00,4.18474,4.2015,4.16187,4.16932,29370.53,4.1899,4.20323,4.16437,4.17248,30654.7401,False
2012-02-05 23:00:00,4.16061,4.18852,4.15263,4.17055,25561.43,4.16225,4.19158,4.15386,4.17391,25772.0997,False
2012-02-06 23:00:00,4.17217,4.18279,4.15186,4.15606,23979.45,4.17334,4.18478,4.15421,4.15775,24105.0998,True
2012-02-07 23:00:00,4.15467,4.1867,4.14838,4.18209,27684.3401,4.15879,4.18892,4.15006,4.18391,28036.5801,True
2012-02-08 23:00:00,4.18284,4.21273,4.17238,4.19099,30578.23,4.18421,4.21496,4.17356,4.19606,30826.1199,True
2012-02-09 23:00:00,4.1942,4.22841,4.18937,4.21173,25473.5301,4.19562,4.23257,4.192,4.21421,25193.6099,False
2012-02-12 23:00:00,4.21215,4.21216,4.17182,4.17513,21856.3199,4.21479,4.21479,4.17448,4.17631,21842.5003,False
2012-02-13 23:00:00,4.17634,4.19952,4.17031,4.17197,22997.43,4.17808,4.20303,4.17367,4.17531,22587.86,True
2012-02-14 23:00:00,4.17549,4.21077,4.16273,4.20621,26448.4097,4.17666,4.21333,4.16493,4.20787,25386.3701,True
2012-02-15 23:00:00,4.2081,4.24109,4.18933,4.1946,28727.1601,4.20932,4.24397,4.19299,4.19584,28278.4202,False
2012-02-16 23:00:00,4.19446,4.19977,4.17283,4.18079,23823.2001,4.1986,4.20249,4.17564,4.18253,23738.9998,False
2012-02-19 23:00:00,4.1663,4.18069,4.16003,4.16792,18077.5398,4.1675,4.18436,4.16245,4.16906,18837.5898,True
2012-02-20 23:00:00,4.16878,4.18735,4.15834,4.17381,21615.1199,4.17082,4.18867,4.16041,4.17695,22293.45,True
2012-02-21 23:00:00,4.17628,4.20155,4.16668,4.19838,19436.34,4.17745,4.20363,4.16973,4.19946,19684.54,False
2012-02-22 23:00:00,4.19747,4.19998,4.16304,4.16812,20706.4099,4.20257,4.20492,4.16366,4.17008,20881.5198,False
2012-02-23 23:00:00,4.16983,4.17278,4.15643,4.16176,19564.28,4.17096,4.17528,4.15847,4.16256,19690.6499,True
