feature_0,feature_1,target
-7.9788157318484,-7.216708437518435,0
-5.82621888085428,-9.775159105928912,0
-6.442583127685372,-9.257940336419612,0
0.29679915559088776,-7.659644628813211,1
1.5341133625338752,-6.693717681627265,1
-6.826855175927672,-7.99908054321664,0
-4.625645604071675,-7.797245745927748,0
-5.95475706025995,-9.157589510163035,0
1.3855798206887955,-9.440510162173176,1
0.1565226543264696,-7.05906319762432,1
0.36122501155491255,-7.724766816499674,1
-0.24328146030500497,-5.354707505203909,1
-5.976367076163198,-9.013392942499095,0
-5.997964683369578,-7.00937546388867,0
0.5172201946917633,-7.463204766788474,1
1.3884308139720187,-8.11681373581245,1
0.49561245136254195,-7.483308622724769,1
-6.609545106328764,-6.714178567239577,0
1.2243617721942162,-6.891007316513721,1
-0.41777746834281815,-8.157067886086997,1
0.4589047143126035,-7.398258687937072,1
-6.95848690209377,-7.271051450326728,0
0.5095829061443207,-6.826172629518824,1
-5.580998377255105,-8.719260613149421,0
0.6833662386608861,-6.465587675551847,1
-6.59816728349459,-8.231856639231278,0
-4.0674894533687915,-7.180973279708544,0
-0.12324184245315195,-7.515083845393028,1
2.073452370443647,-6.160149421574197,1
1.1256315794428493,-6.909202364642435,1
-6.262686473138109,-8.021463467430724,0
-0.5866386011600462,-6.853097495397869,1
0.09826269938492771,-7.1204715486199,1
0.0506310834337379,-8.036716808397937,1
-4.849683022020986,-6.140919086646027,0
-0.022453609991232915,-7.628967007125003,1
1.0399311239555882,-7.670647585944765,1
-1.2279504713056313,-7.817119297245209,1
1.4842630597850897,-5.767999591363251,1
-5.148559841983304,-7.093394077586137,0
0.06594429865538687,-8.422476885400672,1
0.7380623656731384,-7.2691282473606815,1
0.8079991590576647,-7.599388991587545,1
0.8059431583461499,-8.301994520373835,1
-5.4343844617095645,-8.956407241212563,0
1.0048661968300698,-5.8528054641241685,1
-4.414750493359386,-9.577324531635744,0
-3.917023027022813,-7.401962210147232,0
-4.9139868843524095,-8.88911399755112,0
1.168960589486276,-7.230316990773681,1
-3.003957716167195,-7.754354143991278,0
-5.088417291014705,-7.430534400341274,0
0.6429854928060155,-6.45704490626773,1
2.1629472508664533,-7.2145411334041585,1
0.2805918129238957,-7.302338555120572,1
-0.06734136701366378,-9.001621927657508,1
-0.8624760904794739,-6.3755909031085185,1
-5.5480216329241525,-6.930842697578839,0
1.353707542953836,-6.721843790320714,1
-5.627276455179673,-10.427197207485984,0
2.4611428497324765,-8.749383973349643,1
-5.044508979769464,-8.109489042935813,0
0.11275218083540783,-6.390621549013983,1
-4.732655009181167,-8.888416787680171,0
-0.40417931442108634,-7.880955488961346,1
1.214130685525702,-7.190722395648937,1
-4.767113021262231,-6.279052617664091,0
-5.743432556959323,-7.898324596753738,0
-4.72311495458226,-8.100771130402793,0
0.9498068411680483,-6.034757021150045,1
-7.323073400850287,-8.885697809513731,0
0.5576906736307752,-6.9429987859472435,1
0.9563732402891999,-5.949472178999582,1
0.8927736088020406,-7.717749419656366,1
-5.518587507284516,-8.413219008248792,0
-5.710396215945506,-8.623991165473042,0
-5.072470859253156,-7.6747116346070605,0
1.299480396464166,-7.032228184707616,1
0.5949176447725953,-8.218336843612263,1
-4.4276739365915505,-9.392214478597747,0
-6.128746042161841,-8.292366505377503,0
0.6399823762860738,-8.367580030295043,1
-6.467509125353064,-6.861250814211781,0
0.6915594882553953,-6.304544324042855,1
1.5687215843262177,-7.505248852942683,1
0.4273441684022743,-7.746985899022792,1
-6.266941479565876,-7.981010210543689,0
-4.614591905607808,-9.613697819853048,0
-5.697570014444917,-8.265377800218033,0
0.7869109599986635,-5.682922957938875,1
-6.6059806230887315,-9.295788886119649,0
-5.480512270958281,-8.44390379696102,0
-1.091979355470604,-7.718460043963066,1
1.0918940674248945,-6.808619812004217,1
0.047380875364714914,-6.920882811692047,1
-4.926077532901397,-8.814268307865644,0
-5.357064093412006,-8.457190775442392,0
-0.9850174580997315,-5.855665928308965,1
1.1366810144107493,-7.593114691761892,1
1.4953414075810167,-6.112546107327322,1
-6.527698338226033,-6.728461906297126,0
-6.121887676543246,-8.567759413440053,0
-0.02487718353042012,-7.260267342777565,1
0.12517946402815605,-7.938990565116198,1
0.33146315846400426,-6.5329928948641545,1
1.4921435653042758,-6.676375803130394,1
-0.6876495455200942,-9.406476645807041,1
0.9553949036458198,-7.607112481312588,1
-0.28507248816715025,-7.6213818213336975,1
0.3860746107004819,-5.975005293144751,1
-5.599263533198526,-8.416210046792855,0
-1.1419338820313574,-8.53263193234191,1
-6.4099754716595525,-7.256223697316697,0
0.49981038458162036,-7.834171084671604,1
-0.48168678951871136,-6.662518282885207,1
-7.4661058996417555,-8.321448548369808,0
-7.4672381774800005,-8.260846138932644,0
-6.072262074251659,-8.01710196091965,0
-7.794644505853645,-8.877691046894459,0
-4.710899422791476,-8.32195206852661,0
0.1816113675297097,-6.469237120863137,1
-5.606938367300405,-9.252729565346026,0
0.6574675580609153,-8.524112813980478,1
-5.650678634072255,-7.144631000318997,0
-7.085218926309854,-10.08632747999963,0
