ParticleID_0,ParticleID_1,ParticleID_2,ParticleID_3,ParticleID_4,ParticleID_5,ParticleID_6,ParticleID_7,ParticleID_8,ParticleID_9,ParticleID_10,ParticleID_11,ParticleID_12,ParticleID_13,ParticleID_14,ParticleID_15,ParticleID_16,ParticleID_17,ParticleID_18,ParticleID_19,ParticleID_20,ParticleID_21,ParticleID_22,ParticleID_23,ParticleID_24,ParticleID_25,ParticleID_26,ParticleID_27,ParticleID_28,ParticleID_29,ParticleID_30,ParticleID_31,ParticleID_32,ParticleID_33,ParticleID_34,ParticleID_35,ParticleID_36,ParticleID_37,ParticleID_38,ParticleID_39,ParticleID_40,ParticleID_41,ParticleID_42,ParticleID_43,ParticleID_44,ParticleID_45,ParticleID_46,ParticleID_47,ParticleID_48,ParticleID_49,target
4.14536,1.7634900000000002,38.8662,0.259739,0.0125786,0.19253800000000001,1.3373,0.826626,3.4485099999999997,0.197669,4.43265,203.57299999999998,-0.189228,0.208693,2.1110700000000002,698.763,0.304613,8.523489999999999,0.26205500000000004,1.18783,0.22569499999999998,0.32914,41.8201,3.7066199999999996,0.41442799999999996,0.0967838,113.227,1.5388700000000002,0.156225,0.23625500000000002,7.3761600000000005,1.16523,0.48581599999999997,342.32300000000004,0.0952939,0.340497,0.384524,-3.73083,1.3841,0.0933586,136.946,8.35398,0.0394848,5.79306,0.0,0.156641,0.21467600000000003,2.2719,0.326368,0.189545,True
4.88707,1.03654,18.1173,0.24345300000000003,0.012461100000000001,0.35083600000000004,1.26094,0.79756,3.3285699999999996,0.17053,4.53705,109.958,0.103913,0.56319,2.42583,931.5189999999999,0.415315,8.72985,0.23053,1.36781,-1.1548100000000001,0.291277,127.124,3.4361300000000004,0.473578,-0.265262,113.58,1.58699,0.138521,0.0861283,7.317769999999999,1.55554,0.6517109999999999,378.48699999999997,0.0308899,0.277383,0.275075,-3.00394,1.6280299999999999,0.12077,170.002,10.2468,0.12153599999999999,4.60837,0.0,0.17493599999999998,-0.138354,3.7579800000000003,2.4717700000000002,0.284857,True
8.04229,4.71635,29.3655,0.34351,0.00934579,0.173673,0.9689180000000001,0.5767760000000001,4.1748400000000006,0.21098499999999998,4.47738,5.489380000000001,-0.364071,0.435644,1.33756,254.136,0.05429830000000001,17.7424,0.336449,-0.141805,-0.752312,0.196262,16.2262,2.19453,0.269574,-1.64323,67.611,1.9968599999999999,0.200168,-1.27459,10.5217,0.574499,0.625807,474.337,0.010374799999999998,0.18825799999999998,0.7074819999999999,-2.39241,1.02119,0.0906068,102.521,-47.2044,1.59705,10.4857,0.0,0.25953699999999996,-0.146309,12.8231,10.7148,0.22383699999999998,False
4.68347,1.32846,19.9552,0.242331,0.0051458,0.46684499999999995,0.947253,0.7866479999999999,3.41316,0.191647,4.41221,307.423,-0.26060700000000003,0.141594,1.66885,645.846,0.373744,7.02151,0.26929699999999995,1.15323,1.4310200000000002,0.310463,63.8482,5.82253,0.43379799999999996,0.00557926,17.262,1.64095,0.157934,0.00400014,6.6585600000000005,1.68861,0.378855,244.297,0.103622,0.390863,-0.125165,-4.21892,1.07369,0.0843375,157.47,-13.5763,1.05246,4.1129,0.0,0.09690080000000001,0.426806,3.79463,1.72148,0.27105999999999997,True
4.0191099999999995,1.24641,158.026,0.257425,0.00337268,0.166128,0.6448189999999999,0.79205,3.45244,0.16927799999999998,4.4052,398.075,0.557371,0.21674200000000002,1.76643,789.5939999999999,0.370741,7.6631800000000005,0.266442,0.89205,0.3488,0.279933,46.7567,3.1604099999999997,0.48668199999999995,-0.433388,5.33153,1.43359,0.151859,-0.047156800000000006,7.77805,1.10219,0.747876,181.571,0.08471469999999999,0.355599,0.200691,-3.43606,1.1927299999999998,0.100512,143.842,-13.5494,0.784512,4.8832699999999996,0.0,0.161832,0.08858400000000001,1.4308,0.07787260000000001,0.228161,False
5.70904,1.47244,95.7047,0.342252,0.00692042,0.101048,1.03225,0.754609,3.57261,0.157681,4.44486,474.214,0.592074,0.732133,1.55341,627.576,0.229859,10.1043,0.224913,0.611119,-2.6722,0.250865,45.1563,2.22083,0.42663199999999996,-1.88933,150.565,1.73185,0.133804,-0.0741434,10.1884,0.7250260000000001,1.6924599999999999,82.934,0.019436099999999998,0.256706,0.0272142,-2.07268,2.09525,0.10555999999999999,215.455,-6.17305,-0.640962,8.275789999999999,0.013840799999999999,0.255769,-1.1916200000000001,3.9887,3.66701,0.210033,False
2.91087,0.499442,71.1581,0.245716,0.019340200000000002,0.22175300000000003,1.0283799999999998,0.877755,3.48156,0.227221,4.39843,201.65900000000002,0.9673700000000001,0.377006,2.80093,1977.46,1.18818,16.6983,0.31399299999999997,0.8059350000000001,0.6751189999999999,0.29010199999999997,172.609,5.10109,0.48748199999999997,-0.548542,38.5401,1.16059,0.16588599999999998,-0.0883463,4.93219,1.24119,0.733142,291.607,0.103895,0.334282,1.76258,-3.8359,1.4893,0.07448710000000001,154.41899999999998,-9.71053,-0.211653,8.75088,0.00568828,0.114001,-0.11923299999999999,0.755613,0.0928926,0.21786999999999998,True
6.28744,1.8919099999999998,118.971,0.26368,0.00990099,0.149204,0.640875,0.7022189999999999,3.7624699999999995,0.155357,4.71151,386.20599999999996,0.0637211,0.7095319999999999,1.64485,613.53,0.22699699999999998,19.4215,0.269307,0.9894629999999999,-1.85365,0.279208,40.8801,3.2859300000000005,0.44201899999999994,-4.3112,5.72277,1.64202,0.130146,-0.515063,8.08642,1.1546100000000001,0.666351,248.62599999999998,0.0337337,0.377035,0.361132,-3.6872,1.02045,0.0941976,149.59,-29.4384,1.14923,16.0267,0.0455446,0.153371,-0.147029,3.81074,0.506149,0.260731,False
5.01581,1.30265,95.2253,0.25816,0.0136752,0.15516300000000002,0.9592729999999999,0.767517,3.60395,0.159436,4.4701,321.116,0.9593809999999999,0.556189,1.6210799999999999,669.508,0.364404,26.5464,0.261538,1.59566,-0.295537,0.290598,39.8435,6.07287,0.471944,0.0393907,142.671,1.7449599999999998,0.172835,-0.527165,6.12681,1.69757,0.9775739999999999,94.9921,0.081287,0.38602600000000004,0.3479,-3.05555,0.9966139999999999,0.0735297,160.27200000000002,-46.0418,0.429026,5.648540000000001,0.0,0.100598,-0.310802,1.69203,0.021453,0.26672399999999996,False
6.804589999999999,3.32364,143.211,0.422654,0.0,0.0,0.86024,0.739541,3.55734,0.179086,4.08136,172.886,0.579339,0.22147399999999998,1.5212,459.401,0.10033500000000001,39.5275,0.275362,0.27358499999999997,-0.31065,0.24637699999999998,51.8422,2.2484,0.290769,-1.5319,151.37,1.52036,0.191814,-0.8534299999999999,12.539,0.432781,2.398,350.26199999999994,0.014981399999999999,0.196872,0.105038,-1.08936,1.22191,0.150599,147.945,-69.3682,-0.115854,8.058689999999999,0.0,0.34539200000000003,0.014743200000000001,3.89906,2.7493,0.19742,False
