X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,target
-0.00212228,-0.00147811,-0.00138575,-0.00093522,0.00188052,0.0018301,-0.00600048,-0.00188099,-0.00097756,-0.00270243,-0.00039974,0.00130443,-6.866e-05,0.00077245,-2.677e-05,0.00370818,-0.00021774,0.00100784,-0.00235503,0.0005062,0.0005102,0.00087352,-0.00113717,0.00016646,0.00293414,0.00278572,0.00636393,0.00302728,0.00077595,0.00384886,0.00246226,0.00144358,S
-0.0040145,-0.00148474,0.0006307,-0.00131832,-0.00082604,0.00017807,-0.00196556,-0.00235865,0.00064674,0.00169902,0.00145764,-3.436e-05,-0.00023735,-0.00044389,7.511e-05,0.00020793,0.00025169,-3.35e-06,-0.00033795,-0.00037626,7.888e-05,9.344e-05,0.00015807,1.31e-06,0.00432648,0.00156589,0.00313766,0.00223888,0.00050894,0.00032649,0.00051186,0.00018363,D
-0.00129899,0.00024651,5.41e-05,0.02316667,-0.01664736,0.00329119,-0.0012924,-0.00091776,0.00017639,0.0222893,-0.01754177,0.00268234,-4.101e-05,-8.5e-05,4.12e-06,0.00231517,-0.00129613,0.00016919,-0.00040793,-0.00033858,7.478e-05,0.00235338,-0.00101946,0.00031446,0.00132328,0.02871691,0.00159489,0.02849073,9.447e-05,0.00265868,0.00053539,0.00258391,S
0.00206282,-0.02928201,-0.00015381,0.00130251,0.02511911,0.00077402,0.00158221,-0.01573906,0.00020001,-0.00054932,0.01518625,0.00022941,0.00025364,-0.00029993,-4.47e-05,-0.00064307,0.00082827,5.032e-05,-9.595e-05,0.000141,5.38e-06,-0.00053569,-0.00029699,1.822e-05,0.02935498,0.02516477,0.01581966,0.01519791,0.00039534,0.00104981,0.00017063,0.00061277,S
-0.00066861,-0.00510292,-0.02051101,0.00521913,-0.00834273,0.00626048,-0.00036729,-0.00463819,-0.01656397,0.00310897,-0.00116015,0.00089202,-0.00020684,-3.457e-05,-0.00091082,-0.00033877,-0.00067325,-0.0001874,-0.0002146,-5.007e-05,-0.00084184,-0.00051705,0.00171701,0.00195598,0.02114682,0.01166336,0.01720503,0.00343618,0.00093465,0.00077662,0.00087021,0.00265355,S
-0.00248933,-0.00157599,-0.00064625,-0.00317368,-0.00090053,0.00039917,-0.00218841,-0.00091275,-0.00047536,-0.00227605,0.00030314,0.00020371,3.46e-05,5.283e-05,4.146e-05,4.199e-05,-5.818e-05,4.12e-06,-3.049e-05,-6.18e-06,2.128e-05,2.456e-05,-1.734e-05,-6.04e-06,0.00301631,0.00332303,0.00241831,0.00230517,7.554e-05,7.187e-05,3.769e-05,3.067e-05,S
0.02609803,0.00024315,-0.00186707,0.00522793,0.00389426,-8.05e-06,0.02409876,-0.00044711,-0.00192729,0.0070069,0.01075426,-0.00120339,0.00182433,-0.00100749,-0.00011976,0.00063812,0.00060164,0.00016485,0.00223765,-0.00063756,-0.0001858,0.0002687,0.0005601,0.00042552,0.02616586,0.00651894,0.02417984,0.01289182,0.00208748,0.00089238,0.00233411,0.00075298,P
0.0007041,0.00039333,-2.574e-05,-7e-05,-0.000514,0.00011506,0.00071123,-8.013e-05,-8.881e-05,0.00107636,0.00108664,-8.93e-05,0.00011014,0.00025584,-2.205e-05,9.214e-05,0.00018332,-9.86e-06,3.492e-05,0.00028001,-2.585e-05,8.803e-05,0.00012026,-7.68e-06,0.00080692,0.00053135,0.00072122,0.0015321,0.00027941,0.00020542,0.00028336,0.00014923,D
-4.816e-05,-3.6e-07,1.664e-05,-9.595e-05,-0.00014183,-1.652e-05,-1.473e-05,-3.169e-05,1.883e-05,-0.00011417,-0.00016226,-1.514e-05,1.115e-05,7.03e-06,-2.28e-06,4.28e-06,-2.4e-07,7.1e-07,1.071e-05,9.34e-06,-2.52e-06,2.33e-06,5.5e-07,3.3e-07,5.096e-05,0.00017203,3.97e-05,0.00019898,1.338e-05,4.35e-06,1.443e-05,2.42e-06,S
0.00081389,0.00077333,-0.00027815,-0.0003513,-0.00150418,8.301e-05,0.00067811,-0.00040253,-0.00049587,7.166e-05,-0.00194334,4.944e-05,-3.434e-05,5.832e-05,1.5e-06,5.2e-07,-9.95e-06,6.37e-06,-2.968e-05,-0.00014776,-4.94e-05,-3.87e-06,8.668e-05,4.54e-06,0.00115664,0.00154689,0.00093153,0.00194529,6.77e-05,1.183e-05,0.0001586,8.688e-05,H
