Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,target
2011-12-31T23:00:00,0.93868,0.93868,0.93769,0.93769,0.0,0.93919,0.93919,0.93813,0.93813,0.0,True
2012-01-01T23:00:00,0.93836,0.94117,0.93452,0.93958,36093.0901,0.93864,0.94216,0.93532,0.93998,34095.2799,False
2012-01-02T23:00:00,0.93948,0.94003,0.93035,0.93204,190045.8505,0.94016,0.94021,0.93055,0.93228,190244.2186,True
2012-01-03T23:00:00,0.93209,0.94485,0.93136,0.94166,210863.2799,0.93233,0.94502,0.9315,0.94181,205686.5003,True
2012-01-04T23:00:00,0.94168,0.95374,0.94113,0.95228,226113.859,0.94181,0.95391,0.94137,0.9527,219328.6602,True
2012-01-05T23:00:00,0.95211,0.95784,0.95054,0.9551,190663.7398,0.9527,0.95795,0.95066,0.95528,190930.6521,False
2012-01-08T23:00:00,0.95732,0.95944,0.9489,0.94955,220221.0605,0.95774,0.95964,0.94911,0.94967,226113.9673,False
2012-01-09T23:00:00,0.94955,0.95107,0.94647,0.94905,203128.5909,0.94965,0.95123,0.94666,0.94923,200497.8602,True
2012-01-10T23:00:00,0.94905,0.95664,0.94822,0.95396,217951.1698,0.94919,0.95682,0.94838,0.95425,216837.912,False
2012-01-11T23:00:00,0.95397,0.95451,0.94112,0.94448,210824.2483,0.95425,0.95466,0.94126,0.9447,205758.9407,True
2012-01-12T23:00:00,0.94444,0.95741,0.94065,0.9517,236059.6611,0.94468,0.95762,0.94076,0.95234,233451.3476,True
2012-01-15T23:00:00,0.9549,0.95659,0.9525,0.95408,175763.3696,0.95585,0.95671,0.95263,0.95428,173453.2197,False
2012-01-16T23:00:00,0.95406,0.95749,0.94472,0.94933,219355.989,0.95428,0.9576,0.9449,0.9496,222467.1493,False
2012-01-17T23:00:00,0.9493,0.94963,0.93826,0.93935,219110.99,0.9496,0.94991,0.93836,0.93953,216075.3815,False
2012-01-18T23:00:00,0.93935,0.94118,0.93166,0.93202,215533.5309,0.93956,0.94133,0.93181,0.9322,212531.7599,True
2012-01-19T23:00:00,0.93207,0.93696,0.93062,0.93431,193622.791,0.9322,0.9371,0.93072,0.9347,180603.7109,False
2012-01-22T23:00:00,0.93743,0.93796,0.92515,0.92777,180904.7303,0.93787,0.93814,0.92526,0.92795,183046.3994,False
2012-01-23T23:00:00,0.92767,0.9311,0.92345,0.92764,191743.5096,0.92791,0.93121,0.92355,0.9277,187185.4291,False
2012-01-24T23:00:00,0.92764,0.93386,0.92039,0.9215,200475.4684,0.92773,0.934,0.92053,0.92167,199687.7988,False
2012-01-25T23:00:00,0.92159,0.92282,0.9156,0.92035,189967.4114,0.92175,0.92297,0.91573,0.92057,192233.59,False
2012-01-26T23:00:00,0.9204,0.92282,0.91096,0.91199,194278.6898,0.9206,0.92293,0.91114,0.91216,187635.8305,True
2012-01-29T23:00:00,0.91162,0.92092,0.91162,0.91685,186859.0184,0.91261,0.92103,0.91244,0.91716,181467.7801,True
2012-01-30T23:00:00,0.91665,0.92275,0.91223,0.92004,212328.3604,0.91733,0.92287,0.91236,0.92026,209820.0792,False
2012-01-31T23:00:00,0.91997,0.92494,0.91145,0.91526,219927.2935,0.92026,0.92508,0.91154,0.91542,216231.9493,True
2012-02-01T23:00:00,0.91529,0.92072,0.913,0.91652,189353.3591,0.91546,0.92084,0.91317,0.91696,189301.6103,True
2012-02-02T23:00:00,0.91654,0.92337,0.91275,0.91786,184170.7093,0.91696,0.9235,0.91281,0.9185,180989.3904,True
2012-02-05T23:00:00,0.92011,0.92625,0.91782,0.9186,169837.3712,0.92057,0.92637,0.91795,0.91878,165464.3705,False
2012-02-06T23:00:00,0.9186,0.92267,0.9109,0.91159,176505.3003,0.91876,0.92279,0.91105,0.91176,178500.8099,True
2012-02-07T23:00:00,0.91156,0.91495,0.9106,0.91221,173347.07,0.91172,0.91507,0.91075,0.91268,176913.07,False
2012-02-08T23:00:00,0.91221,0.91513,0.90887,0.91169,184697.029,0.91267,0.91539,0.90894,0.91186,187108.8888,True
2012-02-09T23:00:00,0.91168,0.92001,0.91024,0.91644,157160.341,0.91184,0.92013,0.91037,0.91676,156830.7503,False
2012-02-12T23:00:00,0.91477,0.91659,0.91026,0.91647,166729.7195,0.9156,0.9167,0.91037,0.91663,163133.2094,True
2012-02-13T23:00:00,0.91636,0.92292,0.91425,0.91936,168959.1201,0.91654,0.92304,0.91438,0.91958,172319.1006,True
2012-02-14T23:00:00,0.91938,0.9251,0.91551,0.92354,181659.3602,0.91964,0.9252,0.91564,0.92376,180968.7908,False
2012-02-15T23:00:00,0.92348,0.93,0.91753,0.91913,187644.4707,0.92376,0.93011,0.91766,0.91933,189739.151,True
2012-02-16T23:00:00,0.91911,0.92064,0.91594,0.91991,143806.7316,0.91933,0.92078,0.91606,0.92029,141323.4198,False
2012-02-19T23:00:00,0.91734,0.91787,0.90869,0.9115,121978.8501,0.91767,0.91802,0.90893,0.91172,122577.8203,True
2012-02-20T23:00:00,0.91152,0.91488,0.90825,0.91229,175540.8397,0.91172,0.91504,0.90841,0.91249,173451.6301,False
2012-02-21T23:00:00,0.91226,0.91373,0.90966,0.91002,159401.5618,0.91248,0.91393,0.9098,0.91022,157947.2287,False
2012-02-22T23:00:00,0.91001,0.91139,0.90091,0.90127,164941.259,0.91019,0.91152,0.90105,0.90142,162736.6311,False
2012-02-23T23:00:00,0.90127,0.90268,0.89307,0.89582,156564.0087,0.90143,0.90285,0.89319,0.89617,154546.4397,True
2012-02-26T23:00:00,0.89463,0.90107,0.8936,0.89925,171240.7194,0.8951,0.90118,0.89407,0.89941,169227.4183,False
2012-02-27T23:00:00,0.89922,0.90016,0.89445,0.89543,181445.3698,0.89938,0.90023,0.89461,0.89559,180358.0412,True
2012-02-28T23:00:00,0.89543,0.90519,0.89355,0.90441,200853.5211,0.89558,0.90532,0.89368,0.90457,203444.6989,True
2012-02-29T23:00:00,0.90443,0.90722,0.9021,0.90585,195407.6017,0.9046,0.90733,0.9023,0.90633,197308.3688,True
2012-03-01T23:00:00,0.90587,0.9149,0.90459,0.91386,173019.3003,0.90628,0.91503,0.90476,0.91434,178669.6129,False
2012-03-04T23:00:00,0.91425,0.91619,0.91058,0.91224,176350.4896,0.9146,0.91631,0.91071,0.91234,171249.721,True
2012-03-05T23:00:00,0.91222,0.9196,0.9114,0.91873,194844.2712,0.91234,0.91974,0.91156,0.91878,189401.5792,False
2012-03-06T23:00:00,0.91872,0.92014,0.91561,0.9166,168047.5396,0.91878,0.92028,0.91576,0.91686,168457.5901,False
2012-03-07T23:00:00,0.91656,0.91752,0.90709,0.90814,163151.9398,0.91674,0.91768,0.90723,0.90838,161520.7705,True
2012-03-08T23:00:00,0.90819,0.92066,0.90773,0.91858,170949.1068,0.90838,0.92077,0.90813,0.91885,160069.4402,False
2012-03-11T22:00:00,0.91974,0.92183,0.91621,0.91643,137436.2201,0.92032,0.92196,0.91635,0.91667,139422.4422,True
2012-03-12T22:00:00,0.91642,0.92493,0.91398,0.92296,162562.1294,0.91667,0.92506,0.91414,0.92327,162280.5511,True
2012-03-13T22:00:00,0.92294,0.93311,0.92249,0.93046,171209.231,0.92327,0.93322,0.92267,0.93068,174229.8198,False
2012-03-14T22:00:00,0.93038,0.93346,0.92012,0.92296,167105.5802,0.93068,0.93361,0.92024,0.9231,170061.5995,False
2012-03-15T22:00:00,0.92296,0.92537,0.91506,0.91526,143959.1592,0.92323,0.92547,0.91518,0.91602,148465.441,False
2012-03-18T22:00:00,0.91539,0.91776,0.90912,0.91115,134890.6991,0.91557,0.91788,0.90924,0.91138,133518.9612,True
2012-03-19T22:00:00,0.91115,0.91529,0.90996,0.91157,153288.6707,0.9114,0.91542,0.91005,0.91177,150389.91,True
2012-03-20T22:00:00,0.91157,0.91483,0.90768,0.91216,155926.4007,0.91182,0.91496,0.90782,0.9124,147192.9203,True
2012-03-21T22:00:00,0.91214,0.91782,0.90947,0.91317,174577.3688,0.9124,0.91794,0.9096,0.91351,167180.5911,False
2012-03-22T22:00:00,0.91315,0.91393,0.90664,0.90781,160578.2609,0.91353,0.91407,0.90674,0.90822,149239.1409,False
2012-03-25T23:00:00,0.90764,0.91361,0.90219,0.90283,167353.2702,0.90825,0.91373,0.90233,0.90307,158905.0299,True
2012-03-26T23:00:00,0.90281,0.90525,0.90159,0.90517,155542.8894,0.90312,0.90545,0.90171,0.90535,148496.1078,False
2012-03-27T23:00:00,0.90517,0.90814,0.9016,0.90507,163096.88,0.90534,0.90826,0.90172,0.90525,164215.1799,True
2012-03-28T23:00:00,0.90503,0.9093,0.90323,0.90606,172013.85,0.90537,0.9094,0.90335,0.90635,162536.4886,False
2012-03-29T23:00:00,0.90602,0.90666,0.90084,0.90199,157017.7588,0.90645,0.90688,0.90096,0.90283,155077.5698,False
2012-03-31T23:00:00,0.90199,0.90199,0.90142,0.90142,0.0,0.90283,0.90283,0.90158,0.90158,0.0,True
2012-04-01T23:00:00,0.90084,0.9071,0.90014,0.90364,153936.1402,0.90131,0.90722,0.90026,0.90376,149044.8785,True
2012-04-02T23:00:00,0.90354,0.91144,0.90034,0.90961,160333.7192,0.90376,0.91153,0.90041,0.90997,157272.0796,True
2012-04-03T23:00:00,0.90961,0.91825,0.9093,0.9157,175862.3104,0.91002,0.91837,0.90961,0.916,173938.0613,True
2012-04-04T23:00:00,0.91568,0.92221,0.91429,0.91961,142401.3697,0.91598,0.9223,0.91441,0.91987,146854.5783,False
2012-04-05T23:00:00,0.9196,0.92057,0.91602,0.91657,53823.8905,0.91996,0.92107,0.91614,0.91751,52275.1306,True
2012-04-08T23:00:00,0.91642,0.92164,0.91506,0.9171,92156.5297,0.91702,0.92186,0.91517,0.91733,89660.3204,True
2012-04-09T23:00:00,0.9171,0.92102,0.91453,0.91832,177531.6019,0.91735,0.92113,0.91472,0.91858,183674.0006,False
2012-04-10T23:00:00,0.91832,0.91938,0.91288,0.91724,171462.6201,0.91862,0.91954,0.913,0.91756,168250.811,False
2012-04-11T23:00:00,0.91722,0.91784,0.9091,0.91109,171223.489,0.91756,0.91801,0.90922,0.91135,168203.9589,True
2012-04-12T23:00:00,0.91106,0.92018,0.91032,0.91921,157456.1313,0.91136,0.9203,0.91048,0.91989,157104.3606,False
2012-04-15T23:00:00,0.92011,0.92513,0.914,0.91444,193865.0401,0.92059,0.92519,0.91407,0.91469,196211.0597,True
2012-04-16T23:00:00,0.91439,0.91819,0.91246,0.91512,171059.461,0.91469,0.91833,0.91258,0.91545,163969.031,True
2012-04-17T23:00:00,0.91511,0.92099,0.91435,0.91573,174085.0189,0.91546,0.9211,0.91451,0.91598,173755.9704,False
