feature_0,feature_1,feature_2,target
-2.8205544698066687,4.577558444289634,-6.5722899904437515,0
-3.565129770035567,3.114782895124217,5.484984430054953,4
-2.085780023542169,3.9801747633891846,-6.143335898819848,0
-4.04802467806366,10.256918284196999,1.8257638353876657,2
0.30946510339702504,2.841826024982236,-7.379389214535152,0
0.0832546200086237,-9.93752249977948,-0.807069573717623,3
-0.9778496383325644,3.4745372531493564,-7.0489127060586085,0
-6.79257836109632,10.113622631903716,1.2803369327122374,2
-3.9515051268780557,4.845128809104923,8.351581547671866,4
-2.2012811108785346,1.78383442936569,-6.921317838830358,0
-0.28580070917617345,-10.181538153937927,-4.210825859030658,3
-5.635250739463103,9.068814721807653,1.0217343731639892,2
-2.0077528658065633,2.389027946995686,-5.846642150664902,0
-4.3270658327374205,11.39519607929125,3.892437738523907,2
-4.5844589970052265,3.8131995243220103,8.859223279908761,4
0.6760340768224302,1.0451633927337523,-6.982693099106452,0
-6.101814903587084,10.788668504177313,3.9804363058107057,2
0.3887204064515355,2.9113441695642375,-6.703935468926236,0
-3.4444134232766777,8.956295075458996,1.8702418810242853,2
-6.291258694515182,9.349180517432519,2.7631362110716147,2
-3.4753694919268883,-10.132745678387787,2.2501184199587496,1
-0.5405825993732649,2.873095610042081,-4.787134140768433,0
-5.30168066757075,8.595383943322293,1.7746660275810466,2
-4.994940621428644,10.420454957826395,4.084892994833393,2
1.6933190863805105,-10.14062945310083,-1.9775450143737612,3
1.0993393881520586,-9.353392459548429,-1.4235255609900743,3
-4.540966679166567,-10.193458036740502,2.906136323829219,1
-5.162769356542112,9.75469182887676,0.9827238422660849,2
1.9775321709474998,-9.480015903933719,-1.8813104779751735,3
-5.582234511480371,-10.504333737737946,1.4914260835543094,1
-4.191079319765854,9.029767257223048,3.024662813317051,2
0.2058625664216278,2.2032654352144467,-7.555839685398809,0
-5.2832695376018135,9.112419658042763,2.3621361747793466,2
-8.191741372488838,8.539772738561995,2.085921037022426,2
-4.84143949681345,10.384824737200148,1.1047916771726602,2
-4.834023148059487,3.380548077283278,6.99573775203564,4
-3.4430560058603406,3.346701157933103,-6.91491745584878,0
-4.217489457650375,10.49420944140595,1.1447948448264786,2
1.1267876917140924,-10.11159855183231,0.5164796294637164,3
-6.796009552619196,10.536932898678996,3.262634940643953,2
-3.3370863318768924,-10.28270036635913,2.2297269533023982,1
-1.9500007116621503,4.094681792489749,-5.014405858984364,0
-2.530966781918694,-9.030828727886474,2.073691055145676,1
-3.3641790407241063,5.576000509894061,7.998645236450075,4
-0.8000238496169423,3.159785957352683,-5.848905968913051,0
1.9112156669163591,-10.782548130637839,-4.052865525445705,3
-3.327577891783775,-12.09778791082817,3.0832621618240834,1
-5.198753524535226,10.898908680946253,4.343873468102342,2
-4.5572267667106825,10.088598058797428,3.6027837419628095,2
-0.32319769825375866,-9.368549407160122,-0.6320074041534052,3
-4.509011529288021,2.3315888347335267,9.282661944147026,4
-3.7165558791460986,-9.235677509080318,2.5352120093763237,1
0.378945111271176,-9.393554216110122,-0.9738011238360679,3
-0.7305503195800533,2.959675987343905,-5.4303526912333036,0
0.334051239851193,-9.47076776501742,-1.4363064346288814,3
-2.4710161319891846,5.677147493464546,7.159913870489366,4
-4.39273008553984,4.817106779163601,6.046366238878752,4
0.49444993626097905,-9.26589265302118,-2.2100110771878123,3
-3.7536120706146536,-11.53255213383443,2.6085326619262803,1
-1.7772425134199037,4.086069741795607,-8.690276814939505,0
-4.740722462613318,4.882135815931263,7.81979368883405,4
-5.249322367787454,3.7467643914849296,7.4743217635201065,4
-1.650509766749507,5.452481117712248,-7.470541227611671,0
-2.795991634852414,6.568716238954944,-6.928527160326477,0
-1.6695219209221743,2.8976753677764706,-6.641545762257044,0
0.2873236410573115,-9.911123287974627,-1.152172748872699,3
-1.3634611537325623,-10.902937276778715,-1.3711372142482205,3
-4.389246217846255,2.5312595770349335,7.007105620319583,4
1.7956541930636307,-10.188495159212142,-2.0599251854335727,3
-3.0796394714883,-11.869282432823198,3.4394027679147587,1
-1.0813240133109745,-10.38314670810782,-1.7545944657859214,3
