attribute_0,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,target
0.0998146143797468,0.250250201410252,0.260423140128613,0.392230295892037,0.0763752959124476,0.274925326512403,0.357504069438682,0.556155994121878,0.411105367180113,0.517420182656988,0.422567922617094,0.487582639099539,0.481071708407976,0.358981528013897,0.452181711219357,0.263806944529756,0.106563433155168,0.079740736835199,0.641586100234815,0.146312494265676,0.524574228100925,1
0.900312072224885,0.249469749077191,0.227422740556097,0.162740097552668,0.413995390680253,0.463898992519795,0.0564655114640873,0.774126785049773,0.0248175157150187,0.401727863871273,0.639730653098678,0.102036840429839,0.542898851403569,0.315914733327372,0.400309900470612,0.527878303608048,0.442567066024349,0.150277372889551,0.704040679344881,0.539467904189174,0.515495276013274,1
0.336987858382163,0.673603518445287,0.763243850933094,0.872533017797529,0.870106058526031,0.766037349994247,0.718884868489329,0.257804421259553,0.442640044132643,0.447110189974668,0.244395162657992,0.531000374269195,0.106037695312226,0.876906488461564,0.0678393996863297,0.111694387907719,0.903962148754582,0.838548841631354,0.249786990917388,0.796892215683117,0.218062309409944,1
0.835787041276306,0.109410984916949,0.0895826815858359,0.0406541130819417,0.12785994428401,0.232303876775278,0.12949923903622,0.8823368327182,0.236494731361346,0.849660853289399,0.570918322663571,0.264887047402433,0.591188751833448,0.0705977634737176,0.702466848367391,0.693511070408946,0.252036786708451,0.0672331616490035,0.830684624446343,0.464777548458556,0.797000840980762,1
0.292473444828211,0.0935689430253618,0.00735577451158849,0.105299414649538,0.16573475550953,0.240579140275928,0.112249766763127,0.398312331804694,0.0793174933354296,0.240938446149235,0.463154887294214,0.0858312005563866,0.489948555325928,0.103796259938029,0.546789296562534,0.63548402105626,0.210035050778491,0.0400107739255619,0.898490023320443,0.595412660775777,0.396099656110128,1
0.277419054600154,0.997990997079526,0.713622027120197,0.782262266443123,0.944572117549782,0.83670533984546,0.71476386150038,0.293150016010972,0.492345165739952,0.634391356177687,0.3016922055404,0.738379157761674,0.4489100002065,0.724805128056327,0.518611605940256,0.363960661379561,0.965936583453797,0.774046997706791,0.0180175431873995,0.953687663843165,0.568880251134798,1
0.284501050681637,0.566002327033717,0.528525278707518,0.551553490419479,0.762886684375991,0.0541259286329446,0.788046783552276,0.16439218764125,0.739096364403603,0.91742621153291,0.471767492341223,0.74848010087391,0.818642980577251,0.126833784589859,0.425730076479987,0.377904760488798,0.546140541546056,0.632891452199015,0.380783916364283,0.378254956401333,0.147893789863888,1
0.953741602679501,0.737675049583063,0.87617458680105,0.940461640015004,0.39710406344663,0.630451103111235,0.575691727985568,0.598219113356163,0.125785793542194,0.48001402947851,0.244395162657992,0.495380774212449,0.667329781169168,0.804697897946894,0.73039053394151,0.732943230543145,0.485881105602145,0.857598183408063,0.867235739544007,0.546173192701199,0.42916217854418,1
0.264007919975348,0.34111794471083,0.432091856145041,0.43043933157373,0.339217470230133,0.717267392797529,0.072287155125938,0.467748781690166,0.271312956499269,0.251477355100717,0.355640604229311,0.0604633325759524,0.986027097419415,0.542056581004035,0.760971094353413,0.751469202734897,0.509414078696794,0.436103559519419,0.343730325566264,0.714227632860279,0.413555100299402,0
0.497217364882862,0.425108688412603,0.310819051534609,0.670207573843796,0.87636367406015,0.373569686644795,0.675680201132481,0.622950399238616,0.41236139741036,0.545850282066869,0.570017373042012,0.557648932035252,0.321346500109555,0.594400901070172,0.173836453848967,0.141838160637318,0.959948758411464,0.572268274518339,0.72959674465047,0.974060924432923,0.60572088916924,0
