feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-1.5706479125976822,3.4311503301658486,2.0488523988964014,-1.7956703869599075,3.0962525178891176,-6.687818203640998,4.746041251560887,6.890746678925551,-7.823117651975325,-7.7849164311185115,8.077907529584966,-0.917562387011504,-5.500445421766512,9.199144490576707,-0.7868188994651644,-2.730672541736662,4.221686470886412,10.574061288228242,1.8271407470899104,-1.4754804975486304,1
-6.069531285972489,-5.938006405594602,0.5107252725620051,-9.206762928980275,-7.641065735488525,-10.223505136263947,-4.277361739117028,-4.545108608813888,-11.040363940653815,5.2946858344420376,-5.519562956944704,5.245707400001181,6.0394808524956565,-6.120744259819738,8.611402549321767,4.9841922148920075,-6.924081524435022,7.143557043901916,9.758536563550571,-7.903316837148633,5
6.539425802987958,4.995680484446966,0.7712435131084541,1.8762399974912336,8.823516341302177,-2.837027106729183,-5.8018978482316355,-0.5077682471227511,8.183861474597014,-7.638540927942288,3.7473117944599914,-5.044060222806718,2.923022138250814,-4.179910531279123,3.7052215679137843,1.0695988582712135,-0.6083213672821199,-6.474198535296285,8.29075163617578,-1.7655145340095264,2
9.239224701476953,1.3989251763965713,-3.0533269821992697,0.9879542813899707,5.163790112670204,-7.194226126506309,7.837156636589244,4.040524048844753,-6.774138838192011,4.549714640986902,-0.48500090956385167,5.657038791812368,-9.60047626021988,1.735238711341056,6.133504555390946,-8.817048042513077,1.8948259812337902,6.902873810276057,-4.2988989151085875,6.5637505810925205,6
8.108886270255221,3.065482989949411,-1.5768853886483223,-2.767106251608493,5.037967085069572,-7.986595409819185,7.54295676651514,5.615786977772817,-5.3951205371924145,5.147173868476227,0.05368875661151721,6.012191188459669,-9.016854346378084,1.1756623065870795,7.297458280837864,-6.424897379621227,3.618904403479326,4.337380027083266,-3.1181838583567014,8.16775062216971,6
-0.9463394040840513,2.1099984691024694,-5.164024507532164,3.9125645030890115,8.232688288779796,-7.00082718453827,-7.0674252494977745,2.282372562814903,3.5458358060661777,2.2079186171739518,-0.17555901824349507,-9.813426067298742,-8.097078994818276,5.525655654921506,4.874958753714115,-4.661347229165789,0.40979947360333635,6.340180515457236,5.134041553390663,-8.608601675429428,7
3.458573644150769,3.288926217346634,1.9366272545446144,1.8101156288482942,7.113939481745348,-5.867410309732554,-7.293965525064723,-3.332402529088367,9.036827089236128,-6.719612489414008,4.534268061056046,-4.0554668042535935,2.79521209512429,-3.838054753487067,2.8461030174795763,2.8495847373640766,1.5745175950827717,-6.072661026357652,9.303858816821009,0.36841625289465596,2
-6.297290909628969,-6.4461897365144285,-1.3587032447509162,-8.622441515956801,-8.879585626875436,-9.805475500148352,-3.4340429031078843,-5.167557748557472,-10.115379999170784,5.640640445072529,-3.2027169964975615,3.127602722761116,0.3841237417323322,-7.245864018284931,8.154259764848788,4.61324640433426,-6.765541957448385,7.763468659181655,10.307310142030616,-7.700362434359561,5
-3.47101707137651,10.499604703643564,8.6832098399812,5.977737034051118,6.518158746381096,-8.065930368180993,0.42404004720184374,-9.421383084359416,1.9023061240901455,5.9645608862215305,-4.417292870487012,-7.234283585733825,-5.542584741472687,6.861787022104282,-0.1224674213307076,8.488708278386225,9.212050307815137,-3.6582502651015094,-1.4932662250493434,-5.249553327184081,0
9.456711721506807,-3.133543144723263,-7.430520762357473,-7.928501024471319,-1.813735403915609,7.72806704746652,6.165820949600855,-2.912680426129979,-0.5799329829731926,-0.7664325923359643,-2.4894830542955853,-4.714007570887967,-5.822585011592156,9.323810000961222,-6.905672788605808,0.9841677916995304,3.677663533825721,-7.346603753343531,-0.19047440474853317,-1.0809052059039916,3
