feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
0.645185128808127,-0.9985001268595289,1.0231221554052852,-0.5502353235512725,0.9001497346530152,-1.794239266425945,-0.1462333877664941,2
0.5128109897244263,-0.2237606552280525,1.5892704219488538,0.4302005386540198,0.8053238419213626,-1.6495957868729711,1.998627539710454,4
0.8266382627353999,0.4360072350691059,1.0487632675734964,0.5603707532143627,0.8002180303008692,1.3413138922819756,0.8626451291066373,1
-1.5227019885704522,0.8317578650281692,0.8264162278515788,-0.9640021247917276,-1.577404513478928,1.329087192565244,1.2158839860608261,4
0.6528228509377327,-0.48739257009365555,0.0378045828271678,-0.1955442099772393,-0.4231442730732906,-1.5049446965178694,-0.16544484353231795,0
0.43540934895953715,2.414102497779697,-0.6480402154801208,-0.5332359668669064,-1.1121596337022805,-1.8582550038293093,0.08486590114933724,4
0.3527554941516941,0.8144898601090294,-1.961584178376488,1.0445267238923464,-0.9889838422518331,-0.23908328422355804,0.3697697305444244,2
-0.03305428885604547,-0.1903632912322568,-1.9647767054461105,-0.4299312415887704,-0.8598885915833653,0.3224700611874729,-0.6124805957180918,1
1.1639154760406045,-0.18212551964440873,0.7057260185408986,1.4446673207272906,-0.12879640274875995,0.8661738073101664,0.5893565985943232,1
1.1499259215906399,0.21761304778013982,0.6987624263893613,-0.7798781513689561,0.4287698315104629,-0.3966996968194238,0.14574415039018926,0
2.4866927698058756,0.18830323226265688,-0.6034236964589667,2.633917170805994,-0.0876803482687154,0.6229764154722337,0.04045680451384019,4
0.6432200516992796,-2.2385484563886537,-1.2565898676805722,0.5164410489601174,-1.867207531119846,-1.4387080253129376,0.036556518280262566,4
-0.4339860441014857,-0.5446230989865211,-2.332456608837684,0.8108593649333955,-0.3733968960903437,2.484659138247729,-0.5422683647748963,4
-0.47280651750900987,-0.3723257124573735,-0.7598284183397727,0.3093426062136605,0.20024048314177548,-0.07487034067975183,-0.08220498011941968,0
-0.6360322846002048,0.013493014811924442,-0.1617383267854061,-0.573988089929249,1.2762796530715648,2.0144878854971293,-1.2262463093594067,3
-0.11025064238030695,0.11994217120409557,1.7371955980094527,0.7517734996444816,-0.024331375127273236,2.159490751634342,-0.8714516991336543,3
-0.9499412537536509,0.09420501265412691,-0.8372660990862051,0.3768485232819886,1.4100937939991594,0.5844028913520605,0.05351159156970141,1
-0.32828201429080733,0.1542137459166002,0.6244734261607902,-0.8846152039467409,-0.9394808283071259,-0.4398408020169719,-1.3576385140492644,1
