V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,target
0.0349306,0.0916667,0.5,0.0398001,0.209323,0.0870461,0.469301,0.0697482,0.237879,229.779,232.654,233.778,45.9286,43.6976,40.6881,-1.91274,-2.04553,-2.05151,95.8209,-0.355228,-0.563619,8.46742,1.27609,1.91486,-2.27173,-0.268995,-2.77463,85.4077,0.913889,-1.09901,12.099,0.234711,3.81011,0.0525204,-14.6531,-0.959838,196.445,0.0777778,84.1544,55.5293,-0.104204,14.3324,7.15888,128.267,21.1387,0.804533,0.244562,0.023969,65.9533,-6.84458,41.4635,11.0586,0.0476273,0.895654,1
0.0359722,0.25,0.194444,0.745089,0.912255,0.204768,0.189556,0.0506757,0.26,141.278,144.315,151.664,74.2137,75.6312,74.6467,-0.246544,-0.252198,-0.312492,75.4594,0.695712,-3.21319,21.6058,3.40446,5.2427,-1.03421,4.34678,-2.17317,71.1409,1.0,5.27125,66.703,0.466972,5.4161,0.463653,-10.334,-0.243434,254.771,0.30625,83.9294,37.139,2.04911,57.8526,1.33956,159.156,55.2683,0.535868,0.228125,0.155514,98.9567,-0.679029,37.7995,5.60832,0.258599,0.364572,1
0.00567708,0.227083,0.0388889,0.575113,0.0166469,0.173474,0.0351449,0.216106,0.357143,184.574,198.28,218.64,7.11393,4.06,2.96648,1.85126,2.80992,1.88388,90.4032,-0.500253,-5.72066,0.787489,0.48854,0.958441,2.52972,0.123741,0.494557,70.8784,1.0,4.25601,23.4628,0.170638,26.2997,0.183607,-2.15725,-0.652726,91.3549,0.833333,134.705,34.4678,1.03203,32.0086,15.3215,116.77,35.8659,0.187762,0.382303,0.0255204,171.61,3.06156,62.2671,12.9022,0.0178877,0.174437,0
0.118901,0.464583,0.391667,0.227981,0.178963,0.483627,0.339709,0.038791,0.346564,142.759,127.843,102.498,10.9856,10.7469,10.7562,-1.01728,-0.855389,-0.692569,76.3989,0.331365,10.2301,2.63607,0.489499,1.51598,-1.10363,0.208826,1.20796,60.4262,0.80625,1.59971,44.1699,0.531178,2.37846,0.484206,1.17324,-2.07858,241.975,0.641667,122.245,20.0103,2.0487,12.44,11.6418,53.8369,64.6647,0.4915,0.134538,0.0426588,101.686,0.375719,0.468998,15.4356,0.0197106,0.853295,1
0.197303,0.916667,0.60625,0.504568,0.154128,0.784901,0.4346,0.03637,0.644965,121.96,109.815,105.187,64.7663,64.379,66.6853,0.584636,0.913415,0.985408,68.9948,2.86117,3.54497,16.7351,4.34903,8.67503,0.115288,2.10934,0.162716,57.0431,0.504167,-3.12001,24.0055,0.378704,19.0176,0.25934,6.8285,0.802926,100.152,0.363889,133.291,15.9293,1.5172,36.9093,7.44379,29.9789,26.0574,0.802003,0.500873,0.0745875,65.1306,-1.5396,22.6361,11.1707,0.166892,1.00313,1
0.248744,0.969444,0.516667,0.552062,0.394993,0.93097,0.387685,0.032571,0.503385,114.19,98.9048,79.5319,49.9792,50.5981,49.291,0.278335,0.34438,0.582854,66.5333,1.8863,11.1776,14.928,2.85397,7.32268,-0.186247,1.01192,1.1913,55.1949,0.89375,-2.79819,11.8553,0.350758,10.841,0.0716689,1.54491,1.30997,221.737,0.0861111,138.996,0.38409,0.598026,13.9307,15.0034,97.5083,57.6033,0.0955977,0.218925,0.0356092,210.361,-3.79767,33.0285,1.50229,0.00934606,1.01363,1
0.309363,1.0,0.608333,0.575381,0.171364,1.03163,0.407116,0.0237196,0.491457,141.655,107.069,87.2741,35.427,33.7888,34.9804,0.59736,1.34025,1.42511,71.6874,6.1615,11.6082,8.04935,4.68993,6.93151,0.74645,0.782448,1.36873,7.91522,0.372917,-9.51112,55.3157,0.327025,17.6941,0.408518,-0.807663,0.361629,89.3307,0.597222,81.7769,26.9275,1.37667,58.9189,7.29406,128.529,12.3516,0.0622997,0.219804,0.0307437,229.597,2.29424,28.8325,15.2015,0.0362095,0.0859404,0
0.0269676,0.238889,0.152083,0.144536,0.48113,0.214648,0.128573,0.0530043,0.257725,238.614,239.371,241.503,14.4395,14.1995,14.788,-9.03805,-9.16463,-9.54592,97.5089,0.0502252,-0.494481,2.95215,0.417542,0.636839,-10.1756,0.345415,0.826541,53.1605,1.0,2.07142,31.4083,0.0646002,11.3299,0.0393283,-0.618554,2.67574,44.3772,0.277778,73.4056,4.47475,2.52618,33.9131,4.28693,26.9259,50.3491,0.638167,0.311279,0.0905276,226.703,0.846146,37.5792,6.31087,0.199392,0.477884,1
0.0789062,0.380556,0.283333,0.241526,0.145551,0.364863,0.2459,0.0484048,0.268195,213.809,212.701,213.711,17.37,18.7129,20.0452,-6.09784,-6.04727,-6.10357,93.1096,0.283101,-0.126139,4.04773,0.83745,1.18879,-6.56899,2.99584,6.17235,50.4757,1.0,1.5556,7.21797,0.067914,15.0488,0.143482,2.33532,-0.401214,163.506,0.654167,130.142,9.51438,0.28519,5.4882,13.1093,166.569,56.7622,0.31719,0.0724824,0.0716169,19.152,0.831402,61.9609,2.41731,0.0159954,0.829856,0
0.00225694,0.0729167,0.0472222,0.412607,0.427115,0.0620722,0.0376991,0.184615,0.344538,52.2513,47.0487,30.3436,40.153,36.8177,26.8359,1.11904,1.14179,1.24814,46.0626,-1.59309,13.7015,15.6973,3.10357,6.3642,0.668349,0.892445,0.881953,35.3862,0.397917,6.03263,45.6039,0.279517,7.21938,0.0921242,4.11213,0.698608,105.865,0.625,74.9182,13.8968,-1.00572,39.4643,14.3009,74.2974,4.1154,0.509183,0.55698,0.0599565,188.851,-0.418705,5.41231,9.93603,0.0796159,1.00357,1
0.00853009,0.0729167,0.138889,0.646047,0.565692,0.0690207,0.122956,0.0990502,0.157714,18.8019,14.9973,11.7598,10.1681,9.85489,8.56289,5.07456,4.04626,5.08728,28.3793,2.52076,6.3354,7.42551,3.16218,3.79761,1.42208,0.768053,1.50089,67.4438,0.0875,-1.79703,37.2275,0.344445,16.1966,0.0776711,3.34296,0.344212,101.952,0.295833,195.192,25.3118,3.37247,9.49937,8.04923,22.2118,47.3998,0.813557,0.366139,0.0944749,149.303,-0.747051,47.6013,9.31526,0.139861,1.42375,1
0.0365162,0.102083,0.391667,0.952481,0.519981,0.0981606,0.375067,0.0559429,0.0866985,108.191,104.38,103.297,42.98,39.0345,38.1289,0.263839,0.424191,0.64366,68.9275,0.690082,0.559657,11.0054,1.40039,2.93395,0.000695083,-0.444064,0.246799,80.3646,0.0979167,0.518326,35.8327,0.171366,8.85648,0.209117,3.34263,0.849782,132.179,0.588889,135.251,18.2298,3.91985,25.6309,5.83269,212.56,35.9136,0.755616,0.210918,0.10634,154.642,1.11405,8.64599,11.6125,0.432627,0.962804,1
0.0105498,0.13125,0.116667,0.846077,0.391705,0.116073,0.0944971,0.0861218,0.311036,119.601,129.091,132.552,66.8407,64.0903,68.2061,0.307517,0.0639393,-0.0504301,72.7741,-2.17103,-1.44572,17.6386,4.43021,8.32694,-0.55917,-0.365004,1.35688,83.6517,1.0,2.32041,44.4761,0.279901,6.74881,0.229216,-0.236035,4.11301,40.9569,0.2125,186.917,5.6026,-1.37293,7.65343,13.588,124.863,42.8586,0.104601,0.0586374,0.0280028,170.343,0.430485,72.6418,5.33112,0.526487,0.490693,1
0.0671238,0.177083,0.527778,0.0756983,0.69258,0.162995,0.427848,0.0392275,0.281796,76.0996,66.6366,53.1822,35.5923,35.4001,33.2936,0.822332,0.909271,1.10626,56.3376,1.06614,9.63614,12.7642,1.53085,3.27013,0.188576,0.503961,1.13103,73.1454,0.0375,1.48723,41.2309,0.101926,6.37771,0.462048,-0.685914,-0.115368,238.986,0.366667,170.945,41.0419,0.245896,21.4395,10.3478,160.829,19.2185,0.493655,0.256734,0.0366512,137.49,-3.87909,37.321,7.59536,0.0179167,0.261828,0
0.424265,1.0,0.508333,0.478754,0.785514,1.01652,0.443775,0.016791,0.16538,101.522,100.273,70.4367,38.2131,37.8625,37.4884,0.260333,0.186075,0.330369,66.887,-4.2907,14.9769,11.6683,5.70297,9.84155,-0.67607,-0.566511,0.760915,62.8784,0.108333,4.25821,5.93944,0.71741,3.84327,0.212277,0.433198,-1.71296,119.737,0.463889,107.069,28.369,-0.147758,17.0886,11.8565,55.6561,30.1962,0.454414,0.0777113,0.101727,86.3046,0.789451,10.1218,13.4215,0.0792882,0.252181,0
0.176991,0.520833,0.555556,0.783454,0.55538,0.453966,0.467868,0.0225935,0.38832,79.1395,99.3653,71.9047,27.9506,26.0714,19.3931,0.143478,-0.742773,-0.399819,66.1455,-9.89729,9.60645,8.06002,4.67507,12.9038,-1.04296,0.469965,0.445979,75.5568,1.0,-2.10145,12.2997,0.205579,8.50116,0.236262,2.58703,1.60904,122.943,0.383333,188.657,52.6825,0.104528,51.39,14.5904,61.3456,11.9939,0.496905,0.236937,0.0461793,121.54,-0.855294,62.1552,9.37831,0.0787037,0.918279,1
0.0335012,0.380556,0.1,0.199278,0.0473945,0.349983,0.0951727,0.0556227,0.119678,113.232,98.5367,52.2126,59.2405,50.8764,32.0307,0.616027,0.437597,0.236541,65.9663,-1.2619,22.4302,14.4655,5.42926,27.7597,-0.102042,-0.80047,1.02258,60.5726,0.183333,-9.96261,18.0754,0.155928,1.4088,0.24433,8.3571,6.80297,161.604,0.302083,155.744,42.0441,1.14435,53.6905,18.8596,117.488,17.3967,0.75049,0.229514,0.15371,109.067,-0.753112,33.9593,3.48829,0.158519,0.992755,1
0.0264641,0.116667,0.455556,0.959434,0.634981,0.108813,0.335124,0.0852832,0.502069,85.3252,79.4942,55.0665,74.7158,66.056,42.7831,1.01906,0.969962,1.11092,56.7698,-1.9118,11.0424,20.7372,8.47564,10.2095,0.469845,0.553769,0.926705,96.7016,1.0,-6.86922,54.2107,0.832348,12.8701,0.34276,0.497666,0.582481,115.438,0.3,212.419,11.6024,-0.40756,21.3547,5.42132,135.66,25.7399,0.730641,0.292764,0.036144,217.269,0.168169,30.558,5.00579,0.0107176,0.136678,1
0.159583,0.902778,0.329167,0.576024,0.100503,0.953717,0.219546,0.0370612,0.46298,213.69,207.446,197.238,29.1277,29.2332,29.212,-3.87121,-3.69647,-3.65197,92.0218,0.137394,2.92422,6.61672,0.642874,0.78703,-4.25311,-0.117775,2.96951,98.7594,0.616667,0.126373,3.90458,0.128073,8.16109,0.467811,-1.73027,1.57611,85.7018,0.06875,212.234,17.8354,-0.750961,45.8133,12.9764,197.796,67.7902,0.332929,0.156231,0.0283307,118.95,0.994218,47.6572,32.2561,0.180365,0.167022,1
0.00716435,0.0791667,0.0972222,0.136768,0.245019,0.0747627,0.0952797,0.105816,0.0691729,54.458,62.8659,80.0412,8.88175,8.18045,9.1844,0.648344,0.400575,-0.12638,56.385,0.263419,-9.58583,3.17433,1.05489,2.72155,0.0292684,-0.0730051,0.348448,50.3105,1.0,1.38737,68.4199,0.0515659,14.4782,0.602847,3.70742,0.893114,153.681,0.252083,189.118,75.1294,-0.4938,61.9152,2.3671,138.099,47.8591,0.490659,0.425079,0.0847689,125.582,1.51769,26.591,11.969,0.250605,0.253105,1
0.0697106,0.452083,0.222222,0.198687,0.476351,0.426027,0.177406,0.0428358,0.306106,17.7458,19.8676,14.6107,22.8093,26.7969,25.9086,2.67656,3.1418,4.87369,24.9871,-3.30772,6.54785,19.0039,4.9638,8.26657,0.557686,0.388207,0.446772,50.9947,0.313889,-2.52223,14.6681,0.320983,9.26694,0.417896,-0.655128,-1.26144,37.6578,0.425,88.0568,18.1827,0.104465,11.9604,6.31016,164.781,54.4962,0.435595,0.516449,0.014525,241.937,3.88497,13.9148,7.3871,0.254508,0.809044,0
0.317928,1.0,0.372222,0.545856,0.837911,0.960604,0.340231,0.0208053,0.145864,92.2182,64.2832,41.9843,43.9449,28.1783,16.2727,0.0378207,-0.159608,-0.699784,56.4818,5.2366,15.7315,13.9774,2.64333,6.73721,-1.19746,0.53935,0.568905,67.3868,0.761111,0.536397,28.2197,0.238735,2.26115,0.355985,6.46048,-0.16939,166.242,0.877778,85.9545,38.0767,2.00977,36.2708,24.4956,104.108,7.91064,0.158222,0.625101,0.0778313,136.272,0.982906,23.3929,6.25308,0.448576,0.199536,0
0.0563368,0.216667,0.333333,0.911235,0.826718,0.19291,0.299536,0.0382126,0.219952,65.1215,69.8166,70.6149,30.3435,29.5148,27.7697,0.367838,0.334089,0.32885,57.38,-1.62831,-1.35399,10.9701,1.15165,1.8737,-0.0102621,-0.356698,-0.208226,70.4432,1.0,0.872974,15.3842,0.274784,13.4071,0.148648,-2.53192,-0.210967,57.9342,0.941667,164.106,19.8656,-1.3419,21.3269,6.73422,66.3354,77.2814,0.528685,0.291055,0.0416897,214.42,-1.53309,57.0139,19.5253,0.0235301,0.642149,0
0.131667,0.36875,0.383333,0.819537,0.610485,0.363647,0.365743,0.0261515,0.0685335,48.9525,34.5863,21.736,31.2874,28.2212,24.99,1.79685,2.45713,3.50835,41.4755,4.5035,16.6356,14.0067,3.73196,7.28466,0.379129,0.191928,1.07474,19.5236,1.0,2.62527,27.9118,0.236845,11.0549,0.334785,3.55349,-1.69999,134.186,0.716667,103.939,20.2731,0.0501542,20.2865,13.5817,157.705,49.4461,0.72794,0.406798,0.0194694,224.627,0.607602,4.45015,7.94084,0.0717766,0.808164,1
0.0355961,1.0,0.136111,0.549161,0.34635,1.142,0.0930914,0.116729,0.738478,164.771,163.227,173.285,20.5193,18.4704,18.8646,-1.53788,-2.18315,-3.09728,84.0156,1.34791,-2.67488,4.21697,1.00248,2.98853,-2.81249,0.464039,-1.23406,78.055,0.1,-0.593235,61.1001,0.199149,17.1147,0.0878658,0.343595,0.934853,138.905,0.3,178.63,45.4638,2.14223,49.6497,3.20481,130.321,34.7285,0.497295,0.402483,0.0184183,128.669,0.0365429,6.2791,9.93888,0.0265509,0.469355,0
0.0534549,0.277083,0.344444,0.328465,0.601106,0.239629,0.270996,0.0525062,0.43991,119.843,98.6897,90.1242,57.0931,52.5106,49.1897,0.233601,0.538395,0.650021,67.0255,4.88954,6.12342,15.0381,11.3077,7.61694,-0.231354,2.10033,0.128131,72.772,1.0,3.90849,30.8651,0.170784,10.1243,0.222905,1.99848,5.49919,53.1492,0.477778,62.4081,4.31328,0.752121,40.182,11.9035,211.729,33.3147,0.563875,0.657656,0.0385968,129.768,1.28954,49.2095,2.73301,0.250121,0.98602,0
0.0391667,0.238889,0.302083,0.315295,0.11932,0.169174,0.288932,0.0565898,0.457257,252.462,252.719,252.04,8.73292,7.69903,10.988,-8.47702,-8.84587,-8.09543,99.6213,-0.100747,0.151361,1.38125,0.586804,1.11527,-9.20783,-7.57603,8.5922,77.1872,1.0,14.3759,35.4067,0.0987103,3.12551,1.01839,10.9365,-0.415359,124.937,0.430556,98.6592,13.1011,1.70212,22.992,3.15235,90.7305,22.8767,0.542619,0.196773,0.0427559,173.627,0.800055,60.2635,6.26966,0.0282176,0.396575,0
0.0236111,0.172222,0.175,0.0802288,0.590635,0.158297,0.156065,0.0632353,0.21659,139.767,135.072,128.949,13.6066,11.4764,8.61042,0.5283,0.544024,0.390194,77.9112,0.319817,2.3029,2.64352,0.594514,2.043,0.402359,-0.305151,3.76349,81.0571,1.0,-3.09444,57.0199,0.195964,5.32622,0.243626,-13.8222,-1.21999,107.601,0.0972222,62.7014,29.2696,0.358691,46.5955,1.69636,125.865,55.8281,0.380422,0.37573,0.0438051,148.357,-0.477457,30.2128,14.969,0.0216898,0.0638874,0
0.14647,1.0,0.2,0.540339,0.921106,0.978494,0.162179,0.0416041,0.267651,142.238,135.017,133.411,14.7671,16.8663,19.4515,2.13516,2.09154,1.89876,78.0354,1.41905,1.16117,3.54468,0.840707,1.90262,1.8353,-6.1668,6.335,61.7345,0.122917,-0.351409,33.4223,0.272176,2.39574,0.336436,-1.56719,0.338883,60.5897,0.277778,179.457,72.8915,0.0243063,38.6523,15.9912,120.018,29.4577,0.609954,0.476304,0.0643695,232.539,0.610917,30.2479,7.30197,0.419479,0.316829,1
0.366036,1.0,0.40625,0.491245,0.817736,1.00408,0.367791,0.0169642,0.0989886,70.0167,75.9426,93.1993,29.8674,28.7282,27.8468,-0.186916,-0.169519,-0.184145,59.9931,1.12498,-9.11701,10.8113,1.56981,4.04808,-0.58322,0.296096,-0.558107,58.1165,0.839583,3.87119,13.7182,0.452134,0.562951,0.390481,0.455035,-5.79317,52.4216,0.55,105.752,11.7526,-0.713292,67.5692,0.533491,99.0311,13.5691,0.159918,0.671256,0.0963784,150.144,0.584046,90.8411,2.35121,0.0790104,1.12059,0
0.0304572,0.147917,0.261111,0.584276,0.760623,0.126951,0.231877,0.0471214,0.211417,86.913,78.7285,70.1074,37.4817,35.3829,32.2644,1.18203,1.413,1.45586,61.2588,1.21891,5.0439,10.7613,2.07864,5.27663,0.615652,0.162956,0.199836,80.3772,0.504167,8.01539,22.2623,0.088414,18.6167,0.439036,-9.00753,1.01385,84.9663,0.0944444,121.101,53.0976,1.5906,19.4923,4.37982,68.1611,11.8119,0.16354,0.486783,0.0481811,46.5481,2.67896,49.2528,19.6338,0.0903414,0.287893,1
0.0352431,0.369444,0.408333,0.508839,0.814814,0.269889,0.400087,0.0773399,0.76638,212.373,196.483,168.729,36.6972,39.0585,47.2595,-1.12557,-0.678071,-0.49037,90.0696,0.146461,8.93092,7.57448,2.02535,5.01816,-1.1196,-1.21143,1.28483,75.0902,1.0,1.74703,55.2525,0.317196,17.8686,0.415019,3.93713,-0.167725,174.567,0.220833,77.6175,46.9194,1.98504,9.27298,5.67509,155.962,54.0919,0.689686,0.359932,0.04341,254.512,-0.604618,16.598,6.05227,0.10397,0.943185,0
0.322228,1.0,0.429167,0.479613,0.823927,1.02896,0.386309,0.0218207,0.249177,212.047,187.377,187.991,32.0706,22.9281,27.8558,-0.697199,-0.2646,-0.350957,89.4636,4.18018,1.4841,4.48572,4.59158,2.12743,-0.467681,-0.83232,5.51454,68.0851,1.0,1.56815,39.745,0.244993,9.50121,0.191887,0.645048,-0.264736,127.725,0.272222,100.963,33.9124,1.8917,23.6444,7.0557,98.0702,35.7062,0.875873,0.180709,0.0488988,253.881,0.795155,4.76742,7.0881,0.103941,0.32145,1
0.118588,0.352778,0.6125,0.114963,0.67551,0.270115,0.56236,0.0352333,0.451176,178.625,165.756,126.306,19.9931,20.466,21.3309,-0.577491,-0.571033,-0.370779,84.2846,-1.57866,12.9894,4.25057,0.4267,1.89098,-0.68798,0.833995,1.00313,94.3624,0.1,-11.821,9.24714,0.212254,4.06009,0.578163,-2.10791,1.97005,76.7185,0.163889,98.6909,34.7228,0.107141,53.0709,5.87336,236.385,61.351,0.749359,0.449991,0.050037,100.654,-0.373621,58.266,1.28997,0.0354398,1.00149,1
0.138472,0.53125,0.5,0.819106,0.530842,0.435386,0.458979,0.0312187,0.478693,120.989,119.529,96.0495,21.1591,21.6599,24.1193,0.0711286,0.0746909,0.121134,73.4228,-2.7204,9.18848,5.5164,2.45887,5.19129,-0.257914,-1.13816,1.54103,79.8819,0.286111,-1.68018,33.2192,0.12551,3.11277,0.37313,-0.291104,1.19544,201.531,0.777083,232.496,7.02446,0.679625,30.4875,16.404,78.5228,51.7297,0.461748,0.433263,0.0291796,62.0753,1.53325,9.34736,20.2631,0.180202,0.234137,0
0.457656,1.0,0.4875,0.498296,0.232244,1.01626,0.467353,0.0158441,0.061218,125.613,154.941,197.896,30.384,26.5872,14.695,0.602425,0.312939,-0.212597,81.2566,-1.28097,-14.0915,5.63019,0.694324,4.69115,0.177278,0.120083,0.575326,83.139,0.285417,-0.280449,45.2567,0.323096,18.4446,0.498747,0.328043,0.0145597,84.188,0.35,90.5346,8.07031,-0.917248,33.4884,11.0303,146.208,58.7219,0.161517,0.301136,0.0913462,207.542,-0.71818,19.0463,18.0479,0.0347454,0.175664,0
0.0270486,0.264583,0.202778,0.710147,0.582578,0.220466,0.152892,0.0648267,0.495847,101.802,74.2666,51.2786,39.0506,35.2778,32.6707,0.211108,0.670543,1.1248,60.4497,5.58333,16.7158,12.1804,4.60149,12.4483,-0.301803,0.136283,0.0955392,85.555,0.720833,-2.7632,37.3632,0.0900758,14.8294,0.150671,9.6433,0.785392,179.855,0.291667,114.892,27.4866,-1.21446,61.3332,13.3696,77.9307,15.6084,0.513007,0.197123,0.0140855,73.921,-0.467862,53.6825,6.93132,0.00381944,0.632333,1
0.310851,0.6875,0.786111,0.387251,0.607582,0.636435,0.684295,0.0306432,0.424831,114.886,106.917,102.514,52.728,52.6005,53.9158,0.0589643,0.275881,0.58172,68.8529,2.08808,3.21527,14.4217,12.7629,8.84875,-0.333145,3.40014,0.753673,44.6143,1.0,0.0734755,50.3934,0.241939,9.77584,0.500469,0.0814754,2.38977,254.171,0.1875,110.605,47.3949,-0.677126,35.5709,1.7436,140.325,46.2486,0.133725,0.262957,0.116681,106.472,1.1636,17.7905,16.9306,0.0190856,0.253888,0
0.0741088,0.416667,0.225,0.370907,0.903766,0.371621,0.206111,0.0330314,0.209506,88.5251,85.8644,84.744,58.6976,56.8456,58.4279,0.165486,0.21152,0.255209,59.3171,0.115428,1.40769,21.7087,2.25711,3.63179,-0.503476,-1.14895,-0.0567762,61.9225,0.630556,1.37322,35.9873,0.11041,17.4478,1.16647,5.0532,1.60117,56.7489,0.272222,95.6936,46.3537,0.661487,21.4878,13.8509,111.84,10.9895,0.484526,0.447177,0.0437226,202.199,1.01692,66.6793,9.86002,0.658264,0.566608,1
0.110509,0.264583,0.583333,0.461052,0.580718,0.236574,0.475546,0.0311584,0.28399,115.209,78.7604,88.2785,67.4381,56.6499,53.7346,0.45396,1.40036,1.54725,62.3926,12.5825,-0.217245,14.5301,22.6825,4.11176,0.768181,0.890752,0.085132,64.6075,0.0958333,-0.739224,29.212,0.33717,8.47749,0.2254,4.18171,1.37632,230.399,0.483333,188.607,32.4669,0.65809,41.2798,2.89155,178.966,17.283,0.473841,0.271167,0.0929466,155.562,-3.74843,21.6343,3.32511,0.484919,0.669903,1
0.0165104,0.213889,0.145833,0.362686,0.926766,0.181235,0.117307,0.0690501,0.470686,49.8156,41.6092,55.7385,34.1165,31.3862,31.1686,0.389547,0.445191,0.50552,44.3843,9.47624,-10.5199,16.8671,5.22057,7.53299,-0.0156098,1.81362,-0.871286,63.079,1.0,13.6846,33.309,0.761933,15.2609,0.741785,0.168739,0.558953,66.5601,0.325,117.902,56.5706,0.070429,12.1404,3.52245,128.378,11.6021,0.499434,0.607265,0.0307102,75.9756,1.64832,49.3716,14.1239,0.341343,0.342012,1
0.0937095,0.535417,0.333333,0.297565,0.708774,0.511681,0.241815,0.0505774,0.474935,164.462,127.03,97.3838,49.9449,51.1714,44.2087,-0.0693191,0.0948819,0.254856,75.766,5.64559,14.4159,12.1876,6.19699,8.50025,-0.246506,1.69336,2.41485,86.9492,1.0,0.886156,32.7078,0.239523,0.841083,0.0904534,-0.112138,4.89654,117.74,0.5375,87.484,20.0979,-0.694439,31.2777,13.54,63.9738,14.8126,0.439528,0.42004,0.0275462,119.731,-1.09561,76.8032,17.5782,0.0118403,0.266798,1
0.0083912,0.122917,0.127778,0.401945,0.536421,0.0942182,0.103414,0.102069,0.465733,138.106,117.108,98.1483,44.1984,45.2928,43.7805,1.07875,1.1881,1.16888,73.0537,2.8568,9.38892,10.3623,1.9443,3.23635,0.792694,0.0155368,0.179776,95.4223,0.266667,5.19891,24.3808,0.127821,26.2286,0.698141,12.3092,-3.94491,7.71005,0.208333,33.2723,63.6824,-0.300763,5.21064,2.94286,63.4817,11.4933,0.483988,0.360009,0.0464766,142.67,0.891847,44.5381,17.4837,0.150503,0.0923597,0
0.451309,1.0,0.604167,0.534018,0.285897,1.03822,0.588031,0.0261537,0.253007,124.048,150.84,181.217,18.2293,16.1755,11.4135,-0.0578165,-0.395202,-3.06619,80.4853,-2.20913,-10.5883,3.555,0.797059,3.73333,-0.474623,8.6366,3.86455,99.5703,1.0,-1.70995,42.1728,0.129358,9.30551,0.524701,-14.2992,-1.75507,64.3753,0.333333,156.35,33.5045,-0.499576,47.1018,11.2616,129.686,57.032,0.317965,0.162572,0.0368826,106.313,-0.437472,11.4291,15.8345,0.219948,1.0234,0
0.238449,0.875,0.341667,0.371148,0.851143,0.779066,0.320114,0.0234443,0.2024,158.801,132.394,105.916,16.3234,14.278,12.9645,-2.86009,-2.27251,-1.88795,77.9467,2.69158,11.265,3.82278,0.903846,1.87859,-3.64694,-1.28612,-0.713811,70.8047,0.3625,3.6249,39.4764,0.104391,5.88707,0.489556,2.49591,0.746018,111.271,0.327083,177.195,57.2008,0.803517,68.5827,1.34429,178.561,60.6561,0.203855,0.405819,0.0720501,123.232,0.0862775,49.4938,5.83389,0.0990162,0.421465,1
0.257355,1.0,0.295833,0.525439,0.130635,0.999571,0.262824,0.0215871,0.130067,125.688,160.727,232.388,26.69,23.7764,8.64652,0.820398,0.599815,0.0226484,82.7569,0.715179,-20.8392,4.7418,1.39313,5.30469,0.440108,0.140187,0.603995,68.203,0.225,-2.19226,5.16647,0.319572,14.6852,0.271676,3.44569,0.8413,147.479,0.225,104.339,25.732,2.5618,54.7114,10.1169,81.0038,61.4583,0.7427,0.291063,0.0273747,70.056,0.148038,22.7524,3.07677,0.0244444,0.433847,0
