feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,target
-6.607640924230904,-5.680966065665793,-3.425851736573106,0.6940810333447455,-0.6988316057177085,1.260068953816789,5.969542620101828,-1.6921739805486677,9.236575704760993,5.294532700486514,-4.405423703841693,4.274647563951995,-6.074161937584055,9.454432447218776,-11.529201794979118,10.228694262402424,-9.514430794703655,0.37588927275298434,7.432064978542957,-7.684604855409536,1.7478067395556578,-1.9388489931494823,0
-2.333349410979164,0.010774727570186715,-0.570558320096997,1.3207994265238137,0.20088722027345518,2.312132503062247,-9.10773800889057,-3.1041332129844634,5.382231411350918,-7.644217768740325,-7.508001996734889,7.4174116793538065,7.2978576460063005,0.3694867548365945,-0.8952296254143031,-7.829398861626257,2.582635822616489,7.758930537720858,4.757669948060822,-2.0568542035567496,8.335078280004021,1.5679287577779266,4
-3.547569547338962,1.3200673581236784,0.9187230311327628,1.0283207081564065,0.3387195205095632,5.773152051826044,-8.08835985696379,-4.249050926664547,4.608269121180859,-6.206012910011172,-6.9612717861785685,7.293100055413914,7.4295458427813195,0.7488267146464134,-2.537084011293409,-8.229346398962369,2.537416127681971,7.779586603028999,3.0306440924299993,-1.5264813194598301,9.876054327058673,0.07301803765635007,4
4.628948707034087,6.745688050132521,10.275085883395006,0.530460704717766,4.287080570639782,9.804897431297515,4.973614843988995,4.357684356073747,9.151500859400617,-0.05541097131608419,-11.084434086365167,-3.9676868367811053,-10.39192856980928,-5.093087820440755,6.9030731801009795,5.146309697869644,9.637783865799019,0.3769303118773992,5.595892746690204,-5.694664619939869,-3.3377167285502853,8.581466556090072,2
0.7462052403987934,0.8715385867395355,-3.0892099913798448,0.7934017272502576,-5.302128677631736,-2.463131569771456,-4.273971594165737,3.8522832276078374,-7.068861316302952,4.470492159893174,-1.4242038442334153,6.1083769412278155,4.98838348646965,2.8362683840435987,3.888691511068318,7.641468677210052,4.376877710625802,4.2133603663835535,2.5637104138741487,-6.492047435208432,4.06872542241153,-1.3644536174254809,5
-9.153532716230808,-9.821371342192501,7.358320007866686,7.566169102627959,4.026316317696171,-0.7372465192200521,4.145389969589049,3.756734035094634,-3.4555878480807984,-9.364589682039131,-8.495533706599911,-8.55514856037864,-6.663810451509181,10.18042859864851,-8.454484258485175,1.8802254401928067,-0.5631886332776488,4.671792595202107,6.358804382881588,-1.2812167527526004,4.494814981275368,-9.364830736915124,3
0.9828875274858341,0.7602991298082179,-4.46796813493925,1.96174595084139,-5.8343798080341065,-4.334790775435549,-5.4910303838771775,2.879240249283985,-8.488886583571416,4.237387899144242,-1.5759156962115684,3.163652567083579,6.733038651416792,2.751555249988631,5.205758121821992,7.757328540842812,3.485810107163854,2.9647756149601996,1.4687321525266197,-6.2058087541230025,6.018037124761879,-2.6942552643458613,5
-5.699193084260507,2.7936186568045827,0.12218346107167954,0.7136284719793795,-1.599709883277729,4.180268017751957,-6.295905188908627,-2.5904785365247553,4.8218233522296154,-8.438835421287898,-6.512948927180734,6.031879172547265,7.127907101653025,0.5571128294984509,-1.7650956492511498,-9.528987353307317,1.2915160539415291,5.644407413894745,4.627173879910817,-1.567095825634488,7.584020383376208,1.8703636004542394,4
-3.6841193693147987,0.44210599774802795,-0.4419275917963286,1.2917685979913012,-0.694471733530768,4.766810234234077,-6.688351537381248,-4.746966399008228,5.029594621876703,-7.844451633919306,-6.715076772471712,6.0269974662416645,5.795568233919102,1.0661530966034256,-2.5422916568382603,-9.689295143618775,4.892968501615538,6.72615844718939,6.499028973439447,-0.4760897283913056,8.396806289951607,0.15129449689532515,4
-8.874626023616194,-5.4362277530066025,-2.034642142986023,-0.7628636912474607,-1.6296024886549914,1.7853129781339565,6.142870083009155,-2.565087292696803,8.359930270997435,4.565768285374131,-3.470384036820573,4.1133289217116635,-5.237878681408416,9.770282045758591,-8.838799188305089,11.562764471459648,-9.438627872434536,-0.6381671806653414,6.08856230927019,-6.2175087297243445,2.2195397101643004,-1.1869732940050954,0
