feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
-6.930608886893006,1.8551965581687406,-2.6497907730321137,-8.666658280654596,6.626914734833245,-1.2790718129068699,-4.858244579521267,7.976668785611895,-0.9094196240188057,-1.0620097082277102,5.125472728413799,7.583901200617737,2.0374508715167425,-1.9379321090944437,1
-9.05584683511196,2.293897231802042,-4.669142415242774,-9.848025261622196,6.657967465423928,-0.2879198983183415,-5.876266056105911,6.1464848838907615,-3.1862309289478974,-2.446213495125866,4.351942786950379,9.154482109204157,0.13818344863379206,-2.322481839315187,1
-9.1740097541878,1.1123571673942645,-4.205193252716635,-9.430303210516652,7.911966763561406,-1.3352251318689519,-2.8660360196047527,8.697919889133587,-2.770071685841853,-2.3077880025838677,4.392702546642326,10.526927052169832,2.824013963562437,-1.1999578452902575,1
5.999194050216654,-3.33506676553453,-7.994746487909671,-5.016452593449358,-8.66777581151518,1.124810024232732,1.749665328960181,-7.693625685401032,-4.156253133661481,7.105423698119854,-4.333218656060446,-2.4209198836375334,0.07122372377296005,6.3879439052621,0
4.551488332800358,-3.9392595790732967,-9.030579977134119,-4.25346713849415,-7.223305059040962,1.7719597358662922,2.3145895352123853,-6.406472740043871,-3.5473938471236792,7.104049730628832,-3.571545853879804,-2.882347436957779,-1.6664364270741823,4.462348372979541,0
-11.869943396860743,0.6112217498807687,-4.669687146444133,-8.028630744054125,5.753071793847821,-0.003048636608186328,-3.710416669560634,8.278403559026353,-2.836796170667574,-1.623338828051504,4.13838744083839,9.354121551130472,1.548176108451203,-3.5759475545473296,1
5.2917175621795085,-4.118380733517011,-10.004987977294537,-4.033634390932838,-9.769710452616618,-1.7387256838415788,2.7373042259078066,-6.313553311466617,-3.6684806476249183,7.979258481337284,-2.9367831251115866,-2.403743519791945,0.09517345467164895,3.178436317912518,0
-8.706937438344811,2.4737633059979482,-5.093742463733345,-7.700839982857757,7.919956925000028,-0.7759225338798521,-4.639917564384988,7.352366321253293,-2.9027270923922246,-2.5032560545969114,4.102624570461707,8.2178248277518,1.1390931488782745,-2.1954250134634643,1
-10.116576268495699,1.0693619502132705,-5.578412851497806,-7.280844384595316,5.191814760555646,-0.011162786682631154,-4.621644454283243,9.02522099806389,-3.3088167575320466,-3.089002707269852,5.360015904759194,9.555957302934718,2.053690284150807,-1.5104557993297099,1
5.270581662806913,-3.629830370422553,-10.153490497919794,-5.9056921179443815,-9.39402352503111,0.6851472525105354,3.005106769074067,-7.4270838559355,-4.2866457781237415,8.998516347371915,-4.849852036477211,-2.800354978672869,-0.7810056362282424,6.2402852344892,0
5.6434188860876215,-3.428368889233438,-10.088150442222778,-3.1842023745859596,-6.489604005954168,-0.6122326123894105,4.116929888330661,-7.331610397582775,-2.650640162502483,6.588469947211448,-4.839771868018781,-3.8995923340129997,-2.0495831843092405,5.7172060144655665,0
4.761735480638142,-3.994667640971134,-10.132322304027952,-3.6153284113106463,-8.78416785528086,0.43411676880180217,0.033123144145303485,-6.622108667983375,-4.218686914348245,8.48680520462922,-4.208940780675805,-4.025611667188058,-2.196714127714907,5.839935245460339,0
-8.720974996198605,1.6681087785248145,-6.407171538711876,-8.098911063504517,7.224713932009497,-2.4504908962625103,-4.667922735942541,7.841767445544298,-2.5859840204451503,-2.7045328452907134,6.172746446557511,8.922729119131937,1.0761112884426602,-4.501679713199067,1
2.8049774520243167,-6.651270136617596,-10.276916652049898,-4.981961384571923,-9.846094870202112,-0.3968090081101,0.9706309592955935,-7.826128759978736,-4.160176441375349,6.229496123710923,-2.8781674420392163,-3.242847948604852,-1.0981722059928676,5.2888905475669405,0
4.445203800255079,-3.8490376277143366,-9.819115956735418,-6.477682660916141,-9.198385579201737,-0.2751230333931278,0.8665306642295847,-7.502143606554484,-3.8174380021908045,7.51352045994925,-6.1590653308195185,-0.48553115099697175,-0.35931375754389516,4.6407853589516685,0
