Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,target
2011-12-31T23:00:00,99.585,99.682,99.585,99.682,0.0,99.674,99.698,99.674,99.698,0.0,True
2012-01-01T23:00:00,99.591,99.893,99.319,99.441,44658.5897,99.617,99.96,99.331,99.48,46434.3097,True
2012-01-02T23:00:00,99.443,100.302,99.404,100.127,213987.9705,99.48,100.317,99.44,100.154,219096.7713,False
2012-01-03T23:00:00,100.122,100.246,99.04,99.271,215631.5188,100.147,100.266,99.056,99.3,216935.6687,False
2012-01-04T23:00:00,99.272,99.348,98.469,98.612,229689.1902,99.303,99.367,98.482,98.634,234980.1204,False
2012-01-05T23:00:00,98.612,98.849,97.87,97.908,182054.5304,98.634,98.861,97.89,97.923,187089.3496,False
2012-01-08T23:00:00,97.612,98.248,97.275,98.058,204000.3697,97.66,98.262,97.289,98.094,221825.4003,True
2012-01-09T23:00:00,98.058,98.459,97.965,98.183,214788.2503,98.129,98.47,97.975,98.187,219359.9501,False
2012-01-10T23:00:00,98.182,98.375,97.431,97.653,219714.3213,98.187,98.391,97.44,97.67,223121.6813,True
2012-01-11T23:00:00,97.655,98.559,97.652,98.354,229943.8107,97.67,98.57,97.664,98.369,216886.5911,True
2012-01-12T23:00:00,98.358,98.803,97.19,97.577,243532.2988,98.379,98.811,97.206,97.618,247783.1416,False
2012-01-15T23:00:00,97.362,97.433,97.03,97.239,184667.7989,97.431,97.458,97.047,97.265,184198.2508,True
2012-01-16T23:00:00,97.238,98.323,97.14,97.85,212996.9019,97.264,98.333,97.161,97.874,217734.4784,True
2012-01-17T23:00:00,97.848,98.871,97.684,98.822,226121.2195,97.872,98.891,97.697,98.846,222689.5397,True
2012-01-18T23:00:00,98.825,100.052,98.547,99.99,214869.7592,98.849,100.072,98.56,100.011,218183.0405,True
2012-01-19T23:00:00,99.987,100.33,99.419,99.566,203237.6008,100.011,100.343,99.43,99.61,199965.7884,True
2012-01-22T23:00:00,99.072,100.486,99.072,100.246,194955.2107,99.136,100.5,99.125,100.266,199723.1303,True
2012-01-23T23:00:00,100.248,101.291,100.021,101.246,214938.2409,100.269,101.304,100.035,101.255,215671.7006,True
2012-01-24T23:00:00,101.246,101.954,100.97,101.931,241580.7908,101.257,101.974,100.983,101.951,248785.1293,True
2012-01-25T23:00:00,101.931,102.205,101.409,101.522,218605.3687,101.959,102.218,101.425,101.538,228540.5009,False
2012-01-26T23:00:00,101.523,101.576,100.592,101.349,227681.1815,101.54,101.591,100.606,101.367,239378.7292,False
2012-01-29T23:00:00,101.406,101.451,99.988,100.342,211102.6116,101.424,101.467,100.0,100.352,216803.6102,False
2012-01-30T23:00:00,100.341,100.879,99.535,99.78,242539.0689,100.352,100.894,99.551,99.793,255227.0991,False
2012-01-31T23:00:00,99.78,100.693,99.24,100.269,236118.7706,99.794,100.706,99.257,100.286,253131.4394,False
2012-02-01T23:00:00,100.27,100.455,99.619,100.182,211006.3515,100.289,100.471,99.629,100.197,225035.2721,True
2012-02-02T23:00:00,100.182,100.879,99.923,100.782,211476.1189,100.193,100.897,99.937,100.809,222857.9997,False
2012-02-05T23:00:00,100.456,100.606,99.854,100.501,193579.4001,100.513,100.619,99.865,100.521,206829.0399,True
2012-02-06T23:00:00,100.5,101.98,100.366,101.785,207282.2796,100.52,101.993,100.38,101.801,223415.0795,True
2012-02-07T23:00:00,101.788,102.441,101.65,102.139,210118.229,101.801,102.456,101.661,102.17,221050.3985,True
2012-02-08T23:00:00,102.136,103.283,101.85,103.177,222297.0577,102.169,103.3,101.863,103.198,235904.8305,False
2012-02-09T23:00:00,103.179,103.222,102.155,102.398,195933.29,103.198,103.236,102.17,102.426,208932.3189,False
2012-02-12T23:00:00,102.429,103.181,102.247,102.283,194136.8296,102.464,103.194,102.262,102.302,212380.6994,True
2012-02-13T23:00:00,102.284,103.186,101.817,103.004,231963.7588,102.302,103.2,101.829,103.026,248138.5171,True
2012-02-14T23:00:00,103.003,103.488,102.186,102.473,227880.1898,103.023,103.5,102.199,102.495,241916.1113,True
2012-02-15T23:00:00,102.474,103.826,101.921,103.646,225738.9624,102.496,103.835,101.937,103.653,245708.2292,True
2012-02-16T23:00:00,103.646,104.662,103.43,104.509,193057.3897,103.655,104.685,103.445,104.553,203998.9505,True
2012-02-19T23:00:00,104.914,105.744,104.65,105.437,169672.0898,104.936,105.762,104.666,105.461,179781.8097,True
2012-02-20T23:00:00,105.453,106.003,105.04,105.525,209476.209,105.477,106.014,105.048,105.549,230608.8617,True
2012-02-21T23:00:00,105.529,106.564,105.431,106.381,209304.3294,105.553,106.578,105.453,106.399,212317.1105,True
2012-02-22T23:00:00,106.381,107.013,106.157,106.968,203309.0708,106.397,107.028,106.169,106.988,206439.2697,True
2012-02-23T23:00:00,106.969,109.233,106.832,109.194,207026.4186,106.989,109.276,106.854,109.199,215780.5682,True
2012-02-26T23:00:00,109.389,109.95,107.19,107.981,253634.3895,109.446,109.979,107.204,108.001,257133.2712,False
2012-02-27T23:00:00,107.979,108.737,107.287,108.284,259623.2796,107.999,108.751,107.303,108.299,273350.0504,False
2012-02-28T23:00:00,108.282,108.722,107.879,108.113,253740.9991,108.3,108.739,107.891,108.135,257225.2592,False
2012-02-29T23:00:00,108.112,108.45,107.687,107.963,236644.2291,108.129,108.469,107.7,107.985,242324.4905,True
2012-03-01T23:00:00,107.96,108.454,107.576,107.954,217122.299,107.98,108.465,107.586,107.996,228579.771,False
2012-03-04T23:00:00,107.862,108.044,106.918,107.774,221273.2808,107.901,108.058,106.927,107.787,226773.5571,False
2012-03-05T23:00:00,107.771,107.861,105.64,106.062,234426.9487,107.787,107.875,105.654,106.092,242831.0009,False
2012-03-06T23:00:00,106.062,106.793,105.702,106.621,208679.9499,106.087,106.807,105.716,106.644,217801.8703,True
2012-03-07T23:00:00,106.62,108.457,106.59,108.253,219384.6291,106.644,108.471,106.606,108.279,222726.2995,True
2012-03-08T23:00:00,108.252,108.651,107.689,108.217,221666.649,108.275,108.656,107.704,108.249,227925.45,False
2012-03-11T22:00:00,108.081,108.284,107.509,108.161,196177.33,108.159,108.308,107.524,108.189,203791.1291,True
2012-03-12T22:00:00,108.159,108.722,107.882,108.521,239991.9688,108.187,108.735,107.9,108.537,241600.9113,True
2012-03-13T22:00:00,108.518,109.368,108.371,109.107,227671.8196,108.537,109.383,108.388,109.139,229141.1423,True
2012-03-14T22:00:00,109.11,109.63,108.583,109.304,240889.1314,109.139,109.646,108.598,109.333,243802.1998,True
2012-03-15T22:00:00,109.304,109.974,109.006,109.93,214377.5817,109.334,110.0,109.022,109.96,218441.6692,True
2012-03-18T22:00:00,109.869,110.563,109.175,110.338,196749.5609,109.883,110.575,109.191,110.353,199144.0594,True
2012-03-19T22:00:00,110.327,110.822,110.273,110.687,195919.6897,110.353,110.834,110.29,110.717,198717.0899,True
2012-03-20T22:00:00,110.687,111.43,110.042,110.213,220101.0011,110.713,111.444,110.056,110.252,224740.6711,False
2012-03-21T22:00:00,110.21,110.462,108.481,108.935,249786.7577,110.253,110.476,108.497,108.967,256699.7111,False
2012-03-22T22:00:00,108.935,109.823,108.581,109.245,221012.4618,108.97,109.839,108.595,109.322,223721.5001,True
2012-03-25T23:00:00,109.338,110.716,109.172,110.612,226209.5601,109.402,110.733,109.189,110.664,222229.0603,True
2012-03-26T23:00:00,110.612,111.249,110.346,110.733,213596.9701,110.667,111.267,110.362,110.754,213731.7503,False
2012-03-27T23:00:00,110.733,110.913,109.864,110.378,231339.9207,110.752,110.923,109.88,110.41,233318.9009,False
2012-03-28T23:00:00,110.378,110.51,108.757,109.679,221743.0495,110.413,110.525,108.771,109.693,227691.958,True
2012-03-29T23:00:00,109.676,110.609,109.027,110.529,208999.3715,109.693,110.626,109.047,110.59,213481.8183,False
2012-03-31T23:00:00,110.529,110.562,110.529,110.562,0.0,110.59,110.59,110.578,110.578,0.0,True
2012-04-01T23:00:00,110.908,111.133,108.954,109.316,208216.678,110.961,111.15,108.966,109.334,215513.4787,False
