V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,target
0.269821,1.0,0.447917,0.414169,0.150739,1.01046,0.355587,0.0222198,0.39761,89.8291,121.9,147.316,29.0482,26.4099,17.8598,1.17966,0.871142,0.357165,72.9784,-4.60649,-11.401,6.42521,0.428337,4.11549,0.650006,1.15313,1.40162,73.9978,1.0,0.733935,20.5567,0.27383,8.56521,0.503293,-11.1497,-1.02743,249.611,0.555556,97.5769,6.58802,-3.16225,29.3896,12.2753,222.805,38.6337,0.604737,0.29798,0.0238337,144.812,1.06435,47.5235,17.1676,0.0517593,0.0826911,0
0.138258,0.7125,0.394444,0.721925,0.134934,0.68611,0.291824,0.0425683,0.508051,236.048,244.648,248.356,10.9262,6.8054,6.13113,-2.35549,-6.96282,-7.65137,98.1518,-0.999608,-1.25287,1.22597,0.783355,1.20502,-7.72703,-0.538774,-0.709106,66.4354,0.260417,2.17121,62.9295,0.369515,19.6003,0.389039,0.449819,0.33542,116.876,0.225,151.553,17.5878,0.0831565,37.5224,6.93986,138.4,20.9539,0.356386,0.142157,0.0306704,162.157,-11.9116,11.6338,16.4701,0.690532,0.0920076,0
0.144566,1.0,0.3,0.539895,0.659395,1.01275,0.175771,0.046075,0.518113,69.3247,72.5048,77.4523,29.991,29.6081,30.1964,0.678422,0.577248,0.474905,58.6567,-0.111523,-2.84767,10.8054,1.77676,5.03098,-0.315346,-0.573314,-0.879689,46.149,0.341667,0.203888,0.844082,0.532954,14.8145,0.0894274,6.37763,1.20568,68.5444,0.313889,81.0282,27.7457,0.330994,16.4682,10.3031,172.059,33.1281,0.733924,0.408504,0.0382359,62.3696,-0.0475414,44.9035,18.6184,0.00566551,0.993822,0
0.130793,0.78125,0.313889,0.447551,0.418932,0.637956,0.25631,0.0389806,0.466643,107.829,96.4129,91.1603,52.7384,48.6416,48.7569,0.053467,0.240221,0.264169,65.8322,2.27583,3.69805,15.0114,3.42348,4.25018,-0.180139,-0.391341,0.0440103,85.5025,0.220833,-5.42484,61.74,0.401293,7.9384,0.311278,-7.2359,0.991118,216.857,0.744444,67.5392,40.7261,-1.40297,42.1901,3.54288,185.839,73.5298,0.835505,0.3125,0.0325807,205.18,0.586948,13.0584,18.8351,0.244844,1.00873,1
0.0450926,0.175,0.886111,0.30646,0.332252,0.101571,1.00659,0.0935575,0.70921,60.6159,70.7831,73.9148,42.5739,47.886,51.7256,2.19319,2.07485,1.96203,56.2869,-3.05241,-2.34506,13.5864,2.2495,3.71525,1.46358,-0.658656,0.713618,65.8823,0.172917,0.633144,28.4738,0.146569,12.5399,0.0767842,3.5815,0.452481,140.986,0.19375,47.1455,9.12332,1.82852,30.7212,5.71371,77.391,38.4236,0.545224,0.484103,0.082101,120.681,-0.472877,51.0353,3.19402,0.250943,0.249188,0
0.0398307,0.535417,0.103125,0.499608,0.042896,0.495208,0.0901788,0.0864662,0.278623,176.962,206.173,218.687,8.864,8.5498,8.96429,-2.0725,-5.44813,-6.48974,91.104,-3.86151,-4.69563,1.71179,0.568666,0.520144,-8.44728,0.52456,2.11394,87.1946,1.0,22.8483,45.1545,0.0842616,13.2274,0.367932,0.76248,1.52732,79.7229,0.272222,187.95,27.2121,-0.0900779,68.8906,6.31478,76.6706,80.0698,0.497384,0.500057,0.0302465,141.705,3.91206,48.323,20.0807,0.00541088,1.13492,0
0.0214063,0.275,0.13125,0.279106,0.619946,0.230649,0.103908,0.0754258,0.406926,159.793,118.344,90.1392,70.8406,70.6769,77.7158,-0.533843,0.664692,1.1937,71.9434,7.30244,16.617,18.2094,5.13483,18.1475,-0.284006,0.0445536,0.25583,60.3321,1.0,-0.56625,67.3692,0.381883,6.56521,0.648772,1.84139,-0.818163,43.7607,0.522917,55.3042,30.1648,-0.292285,55.8051,3.67483,152.854,30.9968,0.770648,0.264816,0.0714286,217.679,1.80283,18.5476,3.98051,0.208929,0.177513,1
0.255255,1.0,0.325,0.522588,0.130846,1.01571,0.266806,0.0260044,0.214601,69.8513,71.8406,61.4027,25.0839,26.6778,28.745,1.54131,2.30023,3.4073,58.6244,-2.64172,5.39871,8.62861,1.97561,4.69918,0.485765,0.0464474,-0.480125,72.167,0.427778,-3.68492,51.7771,0.494011,9.0406,0.511444,2.4139,0.209209,99.5474,0.515625,130.356,7.4706,4.8369,27.3275,9.93292,155.569,50.4921,0.531365,0.426197,0.0214637,183.561,-0.376807,63.5215,21.3247,0.181881,0.20729,0
0.0672591,0.6,0.209375,0.779026,0.633814,0.52273,0.171459,0.0612719,0.464604,109.743,125.739,128.875,17.9307,17.0932,17.5938,-0.809642,-1.23246,-1.57049,74.628,-3.47025,-2.35562,4.74487,1.08159,1.66325,-2.40943,0.251663,10.4386,73.4935,0.141667,0.424117,54.032,0.249787,15.9447,0.138651,2.73632,0.846397,72.0471,0.760417,131.227,55.1624,0.059524,39.3555,14.999,210.726,62.2154,0.956289,0.393881,0.0268565,73.8867,-0.264968,47.8244,17.1377,0.253165,1.13706,0
0.0880382,0.372222,0.325,0.834196,0.432284,0.370445,0.273334,0.0448958,0.272245,58.9819,62.8098,39.301,13.0872,13.221,12.3344,0.65205,0.145185,1.01899,55.352,-6.37692,14.185,5.23936,1.80049,4.06832,-0.247198,0.758731,0.197291,32.5961,1.0,1.92098,20.3702,0.614151,4.33838,0.101372,-1.26677,-0.409203,178.23,0.483333,116.22,2.47346,0.351417,32.6635,15.1403,179.853,9.3749,0.505873,0.0610618,0.0385301,73.648,-0.122032,49.2518,2.15223,0.165457,0.99969,0
0.0131482,0.0770833,0.202778,0.526798,0.65843,0.0693887,0.187945,0.0787852,0.15883,106.243,104.317,117.917,53.8094,45.7941,38.1568,0.128418,0.122814,-0.118561,68.4062,2.47054,-6.19972,13.5221,1.71304,7.50919,-0.2298,0.446987,-0.401743,81.942,0.622917,-2.264,12.0384,0.184619,11.8347,0.112675,-0.754954,-0.0224242,209.833,0.355556,119.805,5.66216,1.628,21.3951,12.7849,78.133,57.3815,0.846976,0.440472,0.0577977,58.7124,0.526741,19.7783,17.7493,0.125179,0.165736,1
0.0486863,0.24375,0.247222,0.883207,0.114262,0.22306,0.228839,0.0439796,0.192068,165.188,203.945,226.743,17.2511,10.6813,6.82752,-0.182839,-1.06565,-4.1842,90.4579,-4.65611,-7.72823,2.16528,1.11443,1.83234,-1.91122,-0.307442,0.173168,64.4077,0.202083,0.859818,34.0667,0.108714,6.16834,0.2021,-0.866956,0.0,83.6103,0.786111,129.376,34.5025,-0.203297,70.241,12.2158,140.158,54.2792,0.201411,0.337352,0.118644,52.6558,1.20734,45.2848,23.0902,0.0251505,0.174159,0
0.00991898,0.189583,0.0638889,0.795638,0.438461,0.183217,0.054872,0.116103,0.18108,93.7363,121.767,59.4212,19.256,24.0592,15.9661,-1.61882,-1.36271,0.441675,71.5126,-16.0067,23.8084,6.69004,4.56682,7.95977,-2.10508,0.971271,-0.777529,70.383,0.330556,7.40286,20.4465,0.0325948,17.0535,0.0781966,4.23352,0.664316,12.8988,0.525,124.746,57.645,-0.0525423,37.5303,20.5501,176.685,63.2832,0.534333,0.522635,0.0623747,157.104,1.5801,51.3549,5.3171,0.0823264,1.0,1
