feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-0.7234964678360503,-0.569539260838605,1.046800111631788,-1.9931260584482173,0.9660184250985694,0.252405324414126,1.6278005986263278,0.9376576776937852,-0.1249653850259591,1.6079265927205602,1.2841096215521315,0
0.2602789625053482,0.9689335051995086,-0.8931205517141843,-1.4701912454106718,-0.4737173002093199,0.4378330347976985,0.37470485579560925,-0.3960580723393804,-0.7889349536609516,1.7162792828259061,0.33024275973018513,0
-0.12913750646005195,-1.244078101449956,0.10024395322567153,-1.2058313091876778,0.5105622106787724,-1.0010767405457104,0.23658994281174972,-1.0671686267377585,-0.7230761501206042,1.2103244181146213,-0.7699433160259446,0
0.5573333568118723,0.9819163615374802,-2.2438058497905318,-0.09381204027613142,0.38504546997715977,-1.6141163264667533,1.3339739267349324,0.3781739894037186,-1.006189127128961,2.24545551875595,0.5932222817298503,0
-0.011443876828520131,-0.424063900770018,-0.08332618884180908,-0.2522371018067449,-0.8016324196655318,-0.37874560489690823,1.7197417694489685,0.09616875263836433,0.6999901726612888,-1.1513488458901042,-0.0890917289192746,1
0.5947555983809787,-0.00710837877104354,-1.4174652621185804,-1.072985073975204,-0.0918068374902371,-0.9397230376059788,-0.5077781557466592,-0.039630200692242976,0.08940138888238143,0.1682108511081238,0.43628605136080056,1
0.5792145925686428,0.1568043993612721,0.1642707801821121,0.479588010094094,-0.13148921673513986,1.4743568670835017,-0.8074645437279955,0.449563500268269,-0.2141700657832801,0.010999134033738336,-0.9573036711114031,1
0.4584087450923284,-0.15604510678476904,0.1471331392178587,1.108031109153715,1.4126900822656898,0.3607008069589263,1.2777506224776243,1.234685715434757,-0.8251555899112508,0.28428991391690844,0.5260429120218019,1
0.012321877420449615,0.905568097462761,-0.8952509106366258,0.3328326986481135,0.2546278324493589,-1.6331119654092,0.7498224806482073,0.002819790754370188,0.2201997105722384,-0.7809735356080383,-0.9601347459080811,0
-0.2752032426996338,-0.9097104986290269,-0.5573116404640635,-1.5779263114120887,-0.4970825829339754,0.15561704111682007,0.5088054751275736,0.08802299524341069,-1.3880026531217275,1.3051991851952331,-0.711125097455024,0
0.40061130866663763,0.416706085738612,0.013784010847283963,0.34202614522227764,-0.9981294742210315,1.6169571621716614,-0.2681521906021062,-1.1870211986636752,-0.6590212157005129,0.2770563963167095,0.5677299359612774,1
0.40743815636663905,0.20467547452260731,0.6408311546139909,0.9955862423727027,-0.30906432590886523,-0.4718624516169973,0.6563826695552932,1.2656614294139992,-0.8166350767606573,-0.23229124390326547,0.28239994669880897,1
0.5594833956996005,-0.9584428579558182,-0.7805056005562773,-0.4345120059554371,0.9987415662989894,-0.7082907896901286,1.3589795095428385,0.44175412262035685,1.0482293573504506,0.719960428269434,0.8678849281924049,0
0.35298359409740077,-0.4421454973793195,0.2252844253364292,-0.21965033803643177,-0.8823609893459637,1.1714157029299843,0.13619702804715567,-0.22705315697075826,1.238886967684996,-2.659092738840932,0.23638018976119832,1
0.8424234228514972,0.7580161011514437,-0.42605733954930575,-2.0674466641983917,-0.5220727155466012,-0.5994525613381039,0.07650536303947054,-0.05309946289795999,1.0643928789172408,1.185304837075218,0.4701602586134434,0
-0.22468482849575278,0.7755356352558533,0.6967923236353777,1.5625273163050777,1.110691981070204,-0.05499040872269125,0.6451293238795991,1.0668713690801155,-0.42239306460281634,0.48399258667238665,0.5640376585095032,0
-0.583769208451193,1.09261808614553,0.44766502414108245,0.1424306295948565,1.0869491247420804,1.4444785201034624,-1.1274282968896145,-0.9579248771235125,-0.905211583763617,0.9159671560113885,-1.3296765166413367,0
-0.5114308395487585,0.3253606619218769,1.3395019457022903,-0.0997336708749088,0.5453260435658369,-0.803943770831471,-0.8554280134024195,-2.0539670181805754,0.5881598096013156,0.734888446304782,1.0621275169502262,1
-0.4729984999272935,0.12642809803287683,-0.7654971372850125,0.35659588498170663,-1.3813807655636396,1.2884967279151986,1.4481508111387722,0.25679936231687867,0.7614146728090637,-1.5456987186601465,-0.6617791801131797,1
-0.48570499454285604,-0.1456382356110213,0.10103432428998296,-0.5088035280950475,-0.08094205440696392,-0.1737488144069296,1.2854383438041037,-0.35798239153428146,-0.39968837081468267,0.3680261387661441,-1.319529934580786,1
-0.1948737391007676,0.38867846005030765,1.3868985519141177,1.1130321521717634,0.7104101411340403,-0.07783740809550316,-0.4176999499739947,0.2165995619635793,0.5257168326469733,0.7539662363340794,0.12349015389888576,1
-0.9021781230900177,0.2707760090527473,0.06322157631947667,0.034109369142276205,-0.4913770226692975,1.0845005860414338,-1.4762623340218333,1.551429267004661,-0.8250953705329495,0.08481391165188162,1.4247562782990204,0
0.7489208897885886,0.6947158791414341,2.667201589587213,-1.0408392680415983,-1.0393656788215955,-0.4571992478243404,-0.9758733427166185,-2.56836907996366,-1.9787958318969907,-0.7432880276693756,-1.2901240322152892,0
-0.28210058799530596,-0.3224297735898865,0.31019034346778773,1.1142242982695145,1.421418073624726,-0.5301132188960306,1.2934744713577382,-1.0599229736620075,-0.3132844315213974,-0.7240732962270946,-1.6427054245992154,1
0.4777321909034482,-1.1226431847893539,-0.6984027976966882,1.0163804607585945,0.11577657780643594,1.2806236235497357,1.6800348978894672,-0.48298359995975954,-1.1412239777135473,1.195420958989191,-1.9297320564444391,0
-0.8769182885074002,0.43977403117424096,-0.34185305842408764,0.18149957168539776,0.2858249539092646,2.4952585094055295,1.809681894417551,-1.6732115109125045,-0.1235575750865188,-0.1664995592986459,0.48474318246898357,0
0.9743448344229921,0.2504676595891724,-0.3641695590490741,-0.45361497097409537,-0.3928666161657213,-2.007449821174621,-0.8055357823955868,-0.08154527995897055,-0.3266738758727458,-0.7059778456526649,-1.4426164252315778,0
-0.4324065048338125,-0.021999193340976747,0.21190269343582877,-1.8951512207647565,0.3711213528326443,-0.01863539412199112,-0.9400220573206325,0.8824367678231407,-0.9835289660535117,0.6985845619089158,0.9091050734050564,1
