feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
-7.548728601400392,-8.447107877658043,-0.6967665673860091,-2.016954632954318,-9.943169619611872,-8.506883827849103,9.277236226594681,4
-0.6285365074181588,7.076127422990998,3.656807325346409,-7.616476095853711,-8.27086974163978,3.338383959437452,6.630385700905674,7
-4.111821393604714,7.421159743225127,-8.597326060156753,8.567752234629232,-2.4099372648976787,-7.497668578722784,-9.679085668830682,0
-0.2602697319420788,4.203989163029936,-9.990531088781179,-1.8053490760014812,3.4043583871022074,6.868286334774348,7.514192251546024,5
-6.898496584865098,-8.350711177441102,-2.0928465402017538,-3.784531858071065,-9.198969586146932,-7.148429233269306,7.729387304896555,4
-5.709169504408838,0.02207477469116048,-8.758705053890495,11.282602795952588,7.678567125407959,8.655938307833551,4.7219230487239265,6
5.910865680633983,-1.931942068423723,9.32092420109974,1.9428733923653105,2.4524031112487505,-6.884562298493738,6.30944957494934,3
8.454642093022358,-2.1206176119427735,9.21842206436713,2.1428116180540706,1.5104467675509188,-9.119547748610294,7.33067024675719,3
-5.368638802617706,7.9943665142717695,-7.862707466907236,5.750011261104841,9.052414230511557,-5.605638273308471,0.8070661834925803,1
2.490345849719934,5.558006608495114,-7.579218468325903,-3.3251333114481585,3.126782606357149,6.411971035235793,7.598425101345393,5
-5.49669856578023,-1.0834968248489032,-9.214008696341182,8.692786203127117,7.965647772176592,5.9203505080027545,6.934904596273063,6
0.6292439493348765,6.234760428792828,1.8910322645585174,-8.052260440642804,-7.130770807556188,2.108828871666081,7.346669688873712,7
6.650816751615715,-2.884886290668089,10.185983833727612,1.3445113763401815,3.473029142728824,-8.105560753043333,6.920601964916175,3
6.654240255899957,-1.6150505083932414,8.954861970213594,3.3476155832488814,2.895018631579491,-7.582274192226868,8.907641319203687,3
-5.0812720447677995,-1.1315905752950652,-10.549939622230024,9.507758480503197,6.428650432206297,8.552339796623508,4.645975242274048,6
-3.934482307567471,6.515714808446899,-8.246226044964478,10.238193735211043,-2.3720991947985284,-7.446598157119301,-6.647439327011898,0
1.8418485339334554,3.679284731681517,-7.1990045986788855,-0.7841415237217094,2.923175312110606,6.744680902492892,5.399254393168586,5
-5.177446942273121,-2.409267950231312,-9.353308608438361,10.663718944099465,5.406018232671163,5.922488623308803,7.9981068439807,6
-4.641698643216469,-4.473906681462008,3.9414929777893133,-1.585501954313582,7.655075586928586,7.590240624359236,-1.5335487380927808,2
