feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
2.5187710801576353,-8.677745293705621,1.6055455666612213,-3.3901867429985932,2.0131651214441395,-2.550024677177319,-8.377312758636478,-6.492367425562874,-6.358209495588984,-6.3806933472686564,0
-9.488078160907005,-5.530057776329928,-2.604185456746956,-7.323086301867054,3.398197294640007,2.711001859333497,9.335648283707823,5.918205954252336,0.4202476453699404,8.156633545696636,3
-10.431079080018122,-5.355473006728978,-3.027411457386272,-6.862765492575092,4.3785546155866415,3.8032725030116374,10.022817655330844,4.835630050731105,1.3115686438924503,6.083401634019968,3
-7.610626630348796,-7.125582525888951,-3.8796604302531126,-6.240489081076618,2.963231403167207,4.558919623781594,8.69840281048114,2.1884397387678605,2.8297236141056326,8.114989588397568,3
-9.755418390072325,4.102546761139679,-1.1182395554492295,-0.4861441087270042,-6.823894722795097,7.832709260456194,-0.001681961419746525,-7.444269139326035,-5.739149153092708,8.367624520193992,2
-9.490215176552768,-4.865244803061484,-3.089797076876704,-5.981955551884268,1.0754894896891911,1.3885774340592258,12.311876864964086,3.9894111836277406,-0.07928421942039043,7.0972368181980565,3
5.009021551070313,-3.0260945099204655,-0.4268311672693006,5.484694485529791,0.5393755364138919,6.584723482530006,-4.784279525270974,-1.7963526386676123,-6.562627559870625,7.579328882045853,1
-11.9359154931142,-5.82465465305986,-6.178151148669262,-7.119878253646587,5.598113086799789,2.1069214053617493,10.393216036419453,4.339605001440191,2.0946428735340312,7.236355024254017,3
-9.534717521194265,-5.903948384405448,-2.365899885253805,-5.618589355897967,3.6228084244366117,2.713132359620786,8.896023850071064,4.371539759491362,-0.32679089912840986,6.658443368077813,3
5.5216692782537615,0.6357580334430157,1.9750611312772015,4.561659120357599,1.7071401473446048,9.163307614027,-5.740035512304147,0.2904380202820621,-5.386797902769812,9.969443150931227,1
2.9330501219755836,-6.68354737263431,0.5604604276152293,-2.0580602629346307,2.602100608613261,-2.3784900189773017,-8.564635798150396,-4.636477450360912,-6.235518915326475,-5.153729834312035,0
5.4295857975004775,-0.07338842357066222,1.6653526609270786,6.726241423810095,1.6928443839146097,7.888514099680961,-4.273999289665393,0.33141982698165384,-5.371748747671527,8.357936053194203,1
-9.08476427323943,3.3380505121617166,-3.2100423932198714,0.4660131930463245,-7.295776144305933,6.210170838573439,0.8215987351137244,-8.16550170409957,-5.368258422604059,6.241361545818705,2
-9.7264630633286,-4.342922575715585,-4.199652029374555,-6.489495796988517,5.943618959006901,1.2624966276981464,11.159619039881168,3.389212589358053,1.1845006988920361,6.65091775531856,3
-9.210961119525946,4.427815182618543,-1.5484896089412619,-0.7292986294517454,-6.103457486512212,8.02122827271727,-0.07323798517092023,-9.969247541795962,-6.760873778770855,8.542133186174533,2
2.11207395163746,-6.439218850801933,2.0747933116108808,-3.0645670623469115,2.1956420531403773,-3.173575144755314,-10.232803853277531,-4.673560858319249,-7.3537370647132825,-3.826144148341357,0
-11.361393411380154,-8.337274798336193,-2.441650965566093,-5.601377993229289,4.688521769810466,2.3863782021177125,9.930829269531467,3.264955559324042,-0.6983345355950636,7.192227264287474,3
2.691724327539069,-0.0985188528352543,0.6509954791851928,4.627250904135499,1.0337820037517929,9.074017918770497,-6.220627578270862,-0.5474662793323836,-5.386453903952575,9.471319429397951,1
2.207793475555086,-6.206351600462362,1.3297522763864096,-3.211547716935344,3.327538631763541,-2.036507827209436,-9.250909682677756,-5.278035783817788,-6.160567903487257,-5.983344132339701,0
-9.444392670719447,2.9995605641142022,0.9893096347605419,-0.44736736961895507,-4.517925383429647,6.489953670413442,0.8886999127196251,-8.516104243770766,-6.032615755742403,7.626014619636872,2
