feature_0,feature_1,feature_2,target
0.4446797843981926,-1.356704357263363,0.7734335631615548,4
1.726649046544752,1.0128134174805417,-1.7538160517560688,7
-1.5379851875502784,-0.2453910437339921,-0.5078880355328912,4
1.961028921920876,-0.4022139281428226,1.245776673802865,6
-0.9041440210213542,-0.47441549004849026,0.07236333128754852,1
-0.325327198399135,-0.5049410492527081,0.46818344555545666,0
0.37046770342964114,-0.188634946039741,0.39175355982099763,0
0.5241315526520256,-0.4571551687607126,-1.0591930647683923,2
-0.1475458649093954,-0.01973171107428253,0.4512585653772568,0
0.4654239725619808,0.05293196530627095,1.4681558309332843,3
-0.0295610871599141,-1.3978737354286064,-0.5455150750647499,3
0.48320361937597767,-0.7752405529242612,-0.3450634084914834,1
0.3105882516537706,0.2524867385154111,-2.092175184103476,6
0.8544749145678067,-1.6949234373083235,-1.9556103781708292,7
-2.0370652066261576,-1.3365059941330573,-1.5323030474865373,7
-1.0874656701936416,-0.7420928198916157,1.78800634158893,6
0.7476601603855381,-0.41766503254903103,-1.6435094260772112,5
-0.7104229116626626,0.6841356912609975,-1.5070564466859817,5
1.49881009783644,-0.09722837917120769,-0.37050437523372476,3
-0.8974179035218134,1.3533042626927552,0.7823454774129524,5
-0.3766667545274429,-0.8732970184951487,-2.424629540972441,7
-3.001516511011432,-0.501289575181549,0.4178137882446704,7
-0.31922144300347977,-0.5251706293131118,2.182266066478104,6
-0.33982418319237967,1.3603065801661973,-1.186238043710515,5
0.6523846966142538,1.1776673189374567,-0.06545000478259981,3
0.20271501733192737,1.1225360486285594,0.6553897433036681,2
1.0590409084102674,-1.4434165572703233,0.20905730976723902,5
-0.20439264025924062,-1.1261252725826223,-2.4266141103606857,7
-4.007864511214965,-0.8790431246515594,-0.7187538300341935,7
0.8534840481514062,1.2101090668128172,0.19867250380392512,3
-0.0715222508004401,1.4914073823954361,0.4102709159610825,3
2.2752376336749305,0.034030933002410724,-3.0525522129118388,7
1.6573777906552878,0.212123189202318,0.5919239266440726,5
1.844139783095061,-1.4881382092987039,1.231982460233743,7
1.0155880424917028,1.145278910794227,-0.8366589508899049,4
1.5342026894420255,-1.3672388471506083,0.4743472425502232,6
-0.48552405260716036,-1.2109852673922328,1.6789514748238041,6
-0.39461925314474017,1.3189755299557087,0.7217890788499642,4
-1.1974875507714542,-0.6183216898900247,0.2862899807175381,3
-0.004250543450025252,-1.5410094709538384,1.0486703586913606,5
1.3566927442768821,-0.07451085077891953,-0.8266595520319879,4
-0.6267368310729187,0.12345401204188369,-1.2251532865215466,3
-0.2251539843738642,-0.31042177237839014,0.5964844171091132,0
-1.5874392827785435,-0.5097553826598615,-0.033193859586384704,4
0.8042015573611893,0.606116263179346,-0.3002386720066983,1
0.10887691514137626,0.8213975481001096,0.38212160085089064,1
1.247344234028261,1.0147481167665653,-0.5659834113765799,4
-0.25990174204895977,0.7877371684468406,0.09550575592838222,1
-1.5217584160472883,-0.2697872556671746,0.8526207697828235,4
-0.286171485668093,-0.9477007012616777,-0.011748072789205394,1
-1.5941505901249005,0.5750773815690327,0.49369346615564325,4
0.6541544525326977,-0.6702202509526737,0.7153288822169104,2
0.31536372448273353,-1.2160323174086374,-0.07099639466920572,2
-0.11774491949911653,0.35626144643980984,0.555354786330161,0
