Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,target
2011-12-31T23:00:00,1.29578,1.29578,1.29484,1.29484,0.0,1.29618,1.29618,1.29496,1.29496,0.0,False
2012-01-01T23:00:00,1.29368,1.29639,1.29173,1.29335,60531.6897,1.2939,1.29657,1.29185,1.29354,61628.8895,True
2012-01-02T23:00:00,1.29335,1.30758,1.2931,1.30491,258224.5802,1.29353,1.30767,1.29323,1.30505,258354.2122,False
2012-01-03T23:00:00,1.30491,1.30726,1.28994,1.29425,270981.1681,1.30507,1.30734,1.29001,1.29435,272599.5934,False
2012-01-04T23:00:00,1.29423,1.29448,1.27723,1.27879,310175.8927,1.29435,1.29466,1.27736,1.27891,313148.5011,False
2012-01-05T23:00:00,1.27879,1.28121,1.26978,1.27186,272666.3499,1.27889,1.2813,1.26986,1.27198,268986.8705,True
2012-01-08T23:00:00,1.26911,1.2785,1.26666,1.27647,279622.9238,1.26928,1.27857,1.26676,1.27655,277770.77,True
2012-01-09T23:00:00,1.27647,1.28172,1.27427,1.27771,291749.0974,1.27651,1.28178,1.27434,1.2778,285721.3658,False
2012-01-10T23:00:00,1.27769,1.27893,1.26654,1.27062,300566.1971,1.27779,1.27903,1.26663,1.27074,298183.1892,True
2012-01-11T23:00:00,1.27062,1.28442,1.26992,1.28144,340752.9899,1.27072,1.28452,1.26999,1.28151,307816.2581,False
2012-01-12T23:00:00,1.28144,1.28778,1.26287,1.26772,321673.1805,1.2815,1.28786,1.26299,1.26805,320642.0596,False
2012-01-15T23:00:00,1.26311,1.26873,1.26262,1.26664,230177.0994,1.26355,1.26881,1.2627,1.26676,227567.9301,True
2012-01-16T23:00:00,1.26664,1.28042,1.26482,1.2736,285742.9823,1.26675,1.28048,1.26497,1.27374,284460.349,True
2012-01-17T23:00:00,1.27361,1.28676,1.27336,1.28627,292072.1521,1.27374,1.28691,1.27348,1.28635,293782.2398,True
2012-01-18T23:00:00,1.28634,1.29708,1.28388,1.29681,277606.3407,1.2864,1.29719,1.28399,1.29688,277378.4883,False
2012-01-19T23:00:00,1.29675,1.29855,1.28894,1.29308,241373.3574,1.29687,1.2986,1.28901,1.29325,248071.5912,True
2012-01-22T23:00:00,1.28761,1.30523,1.28758,1.30122,221071.8193,1.28772,1.30536,1.28772,1.3015,226780.8207,True
2012-01-23T23:00:00,1.30132,1.30592,1.2953,1.30353,241089.6015,1.30142,1.30601,1.2954,1.30363,241166.8513,True
2012-01-24T23:00:00,1.30355,1.31202,1.29307,1.31057,258101.8785,1.30359,1.31211,1.29317,1.31068,255672.2434,True
