Var6,Var13,Var21,Var22,Var24,Var25,Var28,Var35,Var38,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var126,Var132,Var133,Var134,Var140,Var144,Var149,Var153,Var160,Var163,Var194,Var196,Var201,Var203,Var205,Var207,Var208,Var210,Var211,Var218,Var221,Var223,Var225,Var227,Var229,target
1561.0,7720.0,348.0,435.0,2,128.0,188.88,0,323028.0,1.313608,9,156.0,196.0,460672.0,0,9450.0,5.0,14.0,64.0,96.0,-57926.8,1600.0,6.0,20097.0,-30.0,0,1014440.0,81964.0,230.0,18,81242.0,1509900.0,100.0,130962.0,3,0,2,2,1,10,1,5,0,1,4,0,0,2,1,1
658.0,4876.0,116.0,145.0,4,152.0,243.44,0,2106.0,0.732322,9,70.0,168.0,48272.0,0,2232.708,0.0,6.0,32.0,32.0,14021.84,395.0,6.0,31527.0,22.0,0,6125.0,27756.0,880.0,9,7707.0,100528.0,4.0,21864.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,1,-1
112.0,0.0,156.0,195.0,6,104.0,331.04,0,18504.0,4.576586,18,14.0,0.0,3142912.0,0,53874.0,5.0,4.0,40.0,104.0,125669.2,195.0,18.0,0.0,4.0,8,533765.0,276372.0,0.0,0,1072365.0,2801444.0,14.0,124812.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
539.0,4.0,36.0,45.0,0,40.0,166.56,0,0.0,2.005981,9,86.0,0.0,0.0,0,38757.6,0.0,6.0,16.0,0.0,-1624420.0,250.0,0.0,4149.0,38.0,0,7035.0,45194.0,170.0,0,0.0,280776.0,2.0,277140.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,0,-1
259.0,1160.0,20.0,25.0,0,0.0,198.88,0,821796.0,4.000214,9,90.0,56.0,14515200.0,0,47248.2,5.0,0.0,24.0,24.0,387936.0,280.0,6.0,18576.0,4.0,0,0.0,0.0,935.0,18,0.0,10224680.0,0.0,0.0,1,0,1,0,1,8,0,5,0,0,6,4,1,1,0,-1
896.0,1340.0,152.0,190.0,0,0.0,220.08,0,2832342.0,5.711814,18,112.0,77.0,4228712.0,0,194734.2,20.0,6.0,32.0,56.0,132300.4,555.0,36.0,9648.0,-30.0,0,6097800.0,0.0,460.0,45,0.0,9974160.0,36.0,84300.0,1,0,1,0,1,2,0,5,0,1,6,0,2,1,1,1
1316.0,2348.0,32.0,40.0,0,0.0,220.08,0,579222.0,0.058107,9,116.0,0.0,0.0,0,25395.75,5.0,0.0,8.0,0.0,187573.2,690.0,12.0,3978.0,24.0,0,9469400.0,0.0,1380.0,18,0.0,9908200.0,10.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,0,1
1610.0,376.0,340.0,425.0,6,104.0,288.96,0,5771238.0,2.715445,9,84.0,21.0,401488.0,6,72684.3,55.0,14.0,104.0,24.0,212996.0,980.0,210.0,7803.0,-30.0,32,2668140.0,350060.0,1565.0,0,184142.0,9751080.0,32.0,1082052.0,1,0,1,0,0,10,0,5,0,1,4,0,2,2,0,1
805.0,64.0,152.0,190.0,8,96.0,133.12,0,1422.0,4.758598,9,70.0,0.0,2209776.0,0,64807.5,5.0,4.0,32.0,56.0,-139528.8,585.0,6.0,6264.0,-30.0,0,1712395.0,301884.0,320.0,0,869204.0,3356864.0,30.0,415764.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,1,1
532.0,0.0,128.0,160.0,0,0.0,186.64,0,11286840.0,2.813288,9,28.0,0.0,0.0,0,232423.8,45.0,0.0,32.0,0.0,176054.4,500.0,132.0,0.0,-30.0,0,103795.0,0.0,0.0,9,0.0,10718000.0,2.0,0.0,3,0,2,1,2,10,0,5,0,1,4,4,3,2,4,1
