feature_0,feature_1,feature_2,target
-0.3038683971855439,1.1560474613263934,0.16294402375408573,0
-0.2077617920248549,0.479165653852485,-1.068478529022602,1
0.5643363118805949,1.036263486246611,-1.1664139226105914,0
-0.8781384027528504,-0.3436395430595582,1.1368266167036851,0
-0.073499264266078,-0.37594324085412256,-2.096630063834843,1
0.006272580127309172,-0.44032303718162535,-1.191356010687622,1
-0.7819756460630833,0.07433505910240897,0.28214238863628144,0
0.7456858814855114,-0.7140080210433972,-1.453300318973004,0
0.87453110365216,-0.7234519702973254,-0.08687090608819968,0
-0.49974872910104773,0.25476073038183233,0.7312997722158392,1
0.31148635120087076,-0.04525676048868783,0.7683089496169031,1
-0.2326307016765195,-0.446548507189722,-0.12398547625167848,1
-0.5364150756944411,0.8627787872524174,-0.1641271250452826,0
0.3770642397906606,0.39802397237291315,-0.4584272855865179,1
-0.36417676122237874,-0.1259731522185689,-0.15921137027474103,1
0.42632172806271573,-0.09867271227794336,1.3395215701344785,1
-0.2862605415966851,0.8797365188850803,1.3967524764272856,0
0.18984832164090476,0.583953695298807,-0.5382758203326736,1
0.44271598328893397,-0.26774450943250205,1.5401999503203292,1
0.5456658586103326,0.9919372564224397,1.6005031041996574,0
-0.9512051634118924,0.4036994654519004,-0.5335809703839336,0
0.4977171245714806,0.47779051189712674,-0.8793722950773359,1
-0.9085774612154686,-0.2827383309189974,1.5893547416307336,0
0.2016432288683263,-0.34223577406383876,-1.5126461610942479,1
-0.4793838382103714,0.15843937975335523,0.6383199994307284,1
-0.11862770482889394,0.9395154554412974,0.28543805329867666,0
0.2729722225854259,-0.3184808638541546,-1.4895260357016373,1
-1.029361016470018,0.20369620062146385,2.451455732974039,0
0.8853531893800546,-0.4119479236595958,-0.603823228406154,0
-0.473836809537554,1.0349738933666912,-0.8342939572487479,0
-0.2323839167673301,1.0218615283212524,-0.41239868491510634,0
-1.0438294173196272,-0.1975879898565521,2.2949757343446078,0
0.42850406817842535,0.6985022706703764,1.7859251429074872,0
-0.5488695679588046,0.7653613453788832,-2.2509265459207435,0
0.49317694311458976,-0.2490571289969313,-0.39614138673328964,1
0.2197654093061144,0.843955746971253,-0.74291300326375,0
-0.714845897870383,0.7266918185738658,1.6819892214510093,0
