X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,target
0.00263011,0.01762941,0.00152027,-0.00129753,0.01812328,0.00111358,0.00373251,0.01614934,0.00101757,0.00299977,0.01105612,0.00174905,0.0004453,0.0009905,4.94e-05,-0.00037086,0.00031292,-1.48e-06,8.014e-05,0.00180823,-1.457e-05,0.00215667,-0.0012473,7.127e-05,0.01788923,0.01820376,0.01660627,0.0115886,0.00108711,0.00048524,0.00181007,0.0024924,P
-0.00036037,-0.0003924,0.00013985,-0.00713777,0.00555474,-0.00129488,-0.00044459,-5.332e-05,0.00018543,-0.00506862,-0.00064924,-0.00070117,0.00019437,-0.00012716,-4.64e-06,0.00019799,-7.878e-05,2.782e-05,1.5e-06,2.152e-05,-1.363e-05,0.00013993,7.712e-05,1.24e-05,0.00055082,0.00913672,0.00048465,0.00515791,0.00023231,0.00021489,2.552e-05,0.00016025,D
0.00035541,-0.00068558,-0.00010437,-3.047e-05,-0.00028977,-1.129e-05,0.00027564,-0.00045364,-9.881e-05,-1.607e-05,-0.00020279,6.18e-06,1.696e-05,-5.092e-05,-3.3e-07,-5.62e-06,-3.572e-05,3e-07,1.614e-05,-4.795e-05,-9.5e-07,-3.25e-06,-2.6e-05,1.14e-06,0.00077925,0.00029159,0.00053993,0.00020352,5.367e-05,3.616e-05,5.06e-05,2.622e-05,D
-0.00051256,-0.00082958,5.479e-05,0.00156031,-0.00090863,-0.00221392,-0.00059858,-0.00095742,0.00015906,0.00193031,-0.00038546,-0.00201961,-5.149e-05,-0.00010247,2.15e-06,-0.00092414,0.00054194,-0.00020618,-4.376e-05,-0.00010769,5.16e-06,-0.00068633,0.00043968,-0.00023398,0.00097668,0.00285686,0.00114028,0.00282019,0.0001147,0.00109099,0.00011636,0.000848,S
0.00139266,0.00764891,0.0008463,0.0027016,-0.01618995,-0.00253965,0.00109246,0.00743369,0.00046618,-0.00479096,-0.00826903,-0.00581506,0.0005729,-0.00267252,-4.567e-05,0.00030085,0.00285027,-6.9e-06,0.0019525,-0.00293945,-0.00059463,-0.00036278,0.00723869,-0.00057711,0.00782058,0.01660912,0.00752798,0.01118683,0.00273361,0.00286611,0.00357858,0.00727071,R
0.00556183,0.00651895,-0.00023607,6.061e-05,-0.00059987,0.00021488,0.00343671,0.00302555,-8.192e-05,0.00079313,-0.00071718,7.895e-05,0.00045122,0.00039985,-8.48e-06,8.637e-05,6.038e-05,-3.127e-05,0.00027993,0.00011513,1.341e-05,0.00014234,1.764e-05,-2.591e-05,0.00857242,0.00064007,0.00457948,0.00107221,0.00060295,0.00010992,0.00030297,0.00014575,S
0.00723162,-0.00192272,-0.00243899,0.01693248,0.00434816,0.02734398,0.00566394,-0.00150575,-0.00744397,0.01016657,0.00546797,-0.00028764,0.00023534,-0.00022303,0.00104175,0.00091015,-0.00104282,-0.00123695,-0.00011724,0.00032201,0.00080456,0.00065384,-0.00079007,-0.00140304,0.00787031,0.03245472,0.00947418,0.01154732,0.00109104,0.00185631,0.0008745,0.00173788,P
-0.0110559,-0.01222422,-0.00178832,0.0019822,0.00606495,-0.00067239,-0.00302929,-0.00024485,-0.00086362,0.00197249,0.00603672,-0.00067368,6.926e-05,2.077e-05,3.572e-05,0.00132821,0.00281949,0.00015165,-0.00013625,7.087e-05,-7.28e-06,0.00132463,0.00280909,0.00015118,0.01657897,0.00641598,0.00315949,0.00638643,8.065e-05,0.00312037,0.00015375,0.00310942,S
0.00080576,0.00241285,-2.647e-05,0.02127337,0.02581568,-0.00057519,0.00034506,-0.00111737,0.00027954,0.01974435,0.02076634,-0.00061558,-8.005e-05,-0.00074201,6.186e-05,-0.00173737,-0.00023482,0.00071976,-1.806e-05,-0.00019701,1.562e-05,-0.0013833,-0.00114687,0.00038884,0.00254397,0.03345649,0.00120238,0.02866111,0.00074888,0.00189516,0.00019845,0.00183849,P
-0.01467548,0.02177116,-0.0243773,0.00480463,0.02247325,-0.00641402,-0.02541969,0.0272801,0.00571434,0.00294929,0.02341006,0.02302942,-0.00167029,-0.00188397,-0.00656281,0.00023798,-0.00179612,-0.00158937,-0.00223797,0.0008401,-0.00408793,0.00247646,0.00122916,0.00215432,0.03582745,0.0238594,0.03772291,0.03297095,0.00702921,0.00241014,0.00473555,0.00350497,P
0.00081003,0.00396388,0.00349941,-0.00318555,0.0080504,0.00285937,0.00123553,0.0027772,0.00243686,-0.00117294,0.00598552,-0.00033018,6.46e-05,0.00016154,3.461e-05,-0.00019891,5.626e-05,-0.00046719,4.002e-05,-1.15e-06,-0.00031465,-2.631e-05,-5.195e-05,-0.00052287,0.00534924,0.00911771,0.00389585,0.00610829,0.00017739,0.00051088,0.00031719,0.00052611,P
-0.00674805,0.0499206,0.00095844,0.00639235,-0.03876651,0.00407273,0.00269966,0.03699277,0.00080054,0.00570367,-0.02847931,0.00411368,-0.00334042,0.00914079,0.00072815,0.00201792,-0.00442723,-0.00018147,0.00230538,0.00387409,0.00043965,0.00079754,-0.00340075,-0.00044085,0.05038374,0.03950053,0.03709978,0.02933471,0.00975923,0.00486881,0.00452953,0.00352073,S
