V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,target
0.0104977,0.0555556,0.304167,0.0260229,0.304128,0.0518863,0.247009,0.162073,0.378767,156.042,140.749,154.814,72.4724,76.5916,69.7603,0.0122914,0.10569,0.110696,76.8397,6.46501,-4.34275,17.8312,6.16438,8.14604,-0.184319,1.48312,-0.227402,59.3565,1.0,5.40969,57.1551,0.237941,8.76668,0.859645,2.81089,-0.451388,71.1635,0.138889,57.0471,65.1493,-2.19184,26.1002,8.54583,75.8081,34.1398,0.507827,0.14384,0.0200362,229.85,0.79729,51.8205,6.32554,0.179392,0.269321,1
0.00616898,0.135417,0.111111,0.58141,0.315455,0.12336,0.0795059,0.153846,0.59,117.827,111.998,105.602,42.8769,41.0316,41.3726,-0.379608,-0.243862,-0.201527,70.598,0.446837,3.23202,13.0003,2.02125,2.50469,-1.35006,-1.61451,1.40804,80.1277,1.0,-0.689584,22.641,0.491991,2.38144,0.410617,-12.9558,7.21523,134.384,0.488889,162.701,54.7659,-0.567501,23.1836,26.9494,95.2447,59.4528,0.672814,0.208169,0.0362952,157.458,1.47251,24.4465,2.23513,0.167558,0.0714743,1
1.0,1.0,1.0,0.501042,0.501389,1.0,1.0,0.00969907,0.0,153.438,130.442,120.86,24.32,25.9956,27.4486,-0.113519,-0.0191901,0.0462263,77.3683,4.05814,5.24571,6.06169,1.94858,2.66289,-0.376075,0.897165,0.458587,66.4363,0.508333,21.7548,52.0011,0.466314,14.7641,0.0997502,12.4298,1.00237,24.8522,0.178125,43.1793,21.8523,0.429795,36.7518,21.2475,113.026,68.2955,0.544235,0.141466,0.0464178,125.956,0.065631,12.2835,14.7611,0.00553241,1.00075,1
0.485613,1.0,0.5,0.5015,0.75795,0.995401,0.487442,0.0154325,0.0287732,192.108,186.225,196.925,32.9758,31.8364,34.3187,-0.648307,-0.674909,-0.821773,88.4623,2.02831,-2.29908,6.34974,1.46846,1.74384,-1.04762,0.963183,4.71493,58.367,0.0625,-0.0332457,29.7933,0.735204,5.34269,0.211925,-3.23213,0.580582,85.4467,0.309375,110.496,14.8543,0.429077,69.2033,18.4837,92.4175,29.6048,0.324681,0.24888,0.058285,174.174,-0.988393,37.1682,4.93544,0.0336227,0.728635,0
0.199647,0.563889,0.533333,0.238449,0.790606,0.448913,0.472192,0.0217398,0.336149,117.304,104.639,107.708,54.9288,53.6133,56.5661,0.564211,0.566047,0.399415,68.4138,3.96221,0.681439,15.0275,1.84699,4.31124,-0.0995792,0.406633,0.409599,74.6552,1.0,1.01865,35.6965,0.0903717,15.1426,0.445854,-1.39852,0.660513,110.563,0.208333,43.0485,8.15881,-1.47878,31.4793,3.68963,110.198,68.3133,0.103714,0.453727,0.0578187,149.436,0.1647,57.1633,8.60104,0.00876736,0.227072,1
0.325215,1.0,0.434375,0.475375,0.796368,1.02883,0.345416,0.0231017,0.251304,65.67,56.9002,26.9482,27.5852,14.3211,9.35388,1.24605,1.22071,0.00583356,53.6324,-3.76702,22.3252,6.44749,5.33736,5.76996,0.639794,-0.60061,0.224121,91.464,1.0,-1.4256,22.6739,0.251049,26.5627,0.198907,-9.01099,-0.486461,250.843,0.0805556,236.69,26.4853,-0.892663,22.1059,20.3808,122.194,56.8265,0.506234,0.584008,0.0982801,165.668,0.790698,57.0306,19.6081,0.0426852,0.196896,0
0.0692535,0.30625,0.238889,0.155757,0.119202,0.296435,0.233439,0.0367678,0.0533935,222.562,222.246,175.368,51.822,52.5681,72.5899,-2.25643,-2.32058,-0.6792,93.0551,-4.28631,13.8606,12.096,5.05863,13.9871,-2.68603,-1.04253,1.1813,91.6227,0.377083,-14.6037,34.0393,0.821265,20.1634,0.549222,1.83962,0.594263,39.226,0.483333,132.083,30.6486,0.936748,11.3122,4.11965,91.8604,41.861,0.955534,0.383333,0.0226321,67.7115,0.660047,24.5799,19.038,0.50158,0.146617,1
0.0119676,0.189583,0.130556,0.670302,0.687179,0.156707,0.113206,0.115571,0.516484,55.4052,54.9787,25.8554,16.3576,14.8255,12.4921,0.876677,0.729885,1.48252,52.1372,-6.51965,21.8139,6.20444,4.4163,6.88755,0.0831748,0.319667,0.173641,94.1658,0.408333,15.4833,29.1952,0.973727,6.58949,0.15778,-2.16676,0.714032,233.83,0.1625,152.457,6.03866,0.53365,27.9196,15.5858,107.211,9.18513,0.527246,0.416032,0.166105,111.852,-0.587664,51.9937,6.61824,0.156759,0.936962,0
0.170804,0.75625,0.486111,0.448206,0.842502,0.720576,0.328524,0.0373708,0.53538,122.219,109.421,88.3893,51.812,49.7904,47.582,0.10588,0.227846,0.600895,69.2755,0.651591,10.6145,15.3613,2.65783,8.57979,-0.917482,1.68599,1.69576,60.5899,0.0916667,4.44047,24.7369,0.225595,12.6679,0.333096,3.05973,1.75241,130.578,0.513889,212.473,36.2492,0.378552,51.3668,14.9773,129.145,39.8061,0.679219,0.190678,0.0726302,99.4145,0.0849768,67.9613,11.2872,0.0315567,1.13204,1
0.113872,0.795833,0.194444,0.502068,0.503976,0.723603,0.162768,0.0403517,0.264136,158.687,106.058,76.5985,9.21937,11.1944,12.6093,0.00108241,4.17291,5.57141,72.9173,8.94187,16.952,2.49345,1.61823,2.77525,1.90077,-2.91223,-1.11226,90.3841,0.966667,2.97144,42.3939,0.518047,1.93723,0.0640207,6.498,1.21233,104.926,0.3,85.5813,49.1893,-0.493923,32.8961,16.5638,95.4787,62.5045,0.434284,0.461054,0.0249004,124.749,4.46013,30.066,7.9569,0.53772,0.946484,0
