X0,X1,X2,X3,X4,X5,target
25.10641481868418,53.42643543890695,32.091481336038704,75.14847070828493,29.568802314498036,30.235941292369425,False
99.93428626252646,3.7262086587116645,77.64686656231899,31.802575721477297,53.05922709331441,73.91027427304024,False
35.38313966433016,81.95359187696772,45.80086255701529,-6.810946233467509,98.637585498047,88.24080592892238,False
-5.706520939709307,6.01610639538416,34.88793293492315,25.628654277481033,1.697867434473535,81.82360954463971,False
95.315283643296,46.65935038623449,74.23185608746633,40.00573354547757,31.070424537034597,62.27433283117858,True
90.24597529572247,7.501671761171,-4.337323822502523,88.96275868396025,-2.6657667786435155,38.17787599155672,False
93.92686572687555,4.4144623420226985,67.39746537007198,51.30435967150916,13.346225980564203,11.467629992994343,True
31.485212720786187,63.50986023621758,86.18444097139339,-4.788345600627441,33.308874695274355,77.48092193892833,False
82.18556369406839,-3.412828121326773,70.7791961302667,31.888206478778812,90.34708215333302,81.18096483303145,False
23.50281899762325,-0.6100146506989432,29.527850268414213,66.7324658262418,77.95084015499859,57.42854988755188,False
37.894327213585335,13.917859118906026,80.56877108774681,49.89737553654432,5.303612073866702,14.503200531446556,False
18.92634858342765,41.57887922014791,57.08028229235535,73.6134736743818,16.24887885671959,75.27428076199365,False
37.65255125608041,63.183554829670015,80.50799039954178,16.86067218070925,92.43180931707515,73.22037218854668,False
0.2602432132925738,10.050936879465766,45.31686455573977,65.19263326611295,96.70469208512448,90.95733572642527,False
-3.3829782779185784,96.84987240398932,93.88715605883422,60.33109988028782,21.494888598766774,92.7613625640751,False
50.503054312728366,84.49174004859003,43.99296912064303,17.629136913996703,81.91345413034259,33.86920217071026,True
86.68549548442634,80.6831176686369,72.90472620816887,15.51469287711268,44.88425122779504,69.12086408893725,True
52.4519197564661,9.35564846679998,61.32119468691684,22.322948163775756,66.4189225371947,83.31943732396948,False
44.68826813829771,62.228260328768016,25.104891145632287,20.288152563180162,62.7549388307808,40.69093408028302,False
93.53282885149058,10.407949103885482,31.133043925114663,81.07545793762016,73.47493258320718,62.309716476843576,False
82.91346062893736,30.636875253794926,29.572814746118176,16.166374993196076,95.40074556175296,37.58652386802375,False
77.91128280691774,12.703991897751063,44.23746327889813,13.339711318711771,82.26625822817725,19.65589186255236,False
14.649860131926193,-1.9429081366818686,4.829441035548085,3.2731019879219865,70.36431457611165,77.12584664954178,False
97.30197702275927,8.034428450903103,31.05247642220389,67.19838666387032,77.57794155683568,41.48288582091553,False
6.452745161149821,47.91454270980539,98.14273652808362,56.29801021832242,48.94878249310802,64.74934354055931,False
76.61618795944936,20.130415897001498,47.03323998162432,51.42561007127377,19.66028732743533,26.51747307500102,False
83.43263728568544,-6.628707597630916,37.60620548723225,69.94564804646143,5.836837910204446,56.908820930351666,False
46.928091443198944,78.06200613144779,-8.814332252436479,31.722396184498443,43.16088249854792,98.19600612804363,False
13.92510523738207,-7.631221724163435,-0.7956524747708471,30.08156917243315,56.649171026669364,0.9457499616697849,False
82.6956111923857,68.29843851819754,21.77603241149881,32.82312429656042,41.82399731399899,11.497054616614701,True
